ubicacion_raw,latitud,longitud
"CAMINO DE LA AMISTAD 216, Campestre Aragón, Gustavo A. Madero, Distrito Federal",19.4845996,-99.0770254
"Granjas Modernas, Gustavo A. Madero, Distrito Federal",19.4787304,-99.1024687
"TUXTEPEX 35, La Purísima Ticoman, Gustavo A. Madero, Distrito Federal",,
"Managua 698, Colonia Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.4986096,-99.1264844
"Acueducto Poniente, 603, San Pedro Zacatenco, Gustavo A. Madero, Distrito Federal",,
"Barranquilla  102, Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.5009334,-99.1287797
"Martin Carrera Gustavo Madero, Martín Carrera, Gustavo A. Madero, Distrito Federal",19.4823204,-99.1058514
"JULIETA, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",19.4642965,-99.1250052
"CALZ. DE GUADALUPE, Vallejo, Gustavo A. Madero, Distrito Federal",,
"Departamento En  Venta En Gustavo Madero, Lindavista AM. 25-661, Gustavo A. Madero, Distrito Federal",,
"Fernando Casas Alemán, Gustavo A. Madero, Distrito Federal",19.4524617,-99.095663
"Av. Cuitlahuac, 38, Guadalupe Victoria, Gustavo A. Madero, Distrito Federal",19.471378,-99.1376357
"Calzada Vallejo, 1323, Santa Rosa, Gustavo A. Madero, Distrito Federal",19.5167815,-99.162361
"FUNDIDORES, Vallejo, Gustavo A. Madero, Distrito Federal",,
"CARLOTA, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",19.4691429,-99.1214847
"AV.414 A, 335, San Juan De Aragón VI Sección, Gustavo A. Madero, Distrito Federal",19.4709394,-99.0736351
"ABUNDIO MARTINEZ, Vallejo, Gustavo A. Madero, Distrito Federal",19.4681539,-99.1372374
"AV INSTITUTO POLITECNICO NACIONAL, 1939, Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.5028863,-99.1311018
"Av. Ingeniero Eduardo Molina 8140  F 004, Vasco De Quiroga, Gustavo A. Madero, Distrito Federal",19.5008197,-99.0882544
"Callao 600 - 900, Lindavista Nte., Ciudad De México, Colonia Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.493953,-99.1217684
"Mexico, Villa Gustavo A. Madero, Gustavo A. Madero, Distrito Federal",19.4848583,-99.1178571
"Gustavo A. Madero, Mexico City, El Arbolillo, Gustavo A. Madero, Distrito Federal",19.4848583,-99.1178571
"CALLE 10, Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.5248273,-99.1579753
"Calz. Vallejo 1268, Santa Rosa, Ciudad De México, Santa Rosa, Gustavo A. Madero, Distrito Federal",,
"AV. EDUARDO MOLINA, San Juan De Aragón VII Sección, Gustavo A. Madero, Distrito Federal",19.479013,-99.098516
"Santiago Atepetlac, Gustavo A. Madero, Distrito Federal",19.5228371,-99.1605541
"Av. 495 28, San Juan De Aragón 7a Secc., Gustavo A. Madero, Distrito Federal",19.4691831,-99.0725397
"VALLE DE MITLA, San Juan De Aragón VI Sección, Gustavo A. Madero, Distrito Federal",,
"La Esmeralda, Gustavo A. Madero, Distrito Federal",19.4870554,-99.0860933
"Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",19.4889617,-99.1171639
"C. CONDOMINIO 41, San Juan De Aragón V Sección, Gustavo A. Madero, Distrito Federal",,
"Calle Brillante 36, Col. Estrella, Ciudad De México, Estrella, Gustavo A. Madero, Distrito Federal",19.4758795,-99.118427
"Callao, Lindavista, Gustavo A. Madero, Distrito Federal",19.4864481,-99.1279697
"VOLCAN DE FUEGO, Pradera II Sección, Gustavo A. Madero, Distrito Federal",19.4769764,-99.0725639
"C. 683, San Juan De Aragón V Sección, Gustavo A. Madero, Distrito Federal",19.4536334,-99.0561139
"CAM. SAN JUAN DE ARAGON, Ampliación San Juan De Aragón, Gustavo A. Madero, Distrito Federal",,
"AV. MIGUEL OTHON DE MENDIZABAL, Nueva Industrial Vallejo, Gustavo A. Madero, Distrito Federal",19.5059253,-99.1483008
"EJE CENTRAL LAZARO CARDENAS, Vallejo, Gustavo A. Madero, Distrito Federal",19.5248604,-99.1586529
"FRAY MARTIN DE VALENCIA, Tepeyac Insurgentes, Gustavo A. Madero, Distrito Federal",,
"Martha, Guadalupe Tepeyac, Ciudad De México, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",19.4682318,-99.1188878
"Eduardo Molina 1320 Edif. 8 Dpto. 110, Vasco De Quiroga, Gustavo A. Madero, Distrito Federal",,
"Volcán Tlajomulco 22, Ampliación Providencia, Gustavo A. Madero, Distrito Federal",,
"Panamericana, Gustavo A. Madero, Distrito Federal",19.481292,-99.142124
"C. Apango 48, Cuautepec Alto Centro, Ciudad De México, Arboledas De Cuautepec El Alto, Gustavo A. Madero, Distrito Federal",19.5564344,-99.1324018
"CARACAS, Torres Lindavista, Gustavo A. Madero, Distrito Federal",19.5107745,-99.1436624
"El Coyol, Gustavo A. Madero, Distrito Federal",19.4873951,-99.0910802
"Norte 50 A 3839, Emiliano Zapata, Gustavo A. Madero, Distrito Federal",19.4876185,-99.0863827
"Joyas Vallejo, Santa Rosa, Gustavo A. Madero, Distrito Federal",,
"AND. PASEO EL ARBOLILLO, La Purísima Ticoman, Gustavo A. Madero, Distrito Federal",,
"AV. 699, San Juan De Aragón VI Sección, Gustavo A. Madero, Distrito Federal",19.4558726,-99.053896
"Salama, Valle Del Tepeyac, Gustavo A. Madero, Distrito Federal",19.4878322,-99.1433216
"Caracas Sur, Torres Lindavista, Gustavo A. Madero, Distrito Federal",19.5085363,-99.1444212
"Nte. 50, La Joyita, Ciudad De México, La Joyita, Gustavo A. Madero, Distrito Federal",19.4668194,-99.1210265
"Casa EN Venta Cuchilla DEL Tesoro Poniente  6 Gustavo A. Madero, Cuchilla Del Tesoro, Gustavo A. Madero, Distrito Federal",,
"CALLE 647, San Juan De Aragón V Sección, Gustavo A. Madero, Distrito Federal",19.4516205,-99.0620289
"Samuel, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",19.5040707,-99.0943649
"San Juan De Puerto Rico, Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",19.5059886,-99.1271392
"Norte 74 A No. 3517, La Joya, Gustavo A. Madero, Distrito Federal",,
"15 De Septiembre, Santa María Ticoman, Gustavo A. Madero, Distrito Federal",19.5514649,-99.1392712
"PRIMERA CDA. AV. 571, San Juan De Aragón IV Sección, Gustavo A. Madero, Distrito Federal",,
"Gustavo Madero ,lindavista, Gustavo A. Madero, Distrito Federal",19.4848583,-99.1178571
"11264 Calzada Vallejo 1268 Edificio D-10 Depto 003 Galaxias Vallejo, Santa Rosa, Gustavo A. Madero, Distrito Federal",,
"C. NORTE 94 A, San Juan De Aragón IV Sección, Gustavo A. Madero, Distrito Federal",19.4856846,-99.0853431
"BORODIN, Vallejo, Gustavo A. Madero, Distrito Federal",19.4682311,-99.133367
"Avenida Politécnico Nacional, Gustavo A. Madero, Distrito Federal",19.5028863,-99.1311018
"Valparaiso, 153 C, Tepeyac Insurgentes, Gustavo A. Madero, Distrito Federal",19.486269,-99.1227689
"OTE 107, Tepeyac Insurgentes, Gustavo A. Madero, Distrito Federal",19.5006923,-99.094593
"PTO ALVARADO 38, Ampliación Casas Alemán, Gustavo A. Madero, Distrito Federal",19.4757601,-99.0812654
"CIENFUEGOS, Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",19.4915013,-99.1308691
"Lindavista, Mexico City, Lindavista, Gustavo A. Madero, Distrito Federal",19.4880621,-99.1350725
"TALPA, 117, San Felipe De Jesús, Gustavo A. Madero, Distrito Federal",19.497574,-99.0757547
"Siete Maravillas, Gustavo A. Madero, Distrito Federal",19.5146249,-99.1430217
"Managua, Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.4921656,-99.1321048
"Norte 26, Industrial, Gustavo A. Madero, Distrito Federal",19.5339758,-99.1471334
"VILLA QUETZALCOATL, Villa De Aragón, Gustavo A. Madero, Distrito Federal",19.468822,-99.0596211
"Norte 80 A 6651, San Pedro El Chico, Gustavo A. Madero, Distrito Federal",19.5129933,-99.1522732
"Riobamba, Lindavista, Gustavo A. Madero, Distrito Federal",,
"De La Playa 51, Acueducto De Guadalupe, Gustavo A. Madero, 07790 Ciudad De México, CDMX, Mexico, Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",19.5261919,-99.1553286
"Union 134, Industrial, Gustavo A. Madero, Distrito Federal",19.4634243,-99.1124864
"Zona De Estacionamiento Edif. 71 Depto 302 Zona 2, Jorge Negrete, Gustavo A. Madero, Distrito Federal",,
"Avenida 604, San Juan De Aragón 3a Secc., Gustavo A. Madero, Distrito Federal",19.4513954,-99.0780863
"Neiva, Lindavista Nte., Ciudad De México, Colonia Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.4996361,-99.12744
"MARGARITA MAZA DE JUAREZ, Nueva Industrial Vallejo, Gustavo A. Madero, Distrito Federal",19.507229,-99.1549939
"San Juan De Aragón VI Sección, Gustavo A. Madero, Distrito Federal",19.4726553,-99.0872594
"Puerto Papantla, Casas Alemán Amp, Gustavo A. Madero, Distrito Federal",19.4772684,-99.0823275
"CALLE 631 38, San Juan De Aragón IV Sección, Gustavo A. Madero, Distrito Federal",19.4524145,-99.0649245
"Calle 321 529, Nueva Atzacoalco, Gustavo A. Madero, Distrito Federal",19.5029008,-99.0825646
"C. 1501, San Juan De Aragón VI Sección, Gustavo A. Madero, Distrito Federal",19.4697938,-99.0707373
"Norte 5 A 4722, Defensores De La República, Gustavo A. Madero, Distrito Federal",19.4816342,-99.1427801
"Unidad Habitacional El Arbolillo II 40 Edif 40 Depto 203, El Arbolillo, Gustavo A. Madero, Distrito Federal",,
"De La Ribera 50, Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",19.5268202,-99.1564514
"MATAGALPA, Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.5024772,-99.1250429
"Barras, Lindavista, Gustavo A. Madero, Distrito Federal",19.5011793,-99.1292105
"Cienfuegos, Colonia Lindavista Sur, Gustavo A. Madero, Distrito Federal",19.4891543,-99.1324907
"BARRAS, Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.5011793,-99.1292105
"Zacatenco, Tepeyac Insurgentes, Gustavo A. Madero, Distrito Federal",19.5128075,-99.1256184
"Matanzas 682, Colonia Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.5057864,-99.1231232
"ARROYO ESCONDIDO, La Escalera, Gustavo A. Madero, Distrito Federal",19.5093378,-99.1384861
"Pernambuco, Lindavista, Gustavo A. Madero, Distrito Federal",19.4944265,-99.1231373
"Vasco De Quiroga, Col Del Obrero, Mexico City, Vasco De Quiroga, Gustavo A. Madero, Distrito Federal",19.493309,-99.0920265
"VILLA TENOCHTITLAN, Villa De Aragón, Gustavo A. Madero, Distrito Federal",19.4662505,-99.0601527
"Avenida 585, San Juan De Aragón, Gustavo A. Madero, Distrito Federal",19.4525779,-99.0747928
"RICARDO BELL, Vallejo, Gustavo A. Madero, Distrito Federal",,
"Magdalena De Las Salinas, Gustavo A. Madero, Distrito Federal",19.4787952,-99.1460154
"Estado De Baja California Sur, Providencia, Gustavo A. Madero, Distrito Federal",19.4817599,-99.0761663
"Pte. 6 39, Cuchilla Del Tesoro, Gustavo A. Madero, Distrito Federal",19.4821229,-99.0927692
"La Malinche, Gustavo A. Madero, Distrito Federal",19.454637,-99.1006412
"AMBATO, Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.500714,-99.1283312
"PONIENTE 112, San Bartolo Atepehuacan, Gustavo A. Madero, Distrito Federal",19.4790329,-99.1480358
"MAESTRO RURAL, 8, Zona Escolar, Gustavo A. Madero, Distrito Federal",19.5413674,-99.1521051
"LEON CAVALLO, Vallejo, Gustavo A. Madero, Distrito Federal",19.4674444,-99.1257821
"Avenida Río De Los Remedios No. 164, La Candelaria Ticoman, Gustavo A. Madero, Distrito Federal",19.5038022,-99.0776075
"AV DEL TANQUE II, Lindavista Sur, Gustavo A. Madero, Distrito Federal",,
"PUERTO OPORTO, San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",19.4687165,-99.0911071
"Lima, Colonia Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.4884589,-99.1307335
"Puente De Calderón, San Bartolo Atepehuacan, Gustavo A. Madero, Distrito Federal",19.4969835,-99.1445186
"5 De Febrero No.34, Aragón La Villa, Gustavo A. Madero, Distrito Federal",19.5079707,-99.1051266
"Norte 84, San Pedro El Chico, Gustavo A. Madero, Distrito Federal",19.5129933,-99.1522732
"C. GOUNOD, Vallejo, Gustavo A. Madero, Distrito Federal",,
"Cienfuegos, Lindavista, Gustavo A. Madero, Distrito Federal",19.4891543,-99.1324907
"Otilia, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",19.4680003,-99.1185239
"Calle Nte. 74, La Joya, Ciudad De México, La Joya, Gustavo A. Madero, Distrito Federal",19.4888349,-99.1170112
"Departamentos Y Estudios En Preventa En Atmósfera Martín Carrera: Av. Martín Carrera #130, Martín Carrera, Gustavo A. Madero, Cdmx, México Al 100, Martín Carrera, Gustavo A. Madero, Distrito Federal",,
"Insurgentes Norte 1099, Vallejo, Gustavo A. Madero, Distrito Federal",19.5009923,-99.1181434
"NTE 78-A, San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",19.4700727,-99.1320852
"AVENIDA MIGUEL BERNARD, Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.513845,-99.1418557
"PRIMERA CDA. 571, San Juan De Aragón III Sección, Gustavo A. Madero, Distrito Federal",,
"SAUCES 3, Granjas Modernas, Gustavo A. Madero, Distrito Federal",19.546829,-99.1247492
"CIENFUEGOS, Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.4915013,-99.1308691
"Callao 773 Lt. 1 Mz. 109, Colonia Lindavista Vallejo II Sección, Gustavo A. Madero, Distrito Federal",,
"11119 Prudencia Griffel, Jorge Negrete, Gustavo A. Madero, Distrito Federal",,
"Av. La Rioja 23, San Pedro Zacatenco, Gustavo A. Madero, Distrito Federal",,
"Salaverry, San Pedro Zacatenco 135, Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",19.5036666,-99.1264059
"AV OCEANIA, San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",19.4460728,-99.0869393
"AV. 499, San Juan De Aragón VI Sección, Gustavo A. Madero, Distrito Federal",19.4716154,-99.0707492
"CALZADA DE LOS MISTERIOS, Tepeyac Insurgentes, Gustavo A. Madero, Distrito Federal",19.4807542,-99.1202125
"Poniente 6 39, Cuchilla Del Tesoro, Gustavo A. Madero, Distrito Federal",19.4679344,-99.1422687
"Granate, Estrella, Gustavo A. Madero, Distrito Federal",19.473702,-99.1177252
"Defensores De La República, Gustavo A. Madero, Distrito Federal",19.474764,-99.142829
"AV. 527, San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",19.453111,-99.0922279
"Sin Calle, Lindavista Sur, Gustavo A. Madero, Distrito Federal",19.4817469,-99.1171968
"1 161, San José De La Escalera, Gustavo A. Madero, Distrito Federal",19.4827949,-99.1133606
"PTO. DE MAZATLAN, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",19.477859,-99.078336
"Ampliación Emiliano Zapata, Gustavo A. Madero, Distrito Federal",19.4640799,-99.1057341
"AURELIO LEYVA, Guadalupe Insurgentes, Gustavo A. Madero, Distrito Federal",19.4717132,-99.1348104
"Ciudad De México, CDMX, México, Gustavo A. Madero, Distrito Federal",19.4342349,-99.0733121
"AV. 547, San Juan De Aragón II Sección, Gustavo A. Madero, Distrito Federal",19.4514408,-99.0876518
"AV. 553, San Juan De Aragón II Sección, Gustavo A. Madero, Distrito Federal",19.4508263,-99.0862504
"SANTA GERTRUDIS, Industrial, Gustavo A. Madero, Distrito Federal",19.4712595,-99.126584
"Norte 74, La Joya, Gustavo A. Madero, Distrito Federal",19.4728505,-99.1452223
"Jorge Bizet, Vallejo, Gustavo A. Madero, Distrito Federal",,
"Norte 66 A, Cuchilla La Joya, Gustavo A. Madero, Distrito Federal",19.462891,-99.109876
"Prolongación De Turquesa 33, Estrella, Gustavo A. Madero, Distrito Federal",,
"Moctezuma, Aragón La Villa, Gustavo A. Madero, Distrito Federal",19.480687,-99.1185698
"Norte 17, Nueva Vallejo, Gustavo A. Madero, Distrito Federal",19.5036993,-99.1298892
"Ampliación Casas Alemán, Gustavo A. Madero, Distrito Federal",19.4763883,-99.0841141
"Brasilia, San Pedro Zacatenco, Gustavo A. Madero, Distrito Federal",19.5042067,-99.1209678
"CALLE 40, La Purísima Ticoman, Gustavo A. Madero, Distrito Federal",19.5193376,-99.1457953
"COQUIMBO, Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.4908019,-99.1252331
"La Malinche, 10010 Ciudad De México, CDMX, México, Gustavo A. Madero, Distrito Federal",19.454637,-99.1006412
"NTE. 172, San Juan De Aragón II Sección, Gustavo A. Madero, Distrito Federal",19.4858451,-99.1182589
"La Escalera, Gustavo A. Madero, Distrito Federal",19.5119387,-99.1404822
"Calzada San Juan De Aragón 439, Rinconada Don Blas Edificio B, DM Nacional, Gustavo A. Madero, Distrito Federal",19.4834076,-99.1102877
"Calzada Chalma La Villa 50, Zona Escolar Oriente, Gustavo A. Madero, Distrito Federal",,
"Cuautepec Barrio Alto, Gustavo A. Madero, Distrito Federal",19.5580048,-99.1341732
"Pernambuco, Lindavista Sur, Gustavo A. Madero, Distrito Federal",19.4944265,-99.1231373
"Avenida Acueducto, Residencial La Escalera, Gustavo A. Madero, Distrito Federal",19.5189166,-99.1292412
"Conocido, 120, Lindavista Norte, Gustavo A. Madero, Distrito Federal",,
"El Arbolillo 43, Arbolillo II, Gustavo A. Madero, 07239 Ciudad De México, CDMX Edificio 47 Departamento 203, El Arbolillo, Gustavo A. Madero, Distrito Federal",19.5377176,-99.1438737
"Vasco De Quiroga, Gustavo A. Madero, Distrito Federal",19.493309,-99.0920265
"NORTE 25, Lindavista Sur, Gustavo A. Madero, Distrito Federal",19.5129933,-99.1522732
"ESCUELA INDUSTRIAL, Vallejo, Gustavo A. Madero, Distrito Federal",19.4633133,-99.0612
"Huacho, 7, San Bartolo Atepehuacan, Gustavo A. Madero, Distrito Federal",19.4931366,-99.1398889
"AV INSTITUTO POLITECNICO NACIONAL, Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.5028863,-99.1311018
"Estado De Hidalgo 37-A, Providencia, Gustavo A. Madero, Distrito Federal",19.4827579,-99.0666077
"Atoyac, 361, San Felipe De Jesús, Gustavo A. Madero, Distrito Federal",19.5023601,-99.1195686
"Natal 670, Montevideo, Gustavo A. Madero, Distrito Federal",19.4940713,-99.1369816
"Gustavo A. Madero, Mexico City, Lindavista, Gustavo A. Madero, Distrito Federal",19.4848583,-99.1178571
"17-A, Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",19.4827949,-99.1133606
"Gabriel Hernández, Gustavo A. Madero, Distrito Federal",19.4994284,-99.1032894
"Poniente 122, Ampliación Panamericana, Gustavo A. Madero, Distrito Federal",19.4679344,-99.1422687
"AV. 523, San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",19.4570658,-99.0916841
"Huitzilihuitl 9, Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",19.5021923,-99.1121762
"Arroyo De Los Ahuehuetes, Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",,
"FARALLONES, Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",19.5243614,-99.1517115
"H. Congreso De La Unión 3640, Mártires De Río Blanco, Gustavo A. Madero, Distrito Federal",19.4634243,-99.1124864
"Boca Del Río, Residencial Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",19.5215525,-99.1453363
"Lindavista, San Bartolo Atepehuacan, Gustavo A. Madero, Distrito Federal",19.4880621,-99.1350725
"Avenida Insurgentes Norte 1932, Colonia Lindavista Sur, Gustavo A. Madero, Distrito Federal",19.5009923,-99.1181434
"Pedernal, Tres Estrellas, Gustavo A. Madero, Distrito Federal",19.4711584,-99.1100247
"Henry Ford, Bondojito, Gustavo A. Madero, Distrito Federal",19.4710045,-99.1223853
"Guanajuato MZ298 LT5, San Felipe De Jesús, Gustavo A. Madero, 7500 - 7800 Ciudad De México, CDMX, Mexico, San Felipe De Jesús, Gustavo A. Madero, Distrito Federal",,
"Avenida Cerro Del Chiquihuite, La Candelaria Ticoman, Gustavo A. Madero, Distrito Federal",,
"Matagalpa 1029 Depto 5, Zacatenco, Gustavo A. Madero, Distrito Federal",,
"Cienfuegos, 1166, Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",19.4891543,-99.1324907
"MELLADO, 7 De Noviembre, Gustavo A. Madero, Distrito Federal",,
"AV NOE, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",19.4668194,-99.1210265
"Calzada Vallejo, Nueva Vallejo, Gustavo A. Madero, Distrito Federal",19.5167815,-99.162361
"Calz De Guadalupe, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",,
"Caruso 321, Industrial Vallejo, Gustavo A. Madero, Distrito Federal",19.4663071,-99.1305462
"Avenida Instituto Politécnico Nacional, Colonia Lindavista Sur, Gustavo A. Madero, Distrito Federal",19.5020712,-99.1313603
"EXCELSIOR, Industrial, Gustavo A. Madero, Distrito Federal",19.4708746,-99.1239196
"OPALO, S/N, Santa Rosa, Gustavo A. Madero, Distrito Federal",19.4732388,-99.1165418
"Gta. Sur 64, San Buenaventura, Tlalpan, 14620 Ciudad De México, CDMX, México, Gustavo A. Madero, Distrito Federal",,
"AV HUASTECA, Industrial, Gustavo A. Madero, Distrito Federal",19.4743339,-99.1245531
"Asperon 6240, Aragón Inguaran, Gustavo A. Madero, Distrito Federal",19.4718252,-99.1121944
"Norte 74-A, Faja De Oro, Gustavo A. Madero, Distrito Federal",19.4728505,-99.1452223
"Gustavo Madero, Lindavista, Gustavo A. Madero, Distrito Federal",19.4848583,-99.1178571
"Ampliación Panamericana, Gustavo A. Madero, Distrito Federal",19.4773569,-99.1409637
"Trujillo, Lindavista Sur, Gustavo A. Madero, Distrito Federal",19.4927502,-99.1342708
"Salaverry, Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",19.5036666,-99.1264059
"01730 Ciudad De México, CDMX, México, Gustavo A. Madero, Distrito Federal",19.4764273,-99.0793716
"Coquimbo, Lindavista, Gustavo A. Madero, Distrito Federal",19.4908019,-99.1252331
"AV. 661, San Juan De Aragón IV Sección, Gustavo A. Madero, Distrito Federal",19.4576242,-99.0618129
"JOYAS, Estrella, Gustavo A. Madero, Distrito Federal",19.4763121,-99.1202885
"Calle 16-a, Santa Rosa, Ciudad De México, Santa Rosa, Gustavo A. Madero, Distrito Federal",19.5220523,-99.1670306
"PTE. 152, Nueva Industrial Vallejo, Gustavo A. Madero, Distrito Federal",19.4658479,-99.1429492
"Calle Norte 7 A, Panamericana, Gustavo A. Madero, Distrito Federal",19.4762147,-99.1446777
"Avenida Miguel Othón De Mendizábal Oriente 456, Torres Lindavista, Gustavo A. Madero, Distrito Federal",19.5098075,-99.1382342
"LINDAVISTA, Planetario Lindavista, Gustavo A. Madero, Distrito Federal",19.4880621,-99.1350725
"BRASILIA, Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",19.5042067,-99.1209678
"El Arbolillo II CROC, Gustavo A. Madero, Distrito Federal",19.5351421,-99.1446075
"AV INSURGENTES NTE, Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.4861618,-99.118466
"03900 Ciudad De México, CDMX, México, Gustavo A. Madero, Distrito Federal",19.4764273,-99.0793716
"Calzada De Guadalupe 318, Vallejo, Gustavo A. Madero, Distrito Federal",19.4703016,-99.1229538
"Pedro Armendariz, Jorge Negrete, Gustavo A. Madero, Distrito Federal",19.5280058,-99.1426827
"Gustavo Madero, Gustavo A. Madero, Distrito Federal",19.4848583,-99.1178571
"Nueva Industrial Vallejo, Nueva Industrial Vallejo, Gustavo A. Madero, Distrito Federal",19.5129933,-99.1522732
"AV. PERLILLAR, San Bartolo Atepehuacan, Gustavo A. Madero, Distrito Federal",19.5178348,-99.1595042
"Av. Instituto Politécnico Nacional. Reforma, 32056, Lindavista Norte, Gustavo A. Madero, Distrito Federal",,
"Schumann, Vallejo, Gustavo A. Madero, Distrito Federal",,
"Av Centenario 2103, Gabriel Hernández, Gustavo A. Madero, Distrito Federal",19.5039724,-99.0933276
"DVORAK, Vallejo, Gustavo A. Madero, Distrito Federal",19.4672272,-99.1271126
"Schumann 117, Vallejo, Ciudad De México, Vallejo, Gustavo A. Madero, Distrito Federal",,
"DELIBES, Tepeyac Insurgentes, Gustavo A. Madero, Distrito Federal",19.4700241,-99.1402186
"Pernambuco, Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.4944265,-99.1231373
"Av Cuautepec 22, Jorge Negrete, Gustavo A. Madero, Distrito Federal",19.5215061,-99.1420793
"Puno, 772, Lindavista Sur, Gustavo A. Madero, Distrito Federal",19.4886805,-99.1311344
"Calle 13, Ampliación Progreso Nacional, Gustavo A. Madero, Distrito Federal",19.5192417,-99.1593762
"AV. EUZKARO, Industrial, Gustavo A. Madero, Distrito Federal",19.480049,-99.124437
"MALAQUITA, Estrella, Gustavo A. Madero, Distrito Federal",19.4748679,-99.1126823
"Av 506, San Juan De Aragón, Gustavo A. Madero, Distrito Federal",19.4557579,-99.0889779
"MIGUEL BERNARD, Siete Maravillas, Gustavo A. Madero, Distrito Federal",19.5055014,-99.1353444
"Sardonia, Estrella, Gustavo A. Madero, Distrito Federal",,
"EJE CENTRAL LAZARO CARDENAS, San Bartolo Atepehuacan, Gustavo A. Madero, Distrito Federal",19.5248604,-99.1586529
"PUNTO FIJO, Torres Lindavista, Gustavo A. Madero, Distrito Federal",19.5107413,-99.144289
"Arequipa 702, Lindavista, Gustavo A. Madero, Distrito Federal",19.4914538,-99.1220994
"Progreso Nacional, Progreso Nacional, Gustavo A. Madero, Distrito Federal",19.5184262,-99.1563715
"Moctezuma 719, Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",19.5448571,-99.1279631
"Av. Congreso De La Union, San Juan De Aragón, Gustavo A. Madero, Distrito Federal",19.4634243,-99.1124864
"Fundidora De Monterrey, Industrial, Gustavo A. Madero, Distrito Federal",19.4755029,-99.1279861
"Nueva Vallejo, Gustavo A. Madero, Distrito Federal",19.5084773,-99.1579443
"Cienfuegos, Zacatenco, Gustavo A. Madero, Distrito Federal",19.4891543,-99.1324907
"FELIPE VILLANUEVA, Vallejo, Gustavo A. Madero, Distrito Federal",,
"AV.HENRY FORD, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",19.4682503,-99.1132738
"MOCTEZUMA, Aragón La Villa, Gustavo A. Madero, Distrito Federal",19.480687,-99.1185698
"Calzada Vallejo, 1660, Santa Rosa, Gustavo A. Madero, Distrito Federal",19.5167815,-99.162361
"INSURGENTES NORTE, Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.5009923,-99.1181434
"Norte 56 A, 3824, Mártires De Río Blanco, Gustavo A. Madero, Distrito Federal",19.5129933,-99.1522732
"Av. 504, San Juan De Aragón, Gustavo A. Madero, Distrito Federal",19.4509963,-99.0875815
"Lindavista, Gustavo A. Madero, Distrito Federal",19.4880621,-99.1350725
"CALPUTITLAN, Lindavista Sur, Gustavo A. Madero, Distrito Federal",19.4797352,-99.1316869
"JUAN SEBASTIAN BACH, 253, Vallejo, Gustavo A. Madero, Distrito Federal",19.4699485,-99.1355012
"ESCUADRON 201, La Purísima Ticoman, Gustavo A. Madero, Distrito Federal",19.5163562,-99.1369246
"DEBUSSY, Vallejo, Gustavo A. Madero, Distrito Federal",19.4703235,-99.139587
"MINA, Lindavista Sur, Gustavo A. Madero, Distrito Federal",19.4845934,-99.1143646
