ubicacion_raw,latitud,longitud
"Lindavista Vallejo I Sección, Gustavo A. Madero, Distrito Federal",,
"Tesoro S/N, Tres Estrellas, Gustavo A. Madero, Distrito Federal",19.4714309,-99.1114731
"Oniquina, Tres Estrellas, Gustavo A. Madero, Distrito Federal",19.4721222,-99.1105347
"Calle Mina, 10, Villa Gustavo A. Madero, Gustavo A. Madero, Distrito Federal",19.5426453,-99.133794
"General Miguel Miramón, Martín Carrera, Gustavo A. Madero, Distrito Federal",19.4893311,-99.1080208
"Cuitlahuac, Guadalupe Victoria, Gustavo A. Madero, Distrito Federal",19.4741193,-99.1461678
"AV. 414 - A, San Juan De Aragón VI Sección, Gustavo A. Madero, Distrito Federal",19.4662432,-99.0637093
"Calz. De Guadalupe, Vallejo, Gustavo A. Madero, Distrito Federal",,
"MAPIMI, Lindavista Sur, Gustavo A. Madero, Distrito Federal",,
"Unión, 134, Industrial, Gustavo A. Madero, Distrito Federal",19.4634243,-99.1124864
"Mártires De Río Blanco, Gustavo A. Madero, Distrito Federal",19.4617589,-99.1063622
"Av. Atzacoalco, 83, Constitución De La República, Gustavo A. Madero, Distrito Federal",19.5107359,-99.0944703
"Montiel 222, Lindavista, Gustavo A. Madero, Distrito Federal",19.4871723,-99.1273749
"Av. Rio De Los Remedios 939, La Candelaria Ticoman, Gustavo A. Madero, Distrito Federal",19.5114865,-99.0957625
"1a. Cda. Mexilamaco Mz 32 Lt 13, Palmatitla, Gustavo A. Madero, Distrito Federal",,
"SULLANA, Lindavista Sur, Gustavo A. Madero, Distrito Federal",19.4930148,-99.1391242
"PORTUGAL, 7 De Noviembre, Gustavo A. Madero, Distrito Federal",19.4617461,-99.1241328
"Avenida Ferrocarril Hidalgo 1375, Bondojito, Gustavo A. Madero, Distrito Federal",19.5004994,-99.0935907
"Venta DE Casa EN  Gustavo  A Madero Colonia Lindaviista, Gustavo A. Madero, Distrito Federal",,
"Caca, 29, Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",,
"Misterios 218 ,vallejo, Vallejo, Gustavo A. Madero, Distrito Federal",19.4728838,-99.12316
"Av. San Juan De Aragón 600, Constitución De La República, Gustavo A. Madero, Distrito Federal",19.4708142,-99.0934596
"Guadalupe Tepeyac SN, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",19.4675479,-99.1205924
"Eduardo Molina 3508, La Joya, Gustavo A. Madero, 07890 Ciudad De México, CDMX, Mexico, La Joya, Gustavo A. Madero, Distrito Federal",19.483602,-99.0904584
"VASCO DE QUIROGA, DM Nacional, Gustavo A. Madero, Distrito Federal",19.493309,-99.0920265
"Moctezuma, Aragón La Villa(Aragón), Ciudad De México, Aragón La Villa, Gustavo A. Madero, Distrito Federal",19.480687,-99.1185698
"CASAS ALEMAN, Granjas Modernas, Gustavo A. Madero, Distrito Federal",19.4746034,-99.0884909
"Nueva Tenochtitlan, Gustavo A. Madero, Distrito Federal",19.4567136,-99.103723
"TEMACA, Aragón Inguaran, Gustavo A. Madero, Distrito Federal",19.4721754,-99.1074797
"Padre Juan Bosco, Vasco De Quiroga, Gustavo A. Madero, Distrito Federal",19.4919775,-99.0960219
"Gustavo A. Madero, Mexico City, Barrio Candelaria Ticomán, Gustavo A. Madero, Distrito Federal",19.4848583,-99.1178571
"TALISMAN, Estrella, Gustavo A. Madero, Distrito Federal",19.4743547,-99.1079675
"Mendelssohn, Vallejo, Ciudad De México, Vallejo, Gustavo A. Madero, Distrito Federal",19.4658839,-99.1394647
"De La Neblina 1 - 300, Acueducto De Guadalupe, Ciudad De México, Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",,
"Puerto Oporto, San Juan De Aragón, Gustavo A. Madero, Distrito Federal",19.4687165,-99.0911071
"Nte. 3, Panamericana, Ciudad De México, Panamericana, Gustavo A. Madero, Distrito Federal",19.4700727,-99.1320852
"Residencial Zacatenco, Mexico City, Zacatenco, Gustavo A. Madero, Distrito Federal",19.5052162,-99.1257391
"NORTE 70, Granjas Modernas, Gustavo A. Madero, Distrito Federal",19.462725,-99.108813
"Oniquina 6225, Aragón Inguaran, Gustavo A. Madero, Distrito Federal",19.4721222,-99.1105347
"BLVD DEL TEMOLUCO, La Purísima Ticoman, Gustavo A. Madero, Distrito Federal",19.5253061,-99.1496944
"AV CONSTITUCION DE LA REPUBLICA, Pradera II Sección, Gustavo A. Madero, Distrito Federal",19.4796305,-99.0620915
"Avenida Eduardo Molina, 4701, Nueva Tenochtitlan, Gustavo A. Madero, Distrito Federal",19.479013,-99.098516
"Luis De La Rosa, Constitución De La República, Ciudad De México, Constitución De La República, Gustavo A. Madero, Distrito Federal",19.4819849,-99.1008683
"CALZ. VALLEJO, Nueva Industrial Vallejo, Gustavo A. Madero, Distrito Federal",,
"RIO CONSULADO, 1796, 7 De Noviembre, Gustavo A. Madero, Distrito Federal",19.4643959,-99.1453129
"Calz. Ticomán, 480, San Pedro Zacatenco, Gustavo A. Madero, Distrito Federal",,
"Alberto Herrera 75, Aragón La Villa(Aragón),, 131, Aragón La Villa, Gustavo A. Madero, Distrito Federal",19.4811544,-99.1139134
"Ricarte, 659, San Bartolo Atepehuacan, Gustavo A. Madero, Distrito Federal",19.4827463,-99.1216702
"PEDRO MORENO, 7 De Noviembre, Gustavo A. Madero, Distrito Federal",19.4866053,-99.1192117
"Prof. Pablo Moreno, Gabriel Hernández, Gustavo A. Madero, Distrito Federal",,
"Camino De La Prosperidad, Campestre Aragón, Gustavo A. Madero, Distrito Federal",19.4863376,-99.0820692
"Av Instituto Politécnico Nacional 1923A, Lindavista, Ciudad De México, Lindavista, Gustavo A. Madero, Distrito Federal",19.5028863,-99.1311018
"Tezozómoc, Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",19.5594809,-99.1452898
"5 De Mayo, Nueva Atzacoalco, Gustavo A. Madero, Distrito Federal",19.4861726,-99.1177686
"GRAL. POPO, Industrial, Gustavo A. Madero, Distrito Federal",,
"AV. ING. BASILISO ROMO ANGUIANO, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",,
"ESTAÑO, 7 De Noviembre, Gustavo A. Madero, Distrito Federal",,
"SMETANA, Vallejo, Gustavo A. Madero, Distrito Federal",19.4647869,-99.1316433
"Calzada De Los Misterios, Vallejo, Gustavo A. Madero, Distrito Federal",19.4858451,-99.1182589
"Uranio, 289, Nueva Industrial Vallejo, Gustavo A. Madero, Distrito Federal",19.5163835,-99.1488488
"COBAN, Lindavista Sur, Gustavo A. Madero, Distrito Federal",19.488593,-99.1405139
"Godard, Guadalupe Victoria, Gustavo A. Madero, Distrito Federal",19.4703429,-99.1421433
"CALI 627, Lindavista, Gustavo A. Madero, Distrito Federal",19.489093,-99.1249124
"Siete De Noviembre, Mexico City, 7 De Noviembre, Gustavo A. Madero, Distrito Federal",,
"MARTIN CARRERA 156, Martín Carrera, Gustavo A. Madero, Distrito Federal",19.4886214,-99.1070787
"Rio Consulado, San Juan De Aragón II Sección, Gustavo A. Madero, Distrito Federal",19.4643959,-99.1453129
"Cali 702, Lindavista, Gustavo A. Madero, 07300 Ciudad De México, CDMX, Mexico, Colonia Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.4912986,-99.1230891
"Av 300 - 600, San Juan De Aragón I Secc, Ciudad De México, San Juan De Aragón, Gustavo A. Madero, Distrito Federal",19.468558,-99.0636906
"Lindavista Vallejo II Sección, Gustavo A. Madero, Distrito Federal",,
"La Pradera 1a Sección, Gustavo A. Madero, Distrito Federal",19.4743409,-99.0682264
"Av. Chalmita, Zona Escolar Oriente, Gustavo A. Madero, Distrito Federal",19.532774,-99.1479445
"Ampliación Providencia, Gustavo A. Madero, Distrito Federal",19.479849,-99.0753065
"El Arbolillo, Gustavo A. Madero, Distrito Federal",19.5304377,-99.1489895
"Payta, Lindavista Sur, Ciudad De México, Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.4896519,-99.1343709
"Payta 725, Lindavista, Ciudad De México, Lindavista Sur, Gustavo A. Madero, Distrito Federal",19.4896519,-99.1343709
"Carr. Tenayuca Chalmita 50, Arbolillo II, Ciudad De México, El Arbolillo II CROC, Gustavo A. Madero, Distrito Federal",,
"Manizales 0, Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.5049216,-99.1249383
"Chosica 655, Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.4883345,-99.1360549
"Lindavista 00, Planetario Lindavista, Gustavo A. Madero, Distrito Federal",19.5098825,-99.1458117
". 0, Torres Lindavista, Gustavo A. Madero, Distrito Federal",19.506314,-99.1445042
"Av. Lindavista  S/N, Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.487434,-99.1207098
"Av. San Juan De Aragon No. 544 Edif. Napoles Depto. 505, Eduardo Molina, Gustavo A. Madero, Distrito Federal",,
"Ampliación Guadalupe Proletaria, Gustavo A. Madero, Distrito Federal",19.5194858,-99.147971
"Héroe De Nacozari, Gustavo A. Madero, Distrito Federal",19.4711159,-99.1450437
"El Arbolillo III CROC, Gustavo A. Madero, Distrito Federal",,
"La Pradera, Gustavo A. Madero, Distrito Federal",19.4735352,-99.0779876
"San Juan De Aragón II Sección, Gustavo A. Madero, Distrito Federal",19.4726553,-99.0872594
"Terreno EN Venta Vallejo, Vallejo, Gustavo A. Madero, Distrito Federal",,
"MANUEL MORALES, Ferrocarrilera, Gustavo A. Madero, Distrito Federal",19.4803948,-99.0983823
"N/A 0, San Juan De Aragón, Gustavo A. Madero, Distrito Federal",19.4815786,-99.1009449
"N/A 1 - 300, Granjas Modernas, Gustavo A. Madero, Distrito Federal",19.4815786,-99.1009449
"Noé 42, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",19.4668194,-99.1210265
"Farallones SN, Residencial Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",19.5243614,-99.1517115
"Ampliación Progreso Nacional, Gustavo A. Madero, Distrito Federal",19.5191857,-99.1630663
"25 De Julio, Gustavo A. Madero, Distrito Federal",19.4962414,-99.0824116
"Clz. San Juan De Aragon  Edif. Malva Real 530, DM Nacional, Gustavo A. Madero, Distrito Federal",,
"Calzada De Guadalupe, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",19.4800549,-99.1189481
"Miguel Othón De Mendizábal Poniente, Nueva Industrial Vallejo, Gustavo A. Madero, Distrito Federal",,
"Nte. 94-A, Milagro, Ciudad De México, El Milagro, Gustavo A. Madero, Distrito Federal",19.4858451,-99.1182589
"Excelente Bodega Comercial O Industrial Con Gran Potencial Para Desarrollar Uso Mixto Hasta 8 Niveles HM 8/30/z Zona Val, Gustavo A. Madero, Distrito Federal",,
"Nte. 94-A 8519, Milagro, Ciudad De México, El Milagro, Gustavo A. Madero, Distrito Federal",19.4725481,-99.087395
"Av. Río Consulado 2608, San Juan De Aragón I Secc, Ciudad De México, San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",19.4597924,-99.1217543
"Av. Río Consulado, San Juan De Aragón I Secc, Ciudad De México, San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",19.4597924,-99.1217543
"Av. Talismán 448, Granjas Modernas, Ciudad De México, CDMX, México, Gustavo A. Madero, Distrito Federal",19.4720431,-99.1049081
"Casa En Venta En Fracc. La Escalera En Jesús Ma. Aguascalientes., La Escalera, Gustavo A. Madero, Distrito Federal",,
"Venta De Terreno En La Escalera, Jesús María, Aguascalientes. //, La Escalera, Gustavo A. Madero, Distrito Federal",,
"Santa Rosa, Mexico City, Santa Rosa, Gustavo A. Madero, Distrito Federal",19.4740027,-99.1255167
"Lindavista Vallejo III Secc, Mexico City, Nueva Vallejo, Gustavo A. Madero, Distrito Federal",,
"Insurgentes Nte. 1249, Guadalupe Insurgentes, Ciudad De México, Guadalupe Insurgentes, Gustavo A. Madero, Distrito Federal",19.48326,-99.0938507
"Gustavo A. Madero, Mexico City, Ampliación Arboledas, Gustavo A. Madero, Distrito Federal",19.4848583,-99.1178571
"Nte 90 5911, Gertrudis Sánchez II Secc, Ciudad De México, Gertrudis Sánchez 2a Sección, Gustavo A. Madero, Distrito Federal",19.4658938,-99.086824
"México Nuevo Vallejo, Margarita Maza De Juárez 168, Margarita Maza De Juárez Deportivo, Ciudad De México, Nueva Industrial Vallejo, Gustavo A. Madero, Distrito Federal",,
"De La Borrasca 7, Acueducto De Guadalupe, Ciudad De México, Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",19.5217511,-99.1457887
"Ramiriqui 900 - 1200, Lindavista, Ciudad De México, Lindavista, Gustavo A. Madero, Distrito Federal",19.5075242,-99.1249049
"Rebeca 180, Guadalupe Tepeyac, Ciudad De México, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",19.4685885,-99.1178316
"Chiclayo 920, Lindavista Nte., Ciudad De México, Colonia Lindavista Norte, Gustavo A. Madero, Distrito Federal",19.4878635,-99.1323827
"Acoltzin 1 - 300, Santa Isabel Tola, Ciudad De México, Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",19.4943513,-99.1162266
"Vallejo Poniente, Mexico City, Santa Rosa, Gustavo A. Madero, Distrito Federal",19.5191857,-99.1630663
"San Juan De Aragón 544 DM Nacional, Torres De San Juan, Ciudad De México, DM Nacional, Gustavo A. Madero, Distrito Federal",19.4788855,-99.097912
"C. 1 62, San José De La Escalera, Ciudad De México, San José De La Escalera, Gustavo A. Madero, Distrito Federal",19.5217615,-99.1519851
"Industria 1 - 300, Tepeyac Insurgentes, Ciudad De México, Tepeyac Insurgentes, Gustavo A. Madero, Distrito Federal",19.4904707,-99.1116816
"C. 321 64, El Coyol, Gustavo A. Madero, 07420 Ciudad De México, CDMX, Mexico, El Coyol, Gustavo A. Madero, Distrito Federal",19.5029008,-99.0825646
"Nte. 70-A 6113, Gertrudis Sánchez I Secc, Gustavo A. Madero, 7800 - 8100 Ciudad De México, CDMX, Mexico, Aragón Inguaran, Gustavo A. Madero, Distrito Federal",19.4919855,-99.0863449
"Arequipa 750, Lindavista, Ciudad De México, Lindavista Sur, Gustavo A. Madero, Distrito Federal",19.4861194,-99.1263566
"DM Nacional, Mexico City, DM Nacional, Gustavo A. Madero, Distrito Federal",19.4778665,-99.094982
"A. Sánchez Molina MZ25 LT1, Zona Escolar, Gustavo A. Madero, 07230 Ciudad De México, CDMX, Mexico, Zona Escolar, Gustavo A. Madero, Distrito Federal",,
"Pte. 108 439, Defensores De La República, Gustavo A. Madero, 07780 Ciudad De México, CDMX, Mexico, Defensores De La República, Gustavo A. Madero, Distrito Federal",19.4821229,-99.0927692
"Av Politécnico Nacional 3, Zona Escolar, Gustavo A. Madero, 7200 - 7500 Ciudad De México, CDMX, Mexico, Zona Escolar, Gustavo A. Madero, Distrito Federal",19.5034567,-99.1306842
"Codorniz DD1, Indeco, Ciudad De México, Ampliación Casas Alemán, Gustavo A. Madero, Distrito Federal",19.5614019,-99.1451158
"Del Obrero, Gustavo A. Madero, Distrito Federal",19.4998377,-99.0906027
"Av. 553 196, San Juan De Aragón II Secc, Ciudad De México, San Juan De Aragón 2a Secc., Gustavo A. Madero, Distrito Federal",19.4576095,-99.083658
"De La Arena 33, Acueducto De Guadalupe, Ciudad De México, Residencial Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",19.5208063,-99.1437298
"Pirineos 39, Industrial, Gustavo A. Madero, 07800 Ciudad De México, CDMX, Mexico, Industrial, Gustavo A. Madero, Distrito Federal",19.477101,-99.1285336
"Tenayuca Chalmita 551 Edif C, Zona Escolar, Gustavo A. Madero, Distrito Federal",,
"Ing Eduardo Molina 1720 Edif 12, Vasco De Quiroga, Gustavo A. Madero, Distrito Federal",,
