tipo_inmueble,titulo,price,rooms,bathrooms,area,colonia,ubicacion_raw,publicado_reciente,url,antiguedad,parking_spaces,alcaldia,gentrification_index,tipo_clean,alc,price_m2_raw,latitud,longitud,colonia_oficial,dist_metro_m,density_metro,dist_metrobus_m,density_metrobus,dist_cable_m,density_cable,dist_trole_m,density_trole,dist_tren_m,density_tren,comercio_density,marginalidad_score,pct_migrantes_turistas,dist_ciclovia_m,densidad_ciclovia_15m,dist_area_verde_m,densidad_parques_15m,dist_salud_m,acceso_salud_15m,dist_escuela_m,acceso_educacion_15m,score_15min,prox_ciclovia,prox_parque,prox_salud,prox_escuela,uso_mixto,dist_nearest_subcenter_m,dist_subcenter_log,listing_density_local,listing_density_log,area_x_marginalidad,area_X_gentrif,gentrif_x_metro,15min_X_gentrif,verde_marginalidad_ratio,salud_marginalidad_ratio,educacion_marginalidad_ratio,spatial_lag_price,precio_vecinal_local,lag_x_area,cluster,precio_predicho,error_pct
Departamento,Bonito Departamento Excelente Ubicacion En Frente De La Central Camionera Del Norte,2650000,2.0,2.0,60.0,Pte 116 16,"Pte 116 16, Panamericana, Gustavo A. Madero, 07770 Ciudad De México, CDMX, Mexico, Magdalena De Las Salinas, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2847955771-bonito-departamento-excelente-ubicacion-en-frente-de-la-central-camionera-del-norte-_JM,0.0,0,Gustavo A. Madero,0.83,departamento,gustavo a. madero,44166.666666666664,19.5167815,-99.162361,progreso nacional (ampl),7.720875440616972,0,5.005127511394769,2,7.843064158979215,0,7.49347329314032,0,8.517393171418904,0.0,1.3862943611198906,3.0,0.04974209189481407,8.038419960164537,0,5.448758060226513,14,7.841235552941319,0,5.492588473076576,24,0.12790697674418605,0.0020428086731922096,0.6294313114922967,0.041671757246970725,0.6682173222342377,0.0,4801.358168443002,8.476862361347264,37,3.6375861597263857,12.332621592519935,49.8,0.0,0.10616279069767441,1.5040773967762742,0.0,1.9459101490553132,10.116901800716048,24279.773009664827,41.58930719897151,0,1624573.148933967,-38.695352870416336
Departamento,,3153688,2.0,1.0,77.0,Av. Acueducto De Guadalupe 511,"Av. Acueducto De Guadalupe 511, Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4995492710-departamento-en-venta-en-santa-isabel-tola-_JM,0.0,0,Gustavo A. Madero,0.83,departamento,gustavo a. madero,40956.98701298701,19.5037406,-99.1223025,san pedro zacatenco (pblo),6.883364646195856,0,6.697165239808178,0,6.8233555541550075,0,7.245455382768633,0,8.517393171418904,0.0,1.6094379124341003,3.0,0.04974209189481407,7.792557557511132,0,4.239440828838243,43,7.600293590189415,0,5.367889819843021,42,0.4011627906976744,0.00788328388212711,0.8721986218696011,0.08231283003690901,0.7006945343021739,0.0,949.2577675609901,6.856733282064826,76,4.343805421853684,13.070126480068776,63.91,0.0,0.3329651162790697,2.463853240590168,0.0,2.4423470353692043,10.565045829847815,38329.14888727347,46.028828421278035,0,2878329.979968792,-8.731301892616143
Departamento,,3072688,2.0,1.0,76.0,Av. Acueducto De Guadalupe 511,"Av. Acueducto De Guadalupe 511, Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4995505478-departamento-en-venta-en-santa-isabel-tola-_JM,0.0,0,Gustavo A. Madero,0.83,departamento,gustavo a. madero,40430.10526315789,19.5037406,-99.1223025,san pedro zacatenco (pblo),6.883364646195856,0,6.697165239808178,0,6.8233555541550075,0,7.245455382768633,0,8.517393171418904,0.0,1.6094379124341003,3.0,0.04974209189481407,7.792557557511132,0,4.239440828838243,43,7.600293590189415,0,5.367889819843021,42,0.4011627906976744,0.00788328388212711,0.8721986218696011,0.08231283003690901,0.7006945343021739,0.0,949.2577675609901,6.856733282064826,76,4.343805421853684,13.031416265561052,63.08,0.0,0.3329651162790697,2.463853240590168,0.0,2.4423470353692043,10.565045829847815,38488.06860849534,45.892503357825596,0,2896847.105718754,-5.7227057963986505
Departamento,,1920000,1.0,1.0,40.0,San Juan De Aragón I Sección,"San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-3829176052-departamentos-en-venta-en-aragon-_JM,0.0,0,Gustavo A. Madero,0.83,departamento,gustavo a. madero,48000.0,19.4596866,-99.0917728,san juan de aragon 1a seccion (u hab) i,6.950129804963883,0,7.2270746571614835,0,8.534911385704143,0,6.021226435796211,0,8.517393171418904,0.0,0.6931471805599453,3.0,0.04974209189481407,7.088161737367914,0,4.248217180175799,47,5.2236390463323215,3,5.488894186954261,27,0.3546511627906977,0.0913179266199287,0.8711325983982718,0.7939295952274503,0.6692155280507944,0.0,359.4276130285016,5.8872911405253365,26,3.295836866004329,11.140716200112923,33.199999999999996,0.0,0.29436046511627906,2.545531271604435,0.5596157879354227,2.0476928433652555,10.381649510460809,30723.92151431357,38.553003628361715,2,1511829.4897093,-21.258880744307294
Edificio,"Tepeyac Insurgentes, Calle Unión, Venta De Edificio Con 4 Departamentos",14500000,0.0,8.0,411.0,Unión 266,"Unión 266, Tepeyac Insurgentes, Ciudad De México, CDMX, México, Tepeyac Insurgentes, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4717199702-tepeyac-insurgentes-calle-union-venta-de-edificio-con-4-departamentos-_JM,0.0,0,Gustavo A. Madero,0.83,edificio,gustavo a. madero,35279.80535279805,19.4826486,-99.1217346,tepeyac insurgentes,5.908975960845551,3,5.560384753787073,5,7.256953482108748,0,5.310466204281212,3,8.517393171418904,0.0,2.772588722239781,3.0,0.04974209189481407,5.87771322467477,25,5.360521898174219,29,5.817390555873054,4,4.564512088526295,68,0.6569767441860465,0.49066979416273554,0.6546385731416501,0.6577914371774397,0.853542827772046,0.0,1494.2807490655614,7.310069260211171,87,4.477336814478207,18.06307004804858,341.13,2.4899999999999998,0.5452906976744185,2.1102132003465894,0.6931471805599453,2.8903717578961645,10.431280790067841,34638.60493745324,62.80698520061965,1,11350966.388560586,-21.71747318234079
Departamento,,3650000,3.0,2.0,75.0,Av. Acueducto,"Av. Acueducto, Residencial Zacatenco, Ciudad De México, Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2878058587-departamento-en-venta-con-excelente-iluminacion-natural-en-residencial-zacatenco-a-unos-pasos-de-plaza-vista-norte-y-con-facil-acceso-a-restaurantes-gimnasio-tiendas-y-supermercado-_JM,0.0,0,Gustavo A. Madero,0.83,departamento,gustavo a. madero,48666.666666666664,19.5190987,-99.1363969,la candelaria ticoman (barr),7.800767590750964,0,7.8873557083625,0,6.764693684157431,0,7.409277392488944,0,8.517393171418904,0.0,1.6094379124341003,3.0,0.04974209189481407,8.01785315709594,0,4.616483029681071,30,6.276795685178473,2,5.6373475264040955,33,0.28488372093023256,0.002317396753109312,0.8185052932497028,0.5148646553858273,0.6273847905779548,0.0,3189.357069850297,8.067888123637085,28,3.367295829986474,12.992200020858993,62.25,0.0,0.236453488372093,2.1400661634962708,0.4054651081081644,2.224623551524334,10.276732624229368,29539.26368864464,44.50578860495836,0,2418056.321958248,-33.751881590184986
Casa,Venta Casa En Campestre Aragón,5200000,6.0,3.0,260.0,Campestre Aragón,"Campestre Aragón, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2881215145-venta-casa-en-campestre-aragon-_JM,0.0,0,Gustavo A. Madero,0.83,casa,gustavo a. madero,20000.0,19.4856,-99.0797574,campestre aragon ii,7.857307182311473,0,6.673391141874559,0,8.43209606378648,0,6.190361627391731,0,8.517393171418904,0.0,0.6931471805599453,3.0,0.04974209189481407,7.280949935230539,0,6.4570571995283235,8,7.611046738693078,0,4.736417166070281,40,0.18604651162790697,0.05487298932446985,0.28016785209027195,0.08011919890329824,0.8283041225763976,0.0,3383.594137224889,8.126989277781057,27,3.332204510175204,16.693561221968082,215.79999999999998,0.0,0.15441860465116278,1.0986122886681098,0.0,2.3978952727983707,10.144179047471066,27569.042805591034,56.44749132518803,2,4329215.932193791,-16.74584745781172
Edificio,Venta Salón De Eventos En El Corazón De La Guadalupe Tepeyac,16000000,0.0,0.0,369.0,Guadalupe Tepeyac,"Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2881176493-venta-salon-de-eventos-en-el-corazon-de-la-guadalupe-tepeyac-_JM,0.0,0,Gustavo A. Madero,0.83,edificio,gustavo a. madero,43360.433604336045,19.4675479,-99.1205924,guadalupe tepeyac,6.868090228102709,0,6.179597934809932,2,8.036819566325962,0,4.5535922320885875,4,8.517393171418904,0.0,2.1972245773362196,3.0,0.04974209189481407,5.752539199161273,47,4.407367290964566,46,7.312000614851278,0,4.301367336990282,51,0.7441860465116279,0.5336692930014773,0.8503507958707023,0.15389814040650712,0.8857377266338726,0.0,1384.120667509458,7.23354253938188,95,4.564348191467836,17.74050901691481,306.27,0.0,0.6176744186046511,2.5257286443082556,0.0,2.6210388241125804,10.481580741498268,34049.51468714505,61.982859218690216,1,11001956.248627193,-31.23777344608004
Casa,,3500000,2.0,2.0,81.0,C. Tetrazzini 292,"C. Tetrazzini 292, Vallejo, Ciudad De México, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2607898521-casa-en-venta-en-vallejo-gustavo-a-madero-_JM,0.0,0,Gustavo A. Madero,0.83,casa,gustavo a. madero,43209.87654320987,19.4687923,-99.1308624,vallejo i,6.400508533013394,0,6.410995190991601,0,8.034379780131843,0,5.075061598378974,4,8.517393171418904,0.0,2.5649493574615367,3.0,0.04974209189481407,6.285260997894243,71,4.661554487264358,63,7.262537222340409,0,5.2986928406647245,42,0.9302325581395349,0.3425941906391802,0.8109078636881557,0.16845491613382263,0.7176366846727918,0.0,1454.7232939182738,7.283258165309918,82,4.418840607796598,13.220157741792761,67.22999999999999,0.0,0.7720930232558139,2.8183982582710754,0.0,2.4423470353692043,10.366562294625073,29745.02488410742,45.682529591688194,1,2663029.387469294,-23.913446072305884
Departamento,Departamentos En Preventa Cerca De La Raza,1302875,3.0,1.0,62.0,Borodin 3,"Borodin 3, Vallejo, Ciudad De México, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2590771479-departamentos-en-preventa-cerca-de-la-raza-_JM,0.0,0,Gustavo A. Madero,0.83,departamento,gustavo a. madero,21014.112903225807,19.4682311,-99.133367,vallejo i,5.90711653688192,1,6.385319156137368,1,8.080229913249369,0,5.428204784663849,2,8.517393171418904,0.0,2.70805020110221,3.0,0.04974209189481407,5.637161766655201,65,5.432069024165991,71,7.056137344649646,0,5.155773284135614,31,0.8837209302325582,0.5715919087866139,0.634293460109358,0.23487660476744332,0.7502242560054717,0.0,1382.8135639788263,7.232598418995878,58,4.07753744390572,12.429404179174597,51.46,0.83,0.7334883720930232,2.9311937524164198,0.0,2.169053700369523,10.265050657968855,30069.033915172586,42.529487849199015,1,1865049.0755597185,43.148734572366386
Casa,Casa Grande Y Bonita A Unos Minutos Del Ipn Zacatenco,6200000,3.0,3.0,245.0,De La Arena 34,"De La Arena 34, Acueducto De Guadalupe, Gustavo A. Madero, 07270 Ciudad De México, CDMX, Mexico, Residencial Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4458820946-casa-grande-y-bonita-a-unos-minutos-del-ipn-zacatenco-_JM,0.0,0,Gustavo A. Madero,0.83,casa,gustavo a. madero,25306.122448979593,19.5208063,-99.1437298,acueducto de guadalupe (rdcial),7.741155441850899,0,7.600356884119019,0,6.669739217039883,0,7.387185604638487,0,8.517393171418904,0.0,1.791759469228055,3.0,0.04974209189481407,8.028472452643422,0,4.962812628585988,37,6.804049816514821,2,5.503891325215257,39,0.36046511627906974,0.0021720017987551642,0.7527735343081973,0.32445336178164413,0.6651496194708166,0.0,3841.3219198351644,8.25383212946831,42,3.7612001156935624,16.515994607797087,203.35,0.0,0.2991860465116279,2.327277705584417,0.4054651081081644,2.3749057545736716,10.154946122642725,24112.74290600679,55.906345134679064,0,6554516.034067634,5.718000549477961
Departamento,Departamento En Preventa En Gam Con Recursos Propios,1198750,2.0,1.0,54.0,Borodin 3,"Borodin 3, Vallejo, Ciudad De México, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2590807827-departamento-en-preventa-en-gam-con-recursos-propios-_JM,0.0,0,Gustavo A. Madero,0.83,departamento,gustavo a. madero,22199.074074074073,19.4682311,-99.133367,vallejo i,5.90711653688192,1,6.385319156137368,1,8.080229913249369,0,5.428204784663849,2,8.517393171418904,0.0,2.70805020110221,3.0,0.04974209189481407,5.637161766655201,65,5.432069024165991,71,7.056137344649646,0,5.155773284135614,31,0.8837209302325582,0.5715919087866139,0.634293460109358,0.23487660476744332,0.7502242560054717,0.0,1382.8135639788263,7.232598418995878,58,4.07753744390572,12.021999555697413,44.82,0.83,0.7334883720930232,2.9311937524164198,0.0,2.169053700369523,10.265050657968855,30732.681478279075,41.135478149771004,1,1793063.183478636,49.5777421045786
Casa,"Casa Para Remodelar En Vallejo Gam, Ideal Para Inversión O Familia",4250000,4.0,4.0,178.0,Vallejo,"Vallejo, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4754184100-casa-para-remodelar-en-vallejo-gam-ideal-para-inversion-o-familia-_JM,0.0,0,Gustavo A. Madero,0.83,casa,gustavo a. madero,23876.404494382023,19.5049574,-99.1536746,la patera-condomodulos (u hab),6.503311877357102,0,6.001871605675147,2,7.702687280344473,0,5.5947266124633765,1,8.517393171418904,0.0,2.302585092994046,3.0,0.04974209189481407,7.31772539685809,0,4.5876436881597105,27,7.568753081625403,0,5.570851494073683,9,0.11627906976744186,0.0492155564358942,0.8232254001375913,0.08895231863638041,0.6465555938225895,0.0,3211.454703092182,8.074790628899299,52,3.970291913552122,15.562157417522265,147.73999999999998,0.0,0.09651162790697673,2.0476928433652555,0.0,1.1786549963416462,10.380206377642889,30640.11179843851,53.8461352250824,0,6209818.336801694,46.11337263062809
Casa,Venta Casa 3 Ambientes Guadalupe Insurgentes,8250000,3.0,2.0,281.0,SOTERO PRIETO,"SOTERO PRIETO, 58, Guadalupe Insurgentes, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4507909748-venta-casa-3-ambientes-guadalupe-insurgentes-_JM,0.0,0,Gustavo A. Madero,0.83,casa,gustavo a. madero,29359.430604982208,19.4766156,-99.1306457,guadalupe insurgentes,5.063202233569404,1,5.258985952825939,1,7.724314681349551,0,6.606353752133267,0,8.517393171418904,0.0,2.302585092994046,3.0,0.04974209189481407,6.7427419751243045,29,2.793105354347811,55,6.66785194309069,3,5.14809547461711,25,0.563953488372093,0.1838261421245493,0.9698020374276729,0.3745125821929048,0.7518846649896882,0.0,901.8473939753264,6.805553540215154,61,4.127134385045092,16.92572121281434,233.23,0.83,0.4680813953488372,2.691243082785829,0.5596157879354227,1.9810014688665833,10.445809579986276,35557.98935121291,58.934286930997665,1,8261465.849676896,0.1389799960835865
Departamento,"Pent-house En Exclusivo Desarrollo, Solo 6 Departementos, Listo Para Entrega.",3750000,2.0,2.0,118.0,Saul 56,"Saul 56, Guadalupe Tepeyac, Ciudad De México, CDMX, México, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5400952432-pent-house-en-exclusivo-desarrollo-solo-6-departementos-listo-para-entrega-_JM,0.0,0,Gustavo A. Madero,0.83,departamento,gustavo a. madero,31779.661016949154,19.469308,-99.1201239,guadalupe tepeyac,6.908228626988997,0,6.103936988813173,2,7.9730573998922045,0,5.649926328706312,2,8.517393171418904,0.0,2.0794415416798357,3.0,0.04974209189481407,5.688439734987961,48,5.643324466744349,47,7.189333692925679,0,4.666958801287768,49,0.7441860465116279,0.5549570163179484,0.5696119280278236,0.1910395345927083,0.8389342769858847,0.0,1235.1540847182355,7.119760294259241,105,4.663439094112067,14.337370479334588,97.94,0.0,0.6176744186046511,2.545531271604435,0.0,2.583997552432231,10.48157105024833,37371.58856955084,50.092722450959485,1,4062772.16666681,8.34059111111493
