latitud,longitud,colonia_oficial,tipo_inmueble,price,area,rooms,bathrooms,price_m2_raw,gentrification_index,gentrif_local_presion,gentrif_map_score,marginalidad_score,score_15min,uso_mixto,dist_metro_m,dist_cable_m,density_metro,density_cable,acceso_salud_15m,acceso_educacion_15m,densidad_parques_15m,comercio_density,dist_centro_historico_m,dist_nearest_subcenter_m,cluster,cat_mean_valor_suelo_200m,cat_mean_vus_200m,cat_mean_antiguedad_200m,cat_std_valor_suelo_200m,cat_mean_ratio_construccion_200m,cat_density_predios_200m,precio_predicho,error_pct
19.4998868,-99.1156771,santa isabel tola (pblo),Departamento,2844360,74.0,2.0,1.0,38437.2972972973,0.829803447501769,0.51552296294213,0.7512333263618592,2,0.2826086956521739,0.0,6.469754734760164,6.743775421445508,0,0,0,26,30,1.6094379124341003,2.2970810839089104,455.1348160030433,1,711775.0495772093,2451.7900000000004,41.06511627906977,712755.9642506089,0.9489483646157841,215,2773315.7450139574,-2.4977237405266077
19.5189556,-99.1294855,san juan y guadalupe ticoman (barr),Departamento,2176000,50.0,2.0,1.0,43520.0,0.829803447501769,0.5422726240740019,0.7579207416448273,3,0.15217391304347827,0.0,7.943159490628919,6.830544888777104,0,0,0,23,9,1.3862943611198906,2.3190307254298235,2790.717892561265,1,424661.18866179243,1392.056462264151,42.485849056603776,540056.185149724,0.9560134771654416,212,1623987.2131926017,-25.368234687839998
19.5045678,-99.0874159,nueva atzacoalco i,Departamento,2895000,60.0,2.0,2.0,48250.0,0.829803447501769,0.5778848938184741,0.7668238090809453,5,0.5271739130434783,0.0,7.937229126196692,8.241169663821111,0,0,0,25,44,1.0986122886681098,2.3162880856178716,3316.910314575167,0,439637.0249491526,1814.3621468926553,41.76553672316384,1705755.150416025,1.1984066525179997,354,1959699.1105243491,-32.307457322129565
19.4740027,-99.1255167,industrial i,Departamento,1748500,60.0,0.0,1.0,29141.666666666668,0.829803447501769,0.46313552655083895,0.7381364672640365,2,0.7608695652173914,0.0,6.644777384264102,7.782418164597115,0,0,1,51,46,2.6390573296152584,2.2455090987023265,1510.861870399538,2,453252.75423211924,3405.02,49.11092715231788,247472.1759855274,1.7212311707064,604,2241483.4623151203,28.194650404067502
19.5217486,-99.1405578,jorge negrete,Casa,4495000,200.0,6.0,3.0,22475.0,0.829803447501769,0.451513924035779,0.7352310666352715,3,0.3532608695652174,0.0,7.825178297218545,6.432652372394014,0,0,2,39,28,1.791759469228055,2.322374657001779,3692.1286919142294,1,378959.1550377907,1070.040581395349,37.55813953488372,928929.6628980769,1.037690221406926,172,5469473.183026429,21.67904745331322
19.500714,-99.1283312,lindavista ii,Casa,8976900,397.0,3.0,2.0,22611.83879093199,0.829803447501769,0.3848776356999481,0.7185719945513138,1,0.47282608695652173,0.0,7.004279736907526,6.762431809190877,0,0,0,45,46,2.302585092994046,2.2955618384398435,1208.1949189058755,1,600482.565208413,4046.036978967495,43.64627151051625,331206.01487048826,1.9684288746466831,523,12905915.961529767,43.76807095466995
19.5057393,-99.1480141,lindavista ii,Edificio,20000000,390.0,0.0,0.0,51282.05128205128,0.829803447501769,0.576133688147234,0.7663860076631352,1,0.22826086956521738,0.0,6.353974952771635,7.396358427998668,0,0,0,9,37,2.3978952727983707,2.304285023335875,3045.9997173181214,1,7426225.352117143,4572.929999999999,37.371428571428574,4686886.571831015,0.8936733668367779,35,11065160.252292128,-44.67419873853936
19.5006923,-99.094593,santiago atzacoalco (pblo),Departamento,2040000,49.0,2.0,1.0,41632.65306122449,0.829803447501769,0.5464291115279346,0.7589598635083105,3,0.6413043478260869,0.0,7.607694327424611,7.9934825559800045,0,0,0,38,43,1.0986122886681098,2.308009975786696,2483.2007428663364,0,219115.0973217707,2083.4723367198844,26.269956458635704,653304.9169852263,3.7010924967777057,689,1746721.2599774443,-14.376408824635083
19.4933278,-99.1413426,san bartolo atepehuacan (pblo),Edificio,8400000,369.0,0.0,0.0,22764.227642276423,0.829803447501769,0.42270829974392427,0.7280296605623079,1,0.4891304347826087,0.0,6.3392306434454175,7.609460650519145,0,0,1,35,31,2.4849066497880004,2.2845206026886635,1535.1899940823173,1,837254.9226578033,3470.873179190751,40.445086705202314,1200100.0698275291,2.053923648762351,346,12060346.932706736,43.575558722699235
19.4848583,-99.1178571,villa gustavo a madero,Departamento,2604000,66.0,2.0,1.0,39454.545454545456,0.829803447501769,0.5629547605990122,0.7630912757760798,1,0.6141304347826086,0.0,5.859848830133583,7.138978789465684,1,0,4,70,25,2.4849066497880004,2.2721379182126946,1266.0832268887389,2,5132160.024784445,3673.2838888888887,46.388888888888886,37405928.79310981,2.0730832362283604,90,2249125.690969802,-13.62804566168195
19.4778665,-99.094982,dm nacional,Departamento,1890000,60.0,2.0,1.0,31500.0,0.829803447501769,0.5360879659504525,0.7563745771139398,1,0.5760869565217391,0.0,7.143965258628369,8.14952800601286,0,0,3,32,28,1.791759469228055,2.2789981161440065,1607.692531172171,0,83956.0020211121,2495.013661844484,19.205696202531644,178347.1298763833,2.38918242211679,2212,1991137.9201463968,5.351212706158563
19.5240112,-99.1481872,acueducto de guadalupe (rdcial),Casa,6590000,336.0,4.0,4.0,19613.095238095237,0.829803447501769,0.4357075996951195,0.7312794855501067,5,0.3967391304347826,0.0,7.857501662729059,6.756977239143686,0,0,0,37,40,1.9459101490553132,2.3256977645098558,4423.614695454241,1,275142.13396997,3674.604444444445,45.468468468468465,201318.1294998026,2.4413609669335283,666,6524467.370967346,-0.9944253267474015
19.4933278,-99.1413426,san bartolo atepehuacan (pblo),Departamento,3650000,110.0,3.0,2.0,33181.818181818184,0.829803447501769,0.5162808416715357,0.7514227960442107,1,0.4891304347826087,0.0,6.3392306434454175,7.609460650519145,0,0,1,35,31,2.4849066497880004,2.2845206026886635,1535.1899940823173,1,837254.9226578033,3470.873179190751,40.445086705202314,1200100.0698275291,2.053923648762351,346,3778789.1767270975,3.5284705952629447
19.460573,-99.1095538,cuchilla la joya,Casa,5900000,216.0,6.0,3.0,27314.814814814814,0.829803447501769,0.4896488966041061,0.7447648097773533,4,0.6630434782608695,0.0,6.248165158825815,8.314706474519898,0,0,1,43,28,1.0986122886681098,2.228524868995074,1543.0561663421704,2,320634.86551999993,2150.419999999999,48.90736842105263,243010.6595116212,1.6709833144690573,475,5083874.987280007,-13.832627334237163
19.4911559,-99.1343372,lindavista i,Casa,8800000,240.0,3.0,3.0,36666.666666666664,0.829803447501769,0.4956117931133327,0.7462555339046599,2,0.44021739130434784,0.0,5.847631990358284,7.211074598473689,1,0,4,57,23,2.3978952727983707,2.2800031015977145,1344.2575363629219,1,856347.4379828193,4698.272995594714,43.83259911894273,2387905.4104224104,1.3037731486716115,454,7515837.820697358,-14.592752037530024
19.5217486,-99.1405578,jorge negrete,Casa,3300000,120.0,4.0,2.0,27500.0,0.829803447501769,0.501806677754321,0.747804255064907,3,0.3532608695652174,0.0,7.825178297218545,6.432652372394014,0,0,2,39,28,1.791759469228055,2.322374657001779,3692.1286919142294,1,378959.1550377907,1070.040581395349,37.55813953488372,928929.6628980769,1.037690221406926,172,3498122.018763474,6.0036975382870965
19.5078245,-99.1470581,torres lindavista (fracc),Casa,20800000,550.0,6.0,7.0,37818.181818181816,0.829803447501769,0.49886442412881515,0.7470686916585305,1,0.30434782608695654,0.0,6.713205711654929,7.282973891892782,0,0,0,13,47,2.3978952727983707,2.3067800944123658,3236.180591322465,1,1414878.4957754167,4798.837916666668,35.32083333333333,2713132.87066357,1.2616470206212613,240,17260761.787703045,-17.015568328350746
19.473702,-99.1177252,estrella,Edificio,8950000,350.0,0.0,6.0,25571.428571428572,0.829803447501769,0.43925224879670544,0.7321656478255032,2,0.7608695652173914,0.0,6.794068093365246,7.805242835453992,0,0,0,63,36,2.3978952727983707,2.249467830621369,823.3702651183237,2,351846.4253611544,2920.2900000000004,51.56630265210608,228097.01496655613,1.8337501503407716,641,9058447.773713397,1.2117069688647695
19.4783568,-99.1336761,capultitlan,Departamento,2550000,58.0,2.0,2.0,43965.51724137931,0.829803447501769,0.5789884769192111,0.7670997048561295,2,0.6195652173913043,0.0,5.384082199063447,7.713966710775382,1,0,5,18,54,2.5649493574615367,2.2544437548670437,537.6908426332302,2,193194.67259380195,2833.73,19.455026455026456,976174.8621236755,3.4176160389597885,1323,2899551.9537969343,13.707919756742523
19.4883946,-99.1395261,valle del tepeyac,Casa,6900000,173.0,2.0,2.0,39884.39306358381,0.829803447501769,0.5575319844901053,0.7617355817488531,2,0.6521739130434783,0.0,6.151687538097643,7.587679845819157,1,0,5,33,43,2.3978952727983707,2.275624171778719,966.9879308943503,2,445491.50531465805,3221.3390716612375,44.741042345276874,270382.32593649824,1.9458192658792897,614,4720648.472365677,-31.584804748323513
19.5049574,-99.1536746,la patera-condomodulos (u hab),Departamento,1990000,50.0,2.0,1.0,39800.0,0.829803447501769,0.5301738145296766,0.7548960392587459,2,0.17391304347826086,0.0,6.503311877357102,7.702687280344473,0,0,0,9,27,2.302585092994046,2.304874615690023,3211.454703092182,1,506655.91662869067,4574.498857938719,46.55849582172702,8203357.54352557,3.4155619026826027,718,2012738.9990113953,1.1426632669042849
19.4617797,-99.1241385,7 de noviembre,Local Comercial,1698000,68.0,0.0,1.0,24970.58823529412,0.829803447501769,0.41130023161649704,0.725177643530451,3,0.8858695652173914,0.0,6.3721889720993365,8.224512297078217,0,0,0,48,69,2.4849066497880004,2.210665138917049,2083.7125291191765,2,695702.4079286128,2395.36789017341,50.43063583815029,2073983.704042085,1.9200477427187186,346,2280034.5467741885,34.277652931342075
19.4989858,-99.1307031,lindavista ii,Casa,8800000,225.0,3.0,4.0,39111.11111111111,0.829803447501769,0.5265434531558487,0.7539884489152889,1,0.44565217391304346,0.0,7.125263497869543,6.8771657820026375,0,0,0,46,40,2.4849066497880004,2.292803454322284,1386.1979697996023,1,620838.4662827004,4241.161392405063,44.69620253164557,997247.4387959652,2.2790715677209814,474,7939521.158384569,-9.778168654720806
19.5094917,-99.1248543,san pedro zacatenco (pblo),Casa,9000000,337.0,4.0,4.0,26706.231454005934,0.829803447501769,0.42217364562482945,0.7278959970325342,2,0.30978260869565216,0.0,7.417325515400128,6.877912947316195,0,0,0,36,25,1.3862943611198906,2.3079896120413252,1636.6660542285317,1,552383.3812498169,2471.041794871795,39.61172161172161,304629.41313003347,1.385380473659032,273,11244834.995006105,24.942611055623388
