latitud,longitud,colonia_oficial,tipo_inmueble,price,area,rooms,bathrooms,price_m2_raw,gentrification_index,gentrif_local_presion,gentrif_map_score,marginalidad_score,score_15min,uso_mixto,dist_metro_m,dist_cable_m,density_metro,density_cable,acceso_salud_15m,acceso_educacion_15m,densidad_parques_15m,comercio_density,dist_centro_historico_m,dist_nearest_subcenter_m,cluster,cat_mean_valor_suelo_200m,cat_mean_vus_200m,cat_mean_antiguedad_200m,cat_std_valor_suelo_200m,cat_mean_ratio_construccion_200m,cat_density_predios_200m,precio_predicho,error_pct
19.4655649,-99.1193389,guadalupe tepeyac,Departamento,3800000,75.0,3.0,3.0,50666.666666666664,0.829803447501769,0.583130763604572,0.7681352765274698,2,0.6793478260869565,0.0,6.609012182451373,8.108144072744876,0,0,0,45,42,2.1972245773362196,2.227421744678074,1432.0062030807637,2,318573.54490938125,2809.6500000000005,28.684630738522955,928449.604876803,3.855079523594907,501,3514958.0791305974,-7.501103180773752
19.4878635,-99.1323827,lindavista i,Casa,9300000,255.0,8.0,5.0,36470.58823529412,0.829803447501769,0.49037554742103084,0.7449464724815845,2,0.5434782608695652,0.0,5.650733852328141,7.211252090033223,1,0,6,64,33,2.4849066497880004,2.2740600206609933,1114.3130562232477,2,1300504.0012168922,4246.832162162163,48.41554054054054,10106289.136581162,1.7821555869597192,296,8547320.796869103,-8.093324764848356
19.4817469,-99.1171968,aragon la villa (aragon),Casa,13650000,300.0,4.0,5.0,45500.0,0.829803447501769,0.5794339741039001,0.7672110791523018,2,0.625,0.0,4.820671630585478,7.382147427663786,1,0,4,66,23,2.4849066497880004,2.2666419924030174,1061.9810618148233,2,758847.0189015999,2589.1435999999994,46.58,1172130.7158047678,1.9311109441610645,250,9090505.950025747,-33.4028868129982
19.5037406,-99.1223025,san pedro zacatenco (pblo),Departamento,2643334,68.0,2.0,1.0,38872.55882352941,0.829803447501769,0.518658863233127,0.7520173014346085,2,0.44021739130434784,0.0,6.883364646195856,6.8233555541550075,0,0,0,42,43,1.6094379124341003,2.3007468092880297,949.2577675609901,1,514807.7062757575,2418.580468319559,37.44903581267218,511544.8214676611,1.864750380955437,363,2708424.25320966,2.462430143510424
19.4674527,-99.1279097,vallejo ii,Casa,6800000,360.0,8.0,7.0,18888.88888888889,0.829803447501769,0.38083754985137075,0.7175619730891695,3,0.8804347826086957,0.0,6.291491433061015,8.056617376044512,0,0,0,55,53,2.3978952727983707,2.2265730756122917,1759.355248986863,2,837078.941679842,4185.238932806325,43.07905138339921,2983030.1671379935,1.932468763016264,506,8033499.294508615,18.139695507479626
19.5189556,-99.1294855,san juan y guadalupe ticoman (barr),Departamento,2189000,50.0,2.0,1.0,43780.0,0.829803447501769,0.5437507258133794,0.7582902670796716,3,0.15217391304347827,0.0,7.943159490628919,6.830544888777104,0,0,0,23,9,1.3862943611198906,2.3190307254298235,2790.717892561265,1,424661.18866179243,1392.056462264151,42.485849056603776,540056.185149724,0.9560134771654416,212,1623987.2131926017,-25.81145668375506
19.506314,-99.1445042,lindavista ii,Casa,15000000,500.0,5.0,5.0,30000.0,0.829803447501769,0.4503017815935157,0.7349280310247057,1,0.31521739130434784,0.0,6.679769486264925,7.1472128030593325,0,0,0,12,50,2.302585092994046,2.304302364966303,3009.414085044649,1,1647816.5544275134,4678.422328042329,29.423280423280424,6202669.436354064,0.3818613076549083,189,16860706.658712823,12.404711058085487
19.4675479,-99.1205924,guadalupe tepeyac,Departamento,3150000,64.0,3.0,1.0,49218.75,0.829803447501769,0.5739257270706076,0.7658340173939787,2,0.7608695652173914,0.0,6.868090228102709,8.036819566325962,0,0,0,51,46,2.1972245773362196,2.231720078196288,1384.120667509458,2,325582.48673204426,2920.2900000000004,47.51381215469613,285835.5551222617,2.2114175576831294,543,2386043.1290287734,-24.252599078451638
19.5037406,-99.1223025,san pedro zacatenco (pblo),Departamento,2755817,70.0,2.0,1.0,39368.81428571429,0.829803447501769,0.5218250084728524,0.7528088377445399,2,0.44021739130434784,0.0,6.883364646195856,6.8233555541550075,0,0,0,42,43,1.6094379124341003,2.3007468092880297,949.2577675609901,1,514807.7062757575,2418.580468319559,37.44903581267218,511544.8214676611,1.864750380955437,363,2785799.559999012,1.0879735482803075
19.5037406,-99.1223025,san pedro zacatenco (pblo),Departamento,3070028,76.0,2.0,1.0,40395.10526315789,0.829803447501769,0.5282424500568685,0.754413198140544,2,0.44021739130434784,0.0,6.883364646195856,6.8233555541550075,0,0,0,42,43,1.6094379124341003,2.3007468092880297,949.2577675609901,1,514807.7062757575,2418.580468319559,37.44903581267218,511544.8214676611,1.864750380955437,363,3017154.499846308,-1.7222481408538284
19.5167815,-99.162361,progreso nacional (ampl),Departamento,2650000,60.0,2.0,2.0,44166.666666666664,0.829803447501769,0.6395721443364273,0.7822456217104337,4,0.18478260869565216,0.0,7.720875440616972,7.843064158979215,0,0,0,24,14,1.3862943611198906,2.321479063793836,4801.358168443002,1,387044.1588086466,2376.83,40.03383458646616,301259.52962332306,1.4138755986069063,266,1739835.3093488468,-34.34583738306238
19.5037406,-99.1223025,san pedro zacatenco (pblo),Departamento,3153688,77.0,2.0,1.0,40956.98701298701,0.829803447501769,0.5316834839861833,0.7552734566228726,2,0.44021739130434784,0.0,6.883364646195856,6.8233555541550075,0,0,0,42,43,1.6094379124341003,2.3007468092880297,949.2577675609901,1,514807.7062757575,2418.580468319559,37.44903581267218,511544.8214676611,1.864750380955437,363,3055601.4300321047,-3.1102179406426784
19.5037406,-99.1223025,san pedro zacatenco (pblo),Departamento,3072688,76.0,2.0,1.0,40430.10526315789,0.829803447501769,0.5284582705749523,0.7544671532700649,2,0.44021739130434784,0.0,6.883364646195856,6.8233555541550075,0,0,0,42,43,1.6094379124341003,2.3007468092880297,949.2577675609901,1,514807.7062757575,2418.580468319559,37.44903581267218,511544.8214676611,1.864750380955437,363,2817174.348931861,-8.315639305654818
19.4596866,-99.0917728,san juan de aragon 1a seccion (u hab) i,Departamento,1920000,40.0,1.0,1.0,48000.0,0.829803447501769,0.6193216656220999,0.7771830020318518,3,0.3967391304347826,0.0,6.950129804963883,8.534911385704143,0,0,3,27,47,0.6931471805599453,2.258855050529437,359.4276130285016,0,564438.5414094545,2878.2099999999996,44.53090909090909,98764.23944723845,0.9891515984187849,275,1434083.728919148,-25.308139118794376
19.4826486,-99.1217346,tepeyac insurgentes,Edificio,14500000,411.0,0.0,8.0,35279.80535279805,0.829803447501769,0.5203027839414813,0.7524282816116972,2,0.6793478260869565,0.0,5.908975960845551,7.256953482108748,3,0,4,68,29,2.772588722239781,2.266195301406382,1494.2807490655614,2,529725.2039366667,3405.0199999999986,50.420833333333334,370731.5945278467,1.8418351991770323,480,11275884.993002271,-22.235275910329165
19.5190987,-99.1363969,la candelaria ticoman (barr),Departamento,3650000,75.0,3.0,2.0,48666.666666666664,0.829803447501769,0.6140906377458515,0.7758752450627897,4,0.33152173913043476,0.0,7.800767590750964,6.764693684157431,0,0,2,33,30,1.6094379124341003,2.319172192960858,3189.357069850297,1,193757.04765053763,1357.7973548387092,25.746236559139785,441519.1476100937,1.8925432640974478,465,2304137.7155763283,-36.87293929927867
19.4856,-99.0797574,campestre aragon ii,Casa,5200000,260.0,6.0,3.0,20000.0,0.829803447501769,0.410234116636236,0.7249111147853857,5,0.2391304347826087,0.0,7.857307182311473,8.43209606378648,0,0,0,40,8,0.6931471805599453,2.302747536919613,3383.594137224889,0,369016.4944248927,2215.560000000001,34.09871244635193,311587.0812837769,1.6142497814977161,466,4735166.754038154,-8.93910088388165
19.4675479,-99.1205924,guadalupe tepeyac,Edificio,16000000,369.0,0.0,0.0,43360.433604336045,0.829803447501769,0.5426855983304345,0.7580239852089354,2,0.7608695652173914,0.0,6.868090228102709,8.036819566325962,0,0,0,51,46,2.1972245773362196,2.231720078196288,1384.120667509458,2,325582.48673204426,2920.2900000000004,47.51381215469613,285835.5551222617,2.2114175576831294,543,9889244.029419115,-38.19222481613053
19.4687923,-99.1308624,vallejo i,Casa,3500000,81.0,2.0,2.0,43209.87654320987,0.829803447501769,0.5873111393280463,0.7691803704583384,2,0.9347826086956522,0.0,6.400508533013394,8.034379780131843,0,0,0,42,63,2.5649493574615367,2.22973183970394,1454.7232939182738,2,376142.54222407815,4250.30079175705,38.844902386117134,713816.7545486558,2.9134111230663633,922,3087063.731212382,-11.798179108217651
19.4682311,-99.133367,vallejo i,Departamento,1302875,62.0,3.0,1.0,21014.112903225807,0.829803447501769,0.3992212657216159,0.7221579020567308,2,0.8913043478260869,0.0,5.90711653688192,8.080229913249369,1,0,0,31,71,2.70805020110221,2.2278492623213424,1382.8135639788263,2,439716.24168424815,4172.369105011934,38.62529832935561,721617.7303414005,2.4522093706748613,838,2013347.898370645,54.53116364736794
19.5208063,-99.1437298,acueducto de guadalupe (rdcial),Casa,6200000,245.0,3.0,3.0,25306.122448979593,0.829803447501769,0.4803312871213242,0.7424354074066578,5,0.40217391304347827,0.0,7.741155441850899,6.669739217039883,0,0,2,39,37,1.791759469228055,2.3216576108757114,3841.3219198351644,1,491267.3712070094,3345.5637383177564,39.271028037383175,196583.5703945667,1.467011805573685,428,6385218.080707499,2.9873883985080454
19.4682311,-99.133367,vallejo i,Departamento,1198750,54.0,2.0,1.0,22199.074074074073,0.829803447501769,0.41244801208092224,0.7254645886465574,2,0.8913043478260869,0.0,5.90711653688192,8.080229913249369,1,0,0,31,71,2.70805020110221,2.2278492623213424,1382.8135639788263,2,439716.24168424815,4172.369105011934,38.62529832935561,721617.7303414005,2.4522093706748613,838,1911006.8114115123,59.41662660367152
19.5049574,-99.1536746,la patera-condomodulos (u hab),Casa,4250000,178.0,4.0,4.0,23876.404494382023,0.829803447501769,0.40368501828913855,0.7232738401986114,2,0.17391304347826086,0.0,6.503311877357102,7.702687280344473,0,0,0,9,27,2.302585092994046,2.304874615690023,3211.454703092182,1,506655.91662869067,4574.498857938719,46.55849582172702,8203357.54352557,3.4155619026826027,718,5249110.114755522,23.508473288365234
19.4766156,-99.1306457,guadalupe insurgentes,Casa,8250000,281.0,3.0,2.0,29359.430604982208,0.829803447501769,0.4695193277539731,0.7397324175648201,2,0.592391304347826,0.0,5.063202233569404,7.724314681349551,1,0,3,25,55,2.302585092994046,2.250519494102322,901.8473939753264,2,479539.68913894234,3405.019999999999,50.47836538461539,1061730.1114502156,1.8653918872160462,416,7268948.804118998,-11.891529647042445
19.469308,-99.1201239,guadalupe tepeyac,Departamento,3750000,118.0,2.0,2.0,31779.661016949154,0.829803447501769,0.47191701106312145,0.7403318383921071,2,0.7608695652173914,0.0,6.908228626988997,7.9730573998922045,0,0,0,49,47,2.0794415416798357,2.236839402588288,1235.1540847182355,2,328961.86545974726,2920.2900000000004,48.871841155234655,220273.9039562547,2.098637035904904,554,3985217.8433730165,6.272475823280439
19.4682318,-99.1188878,guadalupe tepeyac,Casa,17999997,504.0,8.0,9.0,35714.27976190476,0.829803447501769,0.49077965803431906,0.7450475001349065,2,0.7391304347826086,0.0,6.7196842026141095,8.017256883565116,0,0,0,53,43,2.0794415416798357,2.235125689803863,1196.2270896173545,2,316978.8707119874,2920.2900000000004,34.064668769716086,662668.3353389587,3.124473865447043,634,14697975.671796266,-18.344565991892857
19.5208063,-99.1437298,acueducto de guadalupe (rdcial),Casa,6199994,245.0,3.0,3.0,25306.097959183673,0.829803447501769,0.480331045560107,0.7424353470163535,5,0.40217391304347827,0.0,7.741155441850899,6.669739217039883,0,0,2,39,37,1.791759469228055,2.3216576108757114,3841.3219198351644,1,491267.3712070094,3345.5637383177564,39.271028037383175,196583.5703945667,1.467011805573685,428,6589501.715305021,6.282388584650582
19.4823184,-99.0759029,providencia i,Departamento,1992500,51.0,2.0,1.0,39068.62745098039,0.829803447501769,0.6066773055835024,0.7740219120222024,5,0.20108695652173914,0.0,7.810774210612577,8.532623001786904,0,0,0,35,6,1.0986122886681098,2.303182458488089,3302.297489595939,0,443951.15919999994,2220.4390540540544,39.96756756756757,217201.0321550171,1.155477809197816,370,2367358.0070931315,18.813450795138344
19.4728505,-99.1452223,heroe de nacozari,Casa,4350000,226.0,4.0,3.0,19247.78761061947,0.829803447501769,0.40022047937713273,0.72240770547061,3,0.8315217391304348,0.0,6.612812071760705,8.152886788088523,0,0,3,27,82,1.791759469228055,2.244992986725285,1028.3292014364113,2,645480.5375096153,2943.749663461538,41.94230769230769,1457785.9393911904,1.8451109916141364,208,4635360.662709535,6.5600152347019565
19.4617797,-99.1241385,7 de noviembre,Departamento,2400000,63.0,2.0,2.0,38095.23809523809,0.829803447501769,0.5159440284870143,0.7513385927480803,3,0.8858695652173914,0.0,6.3721889720993365,8.224512297078217,0,0,0,48,69,2.4849066497880004,2.210665138917049,2083.7125291191765,2,695702.4079286128,2395.36789017341,50.43063583815029,2073983.704042085,1.9200477427187186,346,2199657.379860179,-8.34760917249254
19.5194858,-99.147971,santiago atepetlac (la selvita) (u hab),Departamento,1800000,65.0,3.0,1.0,27692.30769230769,0.829803447501769,0.5188715766347604,0.7520704797850168,3,0.3641304347826087,0.0,7.643059649457359,7.0491662150505965,0,0,0,37,34,2.1972245773362196,2.320811646274563,4074.833361418853,1,187834.64594137357,2358.341775544389,31.55276381909548,521445.64931428083,1.9674752119533057,597,1891330.9327118318,5.073940706212875
19.4682318,-99.1188878,guadalupe tepeyac,Casa,18000000,504.0,8.0,9.0,35714.28571428572,0.829803447501769,0.49077969968682017,0.7450475105480319,2,0.7391304347826086,0.0,6.7196842026141095,8.017256883565116,0,0,0,53,43,2.0794415416798357,2.235125689803863,1196.2270896173545,2,316978.8707119874,2920.2900000000004,34.064668769716086,662668.3353389587,3.124473865447043,634,14697975.671796266,-18.344579601131855
19.4668194,-99.1210265,guadalupe tepeyac,Casa,5000000,284.0,5.0,3.0,17605.6338028169,0.829803447501769,0.32001272274987064,0.7023557663137945,2,0.7934782608695652,0.0,6.796866597408775,8.061821602172362,0,0,0,54,48,2.1972245773362196,2.229301233503283,1469.220028701289,2,323570.1421422562,2920.290000000001,48.751434034416825,348968.254538454,2.2919622331149916,523,7935668.5532898,58.713371065796
19.4998868,-99.1156771,santa isabel tola (pblo),Departamento,2528297,68.0,2.0,1.0,37180.83823529412,0.829803447501769,0.5072187653121384,0.7491572769543614,2,0.2826086956521739,0.0,6.469754734760164,6.743775421445508,0,0,0,26,30,1.6094379124341003,2.2970810839089104,455.1348160030433,1,711775.0495772093,2451.7900000000004,41.06511627906977,712755.9642506089,0.9489483646157841,215,2579457.0002290593,2.0234964574596757
19.5009923,-99.1181434,residencial zacatenco,Departamento,2450000,50.0,2.0,1.0,49000.0,0.829803447501769,0.5744247342217051,0.7659587691817531,2,0.391304347826087,0.0,6.466041944568522,6.622229817064165,0,0,0,40,36,1.791759469228055,2.297887427854515,520.4707588906796,1,2919744.3020096766,2376.3377419354847,41.70967741935484,11606200.689029446,0.8700262068497812,62,1996853.0409288611,-18.495794247801587
19.4998868,-99.1156771,santa isabel tola (pblo),Departamento,2770368,76.0,2.0,1.0,36452.21052631579,0.829803447501769,0.5022713949874864,0.7479204343731984,2,0.2826086956521739,0.0,6.469754734760164,6.743775421445508,0,0,0,26,30,1.6094379124341003,2.2970810839089104,455.1348160030433,1,711775.0495772093,2451.7900000000004,41.06511627906977,712755.9642506089,0.9489483646157841,215,2967942.402323101,7.131702442531143
19.4658938,-99.086824,camino a san juan de aragon (pblo),Casa,5100000,206.0,3.0,1.0,24757.281553398057,0.829803447501769,0.4392690712402801,0.7321698534363968,4,0.40217391304347827,0.0,7.509789065880755,8.507713169896267,0,0,1,23,43,1.0986122886681098,2.273875747373374,1178.0302937473878,0,1054457.62312093,2612.6781395348835,38.01550387596899,4245091.634187664,1.3356589024143188,129,5441317.072591463,6.692491619440453
19.4998868,-99.1156771,santa isabel tola (pblo),Departamento,2817777,76.0,2.0,1.0,37076.01315789474,0.829803447501769,0.5065130704067344,0.7489808532280104,2,0.2826086956521739,0.0,6.469754734760164,6.743775421445508,0,0,0,26,30,1.6094379124341003,2.2970810839089104,455.1348160030433,1,711775.0495772093,2451.7900000000004,41.06511627906977,712755.9642506089,0.9489483646157841,215,2967942.402323101,5.329215275839826
19.5049574,-99.1536746,la patera-condomodulos (u hab),Departamento,1663000,60.0,2.0,1.0,27716.666666666668,0.829803447501769,0.4400421737803471,0.7323631290714135,2,0.17391304347826086,0.0,6.503311877357102,7.702687280344473,0,0,0,9,27,2.302585092994046,2.304874615690023,3211.454703092182,1,506655.91662869067,4574.498857938719,46.55849582172702,8203357.54352557,3.4155619026826027,718,2366026.6089779306,42.27460066012812
19.4998868,-99.1156771,santa isabel tola (pblo),Departamento,3008396,74.0,2.0,1.0,40654.0,0.829803447501769,0.5295108537008946,0.7547302990515504,2,0.2826086956521739,0.0,6.469754734760164,6.743775421445508,0,0,0,26,30,1.6094379124341003,2.2970810839089104,455.1348160030433,1,711775.0495772093,2451.7900000000004,41.06511627906977,712755.9642506089,0.9489483646157841,215,2906369.2893152996,-3.3913989609313537
19.4998868,-99.1156771,santa isabel tola (pblo),Departamento,2635884,70.0,2.0,1.0,37655.485714285714,0.829803447501769,0.5103890512579627,0.7499498484408175,2,0.2826086956521739,0.0,6.469754734760164,6.743775421445508,0,0,0,26,30,1.6094379124341003,2.2970810839089104,455.1348160030433,1,711775.0495772093,2451.7900000000004,41.06511627906977,712755.9642506089,0.9489483646157841,215,2782121.6350618745,5.547954123241937
