source,title,location,price,rooms,bathrooms,parking_spaces,area,antiguedad,alcaldia,colonia_o_municipio,latitud,longitud
Casas_Mudafy.xlsx,Casa en Venta en Narvarte Oriente,"Diagonal San Antonio, Narvarte Oriente, Narvarte, Benito Juárez, Ciudad de México",10500000.0,5.0,3.0,3.0,287.0,45.0,Benito Juárez,"Diagonal San Antonio, Narvarte Oriente, Narvarte",19.3974682,-99.1534074
Casas_Mudafy.xlsx,Casa en Venta en Lomas de Bezares,"Bosques De Palmitos, Lomas de Bezares, Miguel Hidalgo, Ciudad de México",28632500.0,3.0,3.0,4.0,1100.0,13.0,Miguel Hidalgo,"Bosques De Palmitos, Lomas de Bezares",19.43471,-99.20091
Casas_Mudafy.xlsx,Casa en Venta en Vista Alegre,"José Sotero Castañeda, Vista Alegre, Cuauhtémoc, Ciudad de México",7900000.0,3.0,4.0,3.0,200.0,10.0,Cuauhtémoc,"José Sotero Castañeda, Vista Alegre",19.4097599,-99.1311912
Casas_Mudafy.xlsx,Casa en Venta en Bosque de las Lomas,"Bosque De Cafetos, Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",17500000.0,4.0,4.0,4.0,700.0,35.0,Miguel Hidalgo,"Bosque De Cafetos, Bosque de las Lomas",19.4077502,-99.2374233
Casas_Mudafy.xlsx,Casa en Venta en Lomas de Reforma,"Palacio De Versalles, Lomas de Reforma, Miguel Hidalgo, Ciudad de México",37000000.0,4.0,4.0,3.0,663.0,13.0,Miguel Hidalgo,"Palacio De Versalles, Lomas de Reforma",19.43471,-99.20091
Casas_Mudafy.xlsx,Casa en Venta en Roma Norte,"Merida, Roma Norte, Roma, Cuauhtémoc, Ciudad de México",19500000.0,3.0,3.0,2.0,225.0,18.5,Cuauhtémoc,"Merida, Roma Norte, Roma",19.4156756,-99.156391
Casas_Mudafy.xlsx,Casa en Venta en San Jerónimo Lídice,"Cercanía De San Jerónimo Lídice, San Jerónimo Lídice, La Magdalena Contreras, Ciudad de México",12800000.0,4.0,3.0,2.0,394.0,15.0,La Magdalena Contreras,"Cercanía De San Jerónimo Lídice, San Jerónimo Lídice",19.3047731,-99.2413803
Casas_Mudafy.xlsx,Casa en Venta en Lomas de Vista Hermosa,"Loma Chinas ,, Lomas de Vista Hermosa, Cuajimalpa de Morelos, Ciudad de México",18100000.0,3.0,3.0,4.0,442.0,14.0,Cuajimalpa de Morelos,"Loma Chinas ,, Lomas de Vista Hermosa",19.35993,-99.29388
Casas_Mudafy.xlsx,Casa en Venta en Bosque de Chapultepec III Sección,"Sierra Vertientes, Bosque de Chapultepec III Sección, Miguel Hidalgo, Ciudad de México",24800000.0,4.0,3.0,3.0,490.0,21.0,Miguel Hidalgo,"Sierra Vertientes, Bosque de Chapultepec III Sección",19.4235712,-99.2249581
Casas_Mudafy.xlsx,Casa en Venta en Anzures,"Rousseau, Anzures, Miguel Hidalgo, Ciudad de México",14900000.0,3.0,3.0,1.0,250.0,45.0,Miguel Hidalgo,"Rousseau, Anzures",19.4327773,-99.1805829
Casas_Mudafy.xlsx,Casa en Venta en Bosques de las Lomas,"Biosque De Huizaches, Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",24050000.0,2.0,3.0,4.0,900.0,15.0,Cuajimalpa de Morelos,"Biosque De Huizaches, Bosques de las Lomas",19.35993,-99.29388
Casas_Mudafy.xlsx,Casa en Venta en Bosque de las Lomas,"Paseo De Los Ahuehuetes Norte, Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",35000000.0,4.0,4.0,5.0,1007.0,13.0,Miguel Hidalgo,"Paseo De Los Ahuehuetes Norte, Bosque de las Lomas",19.413899,-99.2363017
Casas_Mudafy.xlsx,Casa en Venta en Parque del Pedregal,"Cda Del Aire, Parque del Pedregal, Tlalpan, Ciudad de México",28500000.0,3.0,3.0,4.0,780.0,27.0,Tlalpan,"Cda Del Aire, Parque del Pedregal",19.29707,-99.16787
Casas_Mudafy.xlsx,Casa en Venta en Bosque de las Lomas,"Real De Las Lomas, Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",28000000.0,3.0,3.0,3.0,560.0,13.0,Miguel Hidalgo,"Real De Las Lomas, Bosque de las Lomas",19.43471,-99.20091
Casas_Mudafy.xlsx,Casa en Venta en Bosque de las Lomas,"Bosque De Pirules, Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",22000000.0,3.0,3.0,4.0,500.0,13.0,Miguel Hidalgo,"Bosque De Pirules, Bosque de las Lomas",19.3942565,-99.2585675
Casas_Mudafy.xlsx,Casa en Venta en Lomas de Reforma,"Lomas De Reforma, Lomas de Reforma, Miguel Hidalgo, Ciudad de México",51000000.0,3.0,2.0,3.0,1202.0,13.0,Miguel Hidalgo,"Lomas De Reforma, Lomas de Reforma",19.4316279,-99.2135214
Casas_Mudafy.xlsx,Casa en Venta en Lomas de Chapultepec I Sección,"Avenida De Los Alpes, Lomas de Chapultepec I Sección, Lomas de Chapultepec, Chapultepec, Miguel Hidalgo, Ciudad de México",43000000.0,3.0,3.0,4.0,745.0,13.0,Miguel Hidalgo,"Avenida De Los Alpes, Lomas de Chapultepec I Sección, Lomas de Chapultepec, Chapultepec",19.4114009,-99.2237093
Casas_Mudafy.xlsx,Casa en Venta en Del Niño Jesús,"Cercanía De Barrio Del Niño Jesús, Del Niño Jesús, Tlalpan, Ciudad de México",13900000.0,4.0,4.0,3.0,680.0,32.0,Tlalpan,"Cercanía De Barrio Del Niño Jesús, Del Niño Jesús",19.29707,-99.16787
Casas_Mudafy.xlsx,Casa en Venta en Lomas de Bezares,"Tiro Al Pichon, Lomas de Bezares, Miguel Hidalgo, Ciudad de México",27500000.0,3.0,3.0,4.0,540.0,7.0,Miguel Hidalgo,"Tiro Al Pichon, Lomas de Bezares",19.3923541,-99.2446502
Casas_Mudafy.xlsx,Casa en Venta en Irrigación,"Presa Pabellón, Irrigación, Miguel Hidalgo, Ciudad de México",16900000.0,4.0,2.0,6.0,470.0,13.0,Miguel Hidalgo,"Presa Pabellón, Irrigación",19.4429371,-99.2116701
Casas_Mudafy.xlsx,Casa en Venta en San Miguel Xicalco,"Cerrada De Reforma, San Miguel Xicalco, Tlalpan, Ciudad de México",9500000.0,3.0,3.0,10.0,1200.0,17.0,Tlalpan,"Cerrada De Reforma, San Miguel Xicalco",19.29707,-99.16787
Casas_Mudafy.xlsx,Casa en Venta en Narvarte Poniente,"Pestalotzzi, Narvarte Poniente, Narvarte, Benito Juárez, Ciudad de México",12000000.0,2.0,2.0,1.0,325.0,13.0,Benito Juárez,"Pestalotzzi, Narvarte Poniente, Narvarte",19.3727,-99.1564
Casas_Mudafy.xlsx,Casa en Venta en Haciendas de Coyoacán,"Rancho El Romeral, Haciendas de Coyoacán, Coyoacán, Ciudad de México",7500000.0,4.0,4.0,3.0,235.0,20.0,Coyoacán,"Rancho El Romeral, Haciendas de , Coyoacán",19.3467,-99.16174
Casas_Mudafy.xlsx,Casa en Venta en Loma del Padre,"Cercanía De Loma Del Padre, Loma del Padre, Cuajimalpa de Morelos, Ciudad de México",9799000.0,3.0,3.0,8.0,766.0,15.0,Cuajimalpa de Morelos,"Cercanía De Loma Del Padre, Loma del Padre",19.3572429,-99.2996246
Casas_Mudafy.xlsx,Casa en Venta en Cuajimalpa de Morelos,"Antiguo Camino A San Mateo Chimalpa, Cuajimalpa de Morelos, Ciudad de México",14000000.0,3.0,4.0,2.0,956.0,43.0,Cuajimalpa de Morelos,Antiguo Camino A San Mateo Chimalpa,19.3489697,-99.2839147
Casas_Mudafy.xlsx,Casa en Venta en Lomas de Chapultepec I Sección,"Sierra Vertientes, Lomas de Chapultepec I Sección, Lomas de Chapultepec, Chapultepec, Miguel Hidalgo, Ciudad de México",28632500.0,3.0,3.0,5.0,1487.0,64.0,Miguel Hidalgo,"Sierra Vertientes, Lomas de Chapultepec I Sección, Lomas de Chapultepec, Chapultepec",19.41986,-99.2202
Casas_Mudafy.xlsx,Casa en Venta en Del Carmen,"Viena, Del Carmen, Coyoacán, Ciudad de México",18500000.0,4.0,4.0,5.0,410.0,20.0,Coyoacán,"Viena, Del Carmen",19.3566032,-99.1631514
Casas_Mudafy.xlsx,Casa en Venta en General Pedro Maria Anaya,"Golondrinas, General Pedro Maria Anaya, Benito Juárez, Ciudad de México",35000000.0,3.0,3.0,12.0,1153.0,29.0,Benito Juárez,"Golondrinas, General Pedro Maria Anaya",19.3600275,-99.1611973
Casas_Mudafy.xlsx,Casa en Venta en Tezozomoc,"Chatines 0, Tezozomoc, Azcapotzalco, Ciudad de México",6500000.0,4.0,5.0,3.0,303.0,25.0,Azcapotzalco,"Chatines 0, Tezozomoc",19.4906267,-99.2004368
Casas_Mudafy.xlsx,Casa en Venta en Lomas de Chapultepec I Sección,"Paseo De La Reforma, Lomas de Chapultepec I Sección, Lomas de Chapultepec, Chapultepec, Miguel Hidalgo, Ciudad de México",28632500.0,3.0,3.0,10.0,1350.0,70.0,Miguel Hidalgo,"Paseo De La Reforma, Lomas de Chapultepec I Sección, Lomas de Chapultepec, Chapultepec",19.4010883,-99.2327509
Casas_Mudafy.xlsx,Casa en Venta en Cuajimalpa,"Prolongación Hidalgo, Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",17500000.0,4.0,3.0,6.0,500.0,15.0,Cuajimalpa de Morelos,"Prolongación Hidalgo, , Cuajimalpa de Morelos",19.366699,-99.2962765
Casas_Mudafy.xlsx,Casa en Venta en Del Valle Centro,"Nicolás San Juan, Del Valle Centro, Del Valle, Benito Juárez, Ciudad de México",19000000.0,4.0,4.0,3.0,451.0,13.0,Benito Juárez,"Nicolás San Juan, Del Valle Centro, Del Valle",19.384025,-99.1632705
Casas_Mudafy.xlsx,Casa en Venta en Paseos del Sur,"Pera Verdiñal, Paseos del Sur, Xochimilco, Ciudad de México",12500000.0,5.0,4.0,4.0,433.0,62.0,Xochimilco,"Pera Verdiñal, Paseos del Sur",19.2752446,-99.1247134
Casas_Mudafy.xlsx,Casa en Venta en Lomas de Bezares,"Molino Lomas De Bezares, Lomas de Bezares, Miguel Hidalgo, Ciudad de México",12750000.0,3.0,3.0,3.0,262.0,13.0,Miguel Hidalgo,"Molino Lomas De Bezares, Lomas de Bezares",19.3899292,-99.2422482
Casas_Mudafy.xlsx,Casa en Venta en Las Águilas,"Luis Kuhne, Las Águilas, Álvaro Obregón, Ciudad de México",18500000.0,3.0,3.0,5.0,736.0,41.0,Álvaro Obregón,"Luis Kuhne, , Álvaro Obregón",19.3607058,-99.2007746
Casas_Mudafy.xlsx,Casa en Venta en Bosque de las Lomas,"Bosque De Buganbilias, Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",48000000.0,4.0,3.0,8.0,900.0,13.0,Miguel Hidalgo,"Bosque De Buganbilias, Bosque de las Lomas",19.43471,-99.20091
Casas_Mudafy.xlsx,Casa en Venta en San Mateo Tlaltenango,"Muitles, San Mateo Tlaltenango, Cuajimalpa de Morelos, Ciudad de México",10500000.0,3.0,2.0,6.0,953.0,44.0,Cuajimalpa de Morelos,"Muitles, San Mateo Tlaltenango",19.3346173,-99.2794116
Casas_Mudafy.xlsx,Casa en Venta en Lomas Hidalgo,"Amatenango, Lomas Hidalgo, Tlalpan, Ciudad de México",16000000.0,3.0,3.0,6.0,1183.0,17.0,Tlalpan,"Amatenango, Lomas Hidalgo",19.2751129,-99.2165641
Casas_Mudafy.xlsx,Casa en Venta en Cuajimalpa de Morelos,"Fresnos, Cuajimalpa de Morelos, Ciudad de México",8990000.0,5.0,3.0,2.0,400.0,15.0,Cuajimalpa de Morelos,Fresnos,19.3480659,-99.2734402
Casas_Mudafy.xlsx,Casa en Venta en Santa María Tepepan,"Cercanía De Santa María Tepepan, Santa María Tepepan, Xochimilco, Ciudad de México",9800000.0,3.0,3.0,5.0,357.0,3.0,Xochimilco,"Cercanía De Santa María Tepepan, Santa María Tepepan",19.25785,-99.10513
Casas_Mudafy.xlsx,Casa en Venta en Coyoacán,"Unicornio, Coyoacán, Ciudad de México",11500000.0,4.0,4.0,3.0,321.0,20.0,Coyoacán,Unicornio,19.3569851,-99.1266028
Casas_Mudafy.xlsx,Casa en Venta en Coyoacán,"Madroño, Coyoacán, Ciudad de México",10000000.0,4.0,3.0,3.0,344.0,70.0,Coyoacán,Madroño,19.3299239,-99.142524
Casas_Mudafy.xlsx,Casa en Venta en Lomas de Vista Hermosa,"Loma Chica, Lomas de Vista Hermosa, Cuajimalpa de Morelos, Ciudad de México",18500000.0,3.0,3.0,4.0,392.0,24.0,Cuajimalpa de Morelos,"Loma Chica, Lomas de Vista Hermosa",19.3772361,-99.270409
Casas_Mudafy.xlsx,Casa en Venta en Ignacio Allende,"Paseo De Los Oyameles 0, Ignacio Allende, Azcapotzalco, Ciudad de México",5600000.0,2.0,2.0,2.0,235.5,24.0,Azcapotzalco,"Paseo De Los Oyameles 0, Ignacio Allende",19.48698,-99.18594
Casas_Mudafy.xlsx,Casa en Venta en Lomas de Bezares,"Cerrada De Bezares, Lomas de Bezares, Miguel Hidalgo, Ciudad de México",12750000.0,3.0,3.0,3.0,262.0,1.0,Miguel Hidalgo,"Cerrada De Bezares, Lomas de Bezares",19.3939243,-99.2447841
Casas_Mudafy.xlsx,Casa en Venta en Las Águilas,"Esteros, Las Águilas, Álvaro Obregón, Ciudad de México",24114000.0,3.0,3.0,4.0,977.0,9.0,Álvaro Obregón,"Esteros, , Álvaro Obregón",19.3571345,-99.201378
Casas_Mudafy.xlsx,Casa en Venta en Polanco,"Moliere, Polanco, Miguel Hidalgo, Ciudad de México",24000000.0,2.0,2.0,3.0,434.0,13.0,Miguel Hidalgo,"Moliere, Polanco",19.4341014,-99.201525
Casas_Mudafy.xlsx,Casa en Venta en Bosques de las Lomas,"Bosques De Zapotes1, Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",40000000.0,4.0,4.0,8.0,1200.0,21.0,Cuajimalpa de Morelos,"Bosques De Zapotes1, Bosques de las Lomas",19.35993,-99.29388
Casas_Mudafy.xlsx,Casa en Venta en Lomas de Bezares,"Tiro Al Pichón, Lomas de Bezares, Miguel Hidalgo, Ciudad de México",20800000.0,3.0,3.0,4.0,772.0,13.0,Miguel Hidalgo,"Tiro Al Pichón, Lomas de Bezares",19.3923541,-99.2446502
Casas_Mudafy.xlsx,Casa en Venta en Bosque de las Lomas,"Bosque De Caobas, Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",14850000.0,3.0,3.0,2.0,816.0,38.0,Miguel Hidalgo,"Bosque De Caobas, Bosque de las Lomas",19.4149429,-99.234587
Casas_Mudafy.xlsx,Casa en Venta en Polanco,"Plinio, Polanco, Miguel Hidalgo, Ciudad de México",28632500.0,3.0,3.0,4.0,560.0,25.0,Miguel Hidalgo,"Plinio, Polanco",19.4373729,-99.2054365
Casas_Mudafy.xlsx,Casa en Venta en Lomas de San Pedro,"Prol. Av. Juárez, Lomas de San Pedro, Cuajimalpa de Morelos, Ciudad de México",8850000.0,3.0,3.0,3.0,249.0,7.0,Cuajimalpa de Morelos,"Prol. Av. Juárez, Lomas de San Pedro",19.3524354,-99.288271
Casas_Mudafy.xlsx,Casa en Venta en Bosques de las Lomas,"Bosques De Las Lomas, Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",27750000.0,3.0,3.0,4.0,1000.0,15.0,Cuajimalpa de Morelos,"Bosques De Las Lomas, Bosques de las Lomas",19.3873155,-99.2518736
Casas_Mudafy.xlsx,Casa en Venta en Bosques del Pedregal,"Santa Teresa, Bosques del Pedregal, Tlalpan, Ciudad de México",11500000.0,4.0,4.0,5.0,900.0,38.0,Tlalpan,"Santa Teresa, Bosques del Pedregal",19.3009054,-99.2239551
Casas_Mudafy.xlsx,Casa en Venta en Lomas de Chapultepec I Sección,"Calle Alpes, Lomas de Chapultepec I Sección, Lomas de Chapultepec, Chapultepec, Miguel Hidalgo, Ciudad de México",28632500.0,3.0,5.0,12.0,1053.0,13.0,Miguel Hidalgo,"Calle Alpes, Lomas de Chapultepec I Sección, Lomas de Chapultepec, Chapultepec",19.41986,-99.2202
Casas_Mudafy.xlsx,Casa en Venta en Lomas de Chapultepec I Sección,"Cerrada Sierra Candela, Lomas de Chapultepec I Sección, Lomas de Chapultepec, Chapultepec, Miguel Hidalgo, Ciudad de México",18500000.0,3.0,3.0,3.0,351.0,13.0,Miguel Hidalgo,"Cerrada Sierra Candela, Lomas de Chapultepec I Sección, Lomas de Chapultepec, Chapultepec",19.4320496,-99.2111652
Casas_Mudafy.xlsx,Casa en Venta en Lomas de Chapultepec I Sección,"Monte Caucaso, Lomas de Chapultepec I Sección, Lomas de Chapultepec, Chapultepec, Miguel Hidalgo, Ciudad de México",18000000.0,3.0,3.0,2.0,314.0,15.0,Miguel Hidalgo,"Monte Caucaso, Lomas de Chapultepec I Sección, Lomas de Chapultepec, Chapultepec",19.41986,-99.2202
Casas_Mudafy.xlsx,Casa en Venta en Lomas De Las Águilas,"Picagregos, Lomas De Las Águilas, Las Águilas, Álvaro Obregón, Ciudad de México",8800000.0,3.0,2.0,2.0,178.0,16.0,Álvaro Obregón,"Picagregos, Lomas De , Las Águilas, Álvaro Obregón",19.3467009,-99.2375354
Casas_Mudafy.xlsx,Casa en Venta en Real de las Lomas,"Cercanía De Real De Las Lomas, Real de las Lomas, Miguel Hidalgo, Ciudad de México",32000000.0,3.0,3.0,4.0,483.0,15.0,Miguel Hidalgo,"Cercanía De Real De Las Lomas, Real de las Lomas",19.4071156,-99.1906167
Casas_Mudafy.xlsx,Casa en Venta en Santa Fe Cuajimalpa,"Avenida Vasco De Quiroga, Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",15500000.0,3.0,3.0,3.0,370.0,15.0,Cuajimalpa de Morelos,"Avenida Vasco De Quiroga, Santa Fe , Cuajimalpa de Morelos",19.3630589,-99.2733993
Casas_Mudafy.xlsx,Casa en Venta en Lomas Quebradas,"2da. Cerrada De San Jerónimo, Lomas Quebradas, La Magdalena Contreras, Ciudad de México",11500000.0,3.0,5.0,5.0,403.0,15.0,La Magdalena Contreras,"2da. Cerrada De San Jerónimo, Lomas Quebradas",19.3118913,-99.2341843
Casas_Mudafy.xlsx,Casa en Venta en San Nicolás Totolapan,"Cerrada De Soledad, San Nicolás Totolapan, La Magdalena Contreras, Ciudad de México",22000000.0,4.0,4.0,2.0,750.0,3.0,La Magdalena Contreras,"Cerrada De Soledad, San Nicolás Totolapan",19.2985399,-99.2373132
Casas_Mudafy.xlsx,Casa en Venta en Polanco,"Emerson, Polanco, Miguel Hidalgo, Ciudad de México",43550000.0,4.0,3.0,4.0,426.0,36.0,Miguel Hidalgo,"Emerson, Polanco",19.4356068,-99.1887981
Casas_Mudafy.xlsx,Casa en Venta en Roma Norte,"Colima, Roma Norte, Roma, Cuauhtémoc, Ciudad de México",14825000.0,3.0,3.0,4.0,1520.0,18.5,Cuauhtémoc,"Colima, Roma Norte, Roma",19.4209335,-99.1570626
Casas_Mudafy.xlsx,Casa en Venta en Lomas de San Ángel Inn,"3ra. Cerrada Del Vergel, Lomas de San Ángel Inn, Álvaro Obregón, Ciudad de México",16200000.0,4.0,4.0,2.0,410.0,9.0,Álvaro Obregón,"3ra. Cerrada Del Vergel, Lomas de  Inn, Álvaro Obregón",19.3455971,-99.207574
Casas_Mudafy.xlsx,Casa en Venta en Peña Pobre,"Camino A Santa Teresa, Peña Pobre, Tlalpan, Ciudad de México",49000000.0,4.0,4.0,4.0,1000.0,17.0,Tlalpan,"Camino A Santa Teresa, Peña Pobre",19.2960408,-99.1885266
Casas_Mudafy.xlsx,Casa en Venta en Jesús del Monte,"San José De Los Cedros, Jesús del Monte, Cuajimalpa de Morelos, Ciudad de México",4800000.0,5.0,3.0,2.0,232.0,36.0,Cuajimalpa de Morelos,"San José De Los Cedros, Jesús del Monte",19.3636591,-99.2871573
Casas_Mudafy.xlsx,Casa en Venta en Miguel Hidalgo,"Rosaleda, Miguel Hidalgo, Ciudad de México",46250000.0,4.0,4.0,4.0,1240.0,27.0,Miguel Hidalgo,Rosaleda,19.3987243,-99.2264604
Casas_Mudafy.xlsx,Casa en Venta en Jardines del Pedregal,"Agua, Jardines del Pedregal, Álvaro Obregón, Ciudad de México",19500000.0,4.0,4.0,7.0,817.0,9.0,Álvaro Obregón,"Agua, , Álvaro Obregón",19.3151279,-99.2056327
Casas_Mudafy.xlsx,Casa en Venta en Bosques de las Lomas,"Bosque De Ombues, Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",33300000.0,3.0,3.0,6.0,548.0,23.0,Cuajimalpa de Morelos,"Bosque De Ombues, Bosques de las Lomas",19.35993,-99.29388
Casas_Mudafy.xlsx,Casa en Venta en Chimalcoyoc,"El Rosal, Chimalcoyoc, Tlalpan, Ciudad de México",6590000.0,4.0,4.0,2.0,362.0,17.0,Tlalpan,"El Rosal, Chimalcoyoc",19.29707,-99.16787
Casas_Mudafy.xlsx,Casa en Venta en Lomas de Chapultepec I Sección,"Sierra Vertientes, Lomas de Chapultepec I Sección, Lomas de Chapultepec, Chapultepec, Miguel Hidalgo, Ciudad de México",39000000.0,4.0,3.0,4.0,553.0,13.0,Miguel Hidalgo,"Sierra Vertientes, Lomas de Chapultepec I Sección, Lomas de Chapultepec, Chapultepec",19.41986,-99.2202
Casas_Mudafy.xlsx,Casa en Venta en San Diego Ocoyoacac,"Hacienda San Martin, San Diego Ocoyoacac, Miguel Hidalgo, Ciudad de México",49000000.0,4.0,5.0,5.0,750.0,14.0,Miguel Hidalgo,"Hacienda San Martin, San Diego Ocoyoacac",19.43471,-99.20091
Casas_Mudafy.xlsx,Casa en Venta en Bosque de las Lomas,"Bosque De Guanábanos, Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",30525000.0,3.0,3.0,4.0,630.0,13.0,Miguel Hidalgo,"Bosque De Guanábanos, Bosque de las Lomas",19.43471,-99.20091
Casas_Mudafy.xlsx,Casa en Venta en Bosques de las Lomas,"Bosques De Manzanos, Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",25000000.0,2.0,3.0,3.0,800.0,33.0,Cuajimalpa de Morelos,"Bosques De Manzanos, Bosques de las Lomas",19.35993,-99.29388
Casas_Mudafy.xlsx,Casa en Venta en Ignacio Allende,"Piedralta Residencial, Ignacio Allende, Azcapotzalco, Ciudad de México",4450000.0,3.0,2.0,2.0,250.0,24.0,Azcapotzalco,"Piedralta Residencial, Ignacio Allende",19.48698,-99.18594
Casas_Mudafy.xlsx,Casa en Venta en Bosque de las Lomas,"Bosque Del Olivo, Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",28632500.0,4.0,4.0,6.0,1180.0,13.0,Miguel Hidalgo,"Bosque Del Olivo, Bosque de las Lomas",19.43471,-99.20091
Casas_Mudafy.xlsx,Casa en Venta en Los Reyes,"Nezahualpilli, Los Reyes, Tláhuac, Ciudad de México",2800000.0,4.0,2.0,2.0,256.0,23.0,Tláhuac,"Nezahualpilli, Los Reyes",19.2656396,-99.015374
Casas_Mudafy.xlsx,Casa en Venta en San Miguel Chapultepec I Sección,"Agustin Vicente Eguia 0, San Miguel Chapultepec I Sección, Chapultepec, Miguel Hidalgo, Ciudad de México",8999000.0,3.0,5.0,2.0,185.0,30.0,Miguel Hidalgo,"Agustin Vicente Eguia 0, San Miguel Chapultepec I Sección, Chapultepec",19.20216,-99.56176
Casas_Mudafy.xlsx,Casa en Venta en Valle de Tepepan,"Cerrada De Arenal, Valle de Tepepan, Tlalpan, Ciudad de México",32000000.0,5.0,4.0,5.0,389.0,57.0,Tlalpan,"Cerrada De Arenal, Valle de Tepepan",19.2813042,-99.145289
Casas_Mudafy.xlsx,Casa en Venta en Tablas de San Lorenzo,"Ascasuchil, Tablas de San Lorenzo, Xochimilco, Ciudad de México",4500000.0,3.0,2.0,3.0,236.0,33.0,Xochimilco,"Ascasuchil, Tablas de San Lorenzo",19.25785,-99.10513
Casas_Mudafy.xlsx,Casa en Venta en San Mateo Tlaltenango,"Avenida De Los Poetas, San Mateo Tlaltenango, Cuajimalpa de Morelos, Ciudad de México",38000000.0,3.0,4.0,6.0,619.0,7.0,Cuajimalpa de Morelos,"Avenida De Los Poetas, San Mateo Tlaltenango",19.35993,-99.29388
Casas_Mudafy.xlsx,Casa en Venta en Del Valle Centro,"Cercanía De Del Valle Centro, Del Valle Centro, Del Valle, Benito Juárez, Ciudad de México",17500000.0,3.0,4.0,3.0,350.0,2.0,Benito Juárez,"Cercanía De Del Valle Centro, Del Valle Centro, Del Valle",19.3727,-99.1564
Casas_Mudafy.xlsx,Casa en Venta en Lomas de Chapultepec I Sección,"Plan De Barrancas, Lomas de Chapultepec I Sección, Lomas de Chapultepec, Chapultepec, Miguel Hidalgo, Ciudad de México",37000000.0,4.0,4.0,4.0,800.0,42.0,Miguel Hidalgo,"Plan De Barrancas, Lomas de Chapultepec I Sección, Lomas de Chapultepec, Chapultepec",19.4023306,-99.2299675
Casas_Mudafy.xlsx,Casa en Venta en Xoco,"Plaza M De Luyando, Xoco, Benito Juárez, Ciudad de México",21000000.0,4.0,5.0,6.0,452.0,13.0,Benito Juárez,"Plaza M De Luyando, Xoco",19.3727,-99.1564
Casas_Mudafy.xlsx,Casa en Venta en Valle Escondido,"Cerrada Tehuixtle, Valle Escondido, Tlalpan, Ciudad de México",18000000.0,3.0,3.0,6.0,890.0,19.0,Tlalpan,"Cerrada Tehuixtle, Valle Escondido",19.2784094,-99.1455508
Casas_Mudafy.xlsx,Casa en Venta en Del Carmen,"Madrid, Del Carmen, Coyoacán, Ciudad de México",40000000.0,4.0,3.0,3.0,655.0,40.0,Coyoacán,"Madrid, Del Carmen",19.3569269,-99.1662107
Casas_Mudafy.xlsx,Casa en Venta en Valle Escondido,"Cerrada De Tehuixtle, Valle Escondido, Tlalpan, Ciudad de México",12250000.0,3.0,4.0,4.0,745.0,33.0,Tlalpan,"Cerrada De Tehuixtle, Valle Escondido",19.29707,-99.16787
Casas_Mudafy.xlsx,Casa en Venta en Lomas De Las Águilas,"Picagregos, Lomas De Las Águilas, Las Águilas, Álvaro Obregón, Ciudad de México",13500000.0,2.0,3.0,4.0,365.0,5.0,Álvaro Obregón,"Picagregos, Lomas De , Las Águilas, Álvaro Obregón",19.3467009,-99.2375354
Casas_Mudafy.xlsx,Casa en Venta en San Miguel Topilejo,"Kilometro 31 Carretera Federal, San Miguel Topilejo, Tlalpan, Ciudad de México",11500000.0,3.0,5.0,4.0,389.0,17.0,Tlalpan,"Kilometro 31 Carretera Federal, San Miguel Topilejo",19.29707,-99.16787
Casas_Mudafy.xlsx,Casa en Venta en Bosques de las Lomas,"Bosques De Helechos, Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",26000000.0,3.0,3.0,4.0,617.0,15.0,Cuajimalpa de Morelos,"Bosques De Helechos, Bosques de las Lomas",19.35993,-99.29388
Casas_Mudafy.xlsx,Casa en Venta en Polanco,"Sofocles, Polanco, Miguel Hidalgo, Ciudad de México",45000000.0,3.0,3.0,3.0,550.0,50.0,Miguel Hidalgo,"Sofocles, Polanco",19.4354345,-99.2047755
Casas_Mudafy.xlsx,Casa en Venta en San Lorenzo Acopilco,"Monte De Las Cruces, San Lorenzo Acopilco, Cuajimalpa de Morelos, Ciudad de México",16900000.0,3.0,3.0,5.0,883.0,15.0,Cuajimalpa de Morelos,"Monte De Las Cruces, San Lorenzo Acopilco",19.3244689,-99.3239733
Casas_Mudafy.xlsx,Casa en Venta en Bosques de las Lomas,"Icacos, Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",17000000.0,3.0,3.0,3.0,508.0,31.0,Cuajimalpa de Morelos,"Icacos, Bosques de las Lomas",19.3928373,-99.2530407
