source,title,location,renta_mensual,rooms,bathrooms,parking_spaces,area,antiguedad,alcaldia,colonia_o_municipio,latitud,longitud,url
mercadolibre_rentas,Departamento en Renta,"Cuauhtémoc, Distrito Federal",36900.0,2,2,1,71.0,30.0,Cuauhtémoc,Cuauhtémoc,19.4326296,-99.1331785,https://departamento.mercadolibre.com.mx/MLM-2939378947-renta-departamento-zona-reforma-opcion-renta-amueblado-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=31&type=item&tracking_id=e83cb510-286c-4ea9-9bdb-cd3bd9432e10
mercadolibre_rentas,Departamento en Renta,"Tabacalera, Cuauhtémoc, Distrito Federal",36900.0,2,2,1,71.0,30.0,Cuauhtémoc,Tabacalera,19.4360737,-99.1539172,https://departamento.mercadolibre.com.mx/MLM-2939517653-renta-departamento-zona-reforma-opcion-renta-amueblado-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=32&type=item&tracking_id=e83cb510-286c-4ea9-9bdb-cd3bd9432e10
mercadolibre_rentas,Departamento en Renta,"Origina Santa Fe, Reforma, Cuajimalpa De Morelos, Distrito Federal",55000.0,3,3,2,158.0,30.0,Reforma,Origina Santa Fe,19.3249286,-99.0896825,https://departamento.mercadolibre.com.mx/MLM-5379237320-departamento-en-renta-en-contadero-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=33&type=item&tracking_id=e83cb510-286c-4ea9-9bdb-cd3bd9432e10
mercadolibre_rentas,Departamento en Renta,"Tabacalera, Cuauhtémoc, Distrito Federal",37100.0,2,2,1,78.0,30.0,Cuauhtémoc,Tabacalera,19.4360737,-99.1539172,https://departamento.mercadolibre.com.mx/MLM-5362817556-renta-departamento-zona-reforma-opcion-renta-amueblado-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=34&type=item&tracking_id=e83cb510-286c-4ea9-9bdb-cd3bd9432e10
mercadolibre_rentas,Departamento en Renta,"Roma Norte, Cuauhtémoc, Distrito Federal",28500.0,1,1,1,80.0,30.0,Cuauhtémoc,Roma Norte,19.4183227,-99.1625655,https://departamento.mercadolibre.com.mx/MLM-2939378833-renta-departamento-amueblado-y-equipado-tipo-loft-muy-iluminado-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=35&type=item&tracking_id=e83cb510-286c-4ea9-9bdb-cd3bd9432e10
mercadolibre_rentas,Departamento en Renta,"Cuauhtémoc, Distrito Federal",26800.0,1,1,1,53.0,30.0,Cuauhtémoc,Cuauhtémoc,19.4326296,-99.1331785,https://departamento.mercadolibre.com.mx/MLM-5362817514-renta-departamento-zona-reforma-opcion-renta-amueblado-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=36&type=item&tracking_id=e83cb510-286c-4ea9-9bdb-cd3bd9432e10
mercadolibre_rentas,Departamento en Renta,"Lomas De Sotelo, Miguel Hidalgo, Distrito Federal",16700.0,1,1,1,40.0,30.0,Miguel Hidalgo,Lomas De Sotelo,19.4497398,-99.2150977,https://departamento.mercadolibre.com.mx/MLM-2939517579-renta-departamento-amueblado-opcional-toreo-5min-carso-ampliacion-granada-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=37&type=item&tracking_id=e83cb510-286c-4ea9-9bdb-cd3bd9432e10
mercadolibre_rentas,Departamento en Renta,"Granada, Miguel Hidalgo, Distrito Federal",36000.0,1,1,1,52.0,30.0,Miguel Hidalgo,Granada,19.4402557,-99.1926322,https://departamento.mercadolibre.com.mx/MLM-2939378883-renta-lago-andromaco-opcion-amueblados-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=38&type=item&tracking_id=e83cb510-286c-4ea9-9bdb-cd3bd9432e10
mercadolibre_rentas,Departamento en Renta,"Polanco, Miguel Hidalgo, Distrito Federal",84000.0,3,3,2,260.0,30.0,Miguel Hidalgo,Polanco,19.43353,-99.190915,https://departamento.mercadolibre.com.mx/MLM-2945247165-polanco-aristoteles-departamento-en-renta-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=39&type=item&tracking_id=e83cb510-286c-4ea9-9bdb-cd3bd9432e10
mercadolibre_rentas,Departamento en Renta,"Cuauhtémoc, Distrito Federal",37100.0,2,2,1,78.0,30.0,Cuauhtémoc,Cuauhtémoc,19.4326296,-99.1331785,https://departamento.mercadolibre.com.mx/MLM-2939378949-renta-departamento-zona-reforma-opcion-renta-amueblado-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=40&type=item&tracking_id=e83cb510-286c-4ea9-9bdb-cd3bd9432e10
mercadolibre_rentas,Departamento en Renta,"Roma Norte, Cuauhtémoc, Distrito Federal",34500.0,1,1,1,51.0,30.0,Cuauhtémoc,Roma Norte,19.4183227,-99.1625655,https://departamento.mercadolibre.com.mx/MLM-2939378875-renta-exclusivo-departamento-en-excelente-ubicacion-opcion-renta-amueblado-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=41&type=item&tracking_id=e83cb510-286c-4ea9-9bdb-cd3bd9432e10
mercadolibre_rentas,Departamento en Renta,"Del Valle Norte, Benito Juárez, Distrito Federal",44000.0,3,2,2,160.0,30.0,Benito Juárez,Del Valle Norte,19.3788814,-99.1587376,https://departamento.mercadolibre.com.mx/MLM-5362817526-renta-departamento-del-valle-norte--_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=42&type=item&tracking_id=e83cb510-286c-4ea9-9bdb-cd3bd9432e10
mercadolibre_rentas,Departamento en Renta,"Lomas De Sotelo, Miguel Hidalgo, Distrito Federal",21500.0,1,1,1,52.0,30.0,Miguel Hidalgo,Lomas De Sotelo,19.4497398,-99.2150977,https://departamento.mercadolibre.com.mx/MLM-2939378897-renta-departamento-amueblado-opcional-toreo-5min-carso-ampliacion-granada-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=43&type=item&tracking_id=e83cb510-286c-4ea9-9bdb-cd3bd9432e10
