SKU,Titulo,Renta_MXN,Area_m2,Recamaras,Banos,Estacionamientos,Ubicacion,Alcaldia,Pagina_Origen,URL
41032-73-f2834f200e50-41ab-19e425e-9eb1-7306,Departamento en Renta en Irrigación,85000,305,2,2,2,"Irrigación, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,9,https://www.lamudi.com.mx/detalle/41032-73-f2834f200e50-41ab-19e425e-9eb1-7306
41032-73-94f9daa79c79-a5b2-19df5dd-bcd6-7ee4,Departamento en Renta en Bosque de las Lomas,99000,210,3,3,2,"Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,9,https://www.lamudi.com.mx/detalle/41032-73-94f9daa79c79-a5b2-19df5dd-bcd6-7ee4
41032-73-d6c8f33d75b1-7dcb-19dbd76-983f-7582,Departamento en Renta en Polanco,65000,120,2,2,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,9,https://www.lamudi.com.mx/detalle/41032-73-d6c8f33d75b1-7dcb-19dbd76-983f-7582
41032-73-1f0e0e497f5f-6aa9-19dd6fc-9ae1-7162,Departamento en Renta en San José Insurgentes,45000,102,1,2,1,"San José Insurgentes, Benito Juárez, Ciudad de México",Benito Juárez,9,https://www.lamudi.com.mx/detalle/41032-73-1f0e0e497f5f-6aa9-19dd6fc-9ae1-7162
41032-73-462f5eb42d46-8f84-19e4322-a86c-7607,Departamento en Renta en Lomas de San Ángel Inn,19800,120,3,2,1,"Lomas de San Ángel Inn, Álvaro Obregón, Ciudad de México",Álvaro Obregón,9,https://www.lamudi.com.mx/detalle/41032-73-462f5eb42d46-8f84-19e4322-a86c-7607
41032-73-1db97ca10d3d-2839-19e0589-9b24-724e,Departamento en Renta en Xoco,36000,68,2,1,1,"Xoco, Benito Juárez, Ciudad de México",Benito Juárez,9,https://www.lamudi.com.mx/detalle/41032-73-1db97ca10d3d-2839-19e0589-9b24-724e
41032-73-e9ee297d4ded-17c6-19e42e9-b6f8-7098,Departamento en Renta en Lomas de Chapultepec,88000,264,3,3,2,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,9,https://www.lamudi.com.mx/detalle/41032-73-e9ee297d4ded-17c6-19e42e9-b6f8-7098
41032-73-5b8c306ddd30-56f8-19d421b-a0ce-7757,Departamento en Renta en Anzures,22000,40,1,1,1,"Anzures, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,9,https://www.lamudi.com.mx/detalle/41032-73-5b8c306ddd30-56f8-19d421b-a0ce-7757
41032-73-84de67de966c-6727-19ca737-929a-743f,Departamento en Renta en Anahuac I Sección,27000,78,2,2,2,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,9,https://www.lamudi.com.mx/detalle/41032-73-84de67de966c-6727-19ca737-929a-743f
41032-73-d8d16c4ef0f0-2f2d-19e0805-9df1-72e4,Departamento en Renta en Cuauhtémoc,36000,77,2,2,1,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",Cuauhtémoc,9,https://www.lamudi.com.mx/detalle/41032-73-d8d16c4ef0f0-2f2d-19e0805-9df1-72e4
41032-73-2d8da66e974b-ec0-19c7111-a23c-7f32,Departamento en Renta en Xoco,29000,80,1,2,1,"Xoco, Benito Juárez, Ciudad de México",Benito Juárez,9,https://www.lamudi.com.mx/detalle/41032-73-2d8da66e974b-ec0-19c7111-a23c-7f32
41032-73-f6938a82df91-5bcf-19abb5e-c015-7f60,Departamento en Renta en Xoco,39000,100,3,2,2,"Xoco, Benito Juárez, Ciudad de México",Benito Juárez,9,https://www.lamudi.com.mx/detalle/41032-73-f6938a82df91-5bcf-19abb5e-c015-7f60
41032-73-9b7d7b290db8-8880-19e2978-9495-76fe,Departamento en Renta en Polanco,38000,70,1,1,1,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,9,https://www.lamudi.com.mx/detalle/41032-73-9b7d7b290db8-8880-19e2978-9495-76fe
41032-73-74207b61912c-1f6c-19df5f0-9644-7311,Departamento en Renta en Escandón I Sección,30000,80,2,1,0,"Escandón I Sección, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,9,https://www.lamudi.com.mx/detalle/41032-73-74207b61912c-1f6c-19df5f0-9644-7311
41032-73-da6c3334791e-89ab-19abb5e-8d3d-71dd,Departamento en Renta en Xoco,62000,188,3,3,2,"Xoco, Benito Juárez, Ciudad de México",Benito Juárez,9,https://www.lamudi.com.mx/detalle/41032-73-da6c3334791e-89ab-19abb5e-8d3d-71dd
41032-73-6c8818cbabd0-1c8d-1927ee4-922b-7c01,Departamento en Renta en Santa Fe,25900,84,1,1,2,"Santa Fe, Álvaro Obregón, Ciudad de México",Álvaro Obregón,9,https://www.lamudi.com.mx/detalle/41032-73-6c8818cbabd0-1c8d-1927ee4-922b-7c01
41032-73-fc818be06eaa-3c13-192f45b-b888-7f2d,Loft en Renta en Santa Fe Cuajimalpa,28000,55,0,1,1,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,9,https://www.lamudi.com.mx/detalle/41032-73-fc818be06eaa-3c13-192f45b-b888-7f2d
41032-73-afdc7501efcc-e7a1-19d8a4a-ae5b-7694,Departamento en Renta en Santa Fe,25900,80,1,1,2,"Santa Fe, Álvaro Obregón, Ciudad de México",Álvaro Obregón,9,https://www.lamudi.com.mx/detalle/41032-73-afdc7501efcc-e7a1-19d8a4a-ae5b-7694
41032-73-c855df5a4f67-4b67-19ce8d9-96e9-71e8,Loft en Renta en Santa Fe Cuajimalpa,29900,70,1,1,1,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,9,https://www.lamudi.com.mx/detalle/41032-73-c855df5a4f67-4b67-19ce8d9-96e9-71e8
41032-73-554e2e2d384-9a6a-19ac844-8c27-7488,Loft en Renta en Santa Fe Cuajimalpa,28900,67,1,1,1,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,9,https://www.lamudi.com.mx/detalle/41032-73-554e2e2d384-9a6a-19ac844-8c27-7488
41032-73-63e2c0f6fa2c-b197-19e19fa-8a65-75d7,Departamento en Renta en El Yaqui,29500,87,2,2,2,"El Yaqui, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,9,https://www.lamudi.com.mx/detalle/41032-73-63e2c0f6fa2c-b197-19e19fa-8a65-75d7
41032-73-94aa0aba7368-ec5d-19e53aa-940e-7069,Departamento en Renta en Prado Coapa 2A Sección,17000,90,3,2,1,"Prado Coapa 2A Sección, Tlalpan, Ciudad de México",Tlalpan,9,https://www.lamudi.com.mx/detalle/41032-73-94aa0aba7368-ec5d-19e53aa-940e-7069
41032-73-e738f95c4772-981e-19d8a1d-b751-717e,Departamento en Renta en Narvarte,24500,87,2,2,2,"Narvarte, Benito Juárez, Ciudad de México",Benito Juárez,9,https://www.lamudi.com.mx/detalle/41032-73-e738f95c4772-981e-19d8a1d-b751-717e
41032-73-75f167eaff19-e98-19c505d-938f-75e0,Departamento en Renta en Manzanastitla,25000,116,3,2,0,"Manzanastitla, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,9,https://www.lamudi.com.mx/detalle/41032-73-75f167eaff19-e98-19c505d-938f-75e0
41032-73-b36a0bdf4441-715-19d79a7-b4fd-7797,Departamento en Renta en Industrial Vallejo,12500,0,0,0,0,"Industrial Vallejo, Azcapotzalco, Ciudad de México",Azcapotzalco,9,https://www.lamudi.com.mx/detalle/41032-73-b36a0bdf4441-715-19d79a7-b4fd-7797
41032-73-797177e33310-488a-19e18a7-bc07-70d2,Departamento en Renta en Juárez,14500,33,1,1,0,"Juárez, Cuauhtémoc, Ciudad de México",Cuauhtémoc,9,https://www.lamudi.com.mx/detalle/41032-73-797177e33310-488a-19e18a7-bc07-70d2
41032-73-a766ddda0843-3337-19d3c80-887e-7dc4,Departamento en Renta en Santa Cruz Atoyac,30000,70,2,2,2,"Santa Cruz Atoyac, Benito Juárez, Ciudad de México",Benito Juárez,10,https://www.lamudi.com.mx/detalle/41032-73-a766ddda0843-3337-19d3c80-887e-7dc4
41032-73-b9715a6af74d-96e6-19e2a25-80c8-7244,Departamento en Renta en Aeronáutica Militar,12000,61,2,1,0,"Aeronáutica Militar, Venustiano Carranza, Ciudad de México",Venustiano Carranza,10,https://www.lamudi.com.mx/detalle/41032-73-b9715a6af74d-96e6-19e2a25-80c8-7244
41032-73-745286fc89e5-e8ca-19e4c5a-a154-7758,Departamento en Renta en Aeronáutica Militar,10000,72,2,1,0,"Aeronáutica Militar, Venustiano Carranza, Ciudad de México",Venustiano Carranza,10,https://www.lamudi.com.mx/detalle/41032-73-745286fc89e5-e8ca-19e4c5a-a154-7758
41032-73-b4e4d05673b5-8547-19dccd5-b131-754c,Loft en Renta en Roma Norte,13000,48,1,1,0,"Roma Norte, Cuauhtémoc, Ciudad de México",Cuauhtémoc,10,https://www.lamudi.com.mx/detalle/41032-73-b4e4d05673b5-8547-19dccd5-b131-754c
41032-73-d4006e50771f-3ea-19d6467-8429-7295,Departamento en Renta en San Angel,29000,152,3,2,0,"San Angel, Álvaro Obregón, Ciudad de México",Álvaro Obregón,10,https://www.lamudi.com.mx/detalle/41032-73-d4006e50771f-3ea-19d6467-8429-7295
41032-73-70f7f2065b66-c7ed-199780f-b0b7-7b1c,Departamento en Renta en Polanco,180000,346,3,3,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,10,https://www.lamudi.com.mx/detalle/41032-73-70f7f2065b66-c7ed-199780f-b0b7-7b1c
41032-73-af7006d4829c-dd9c-19952f1-86b6-7ceb,Departamento en Renta en Polanco,100000,310,2,2,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,10,https://www.lamudi.com.mx/detalle/41032-73-af7006d4829c-dd9c-19952f1-86b6-7ceb
41032-73-96317fc5ed20-3e74-19df889-bd2a-78d1,Departamento en Renta en Condesa,52000,85,2,1,0,"Condesa, Cuauhtémoc, Ciudad de México",Cuauhtémoc,10,https://www.lamudi.com.mx/detalle/41032-73-96317fc5ed20-3e74-19df889-bd2a-78d1
41032-73-c38c0a81e3c5-25ad-19ddeb6-8ddb-7eac,Departamento en Renta en Condesa,23000,40,0,1,1,"Condesa, Cuauhtémoc, Ciudad de México",Cuauhtémoc,10,https://www.lamudi.com.mx/detalle/41032-73-c38c0a81e3c5-25ad-19ddeb6-8ddb-7eac
41032-73-578bbf7d830-8716-19c7242-a4ea-75db,Departamento en Renta en Anahuac I Sección,19000,46,1,1,1,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,10,https://www.lamudi.com.mx/detalle/41032-73-578bbf7d830-8716-19c7242-a4ea-75db
41032-73-6145a294ed2d-c7e5-19e0810-9804-77a2,Departamento en Renta en Bosques de las Lomas,65000,200,2,2,3,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,10,https://www.lamudi.com.mx/detalle/41032-73-6145a294ed2d-c7e5-19e0810-9804-77a2
41032-73-73c10a874019-98fb-19df0b8-bda9-71d4,Departamento en Renta en Roma Norte,45000,142,2,2,1,"Roma Norte, Cuauhtémoc, Ciudad de México",Cuauhtémoc,10,https://www.lamudi.com.mx/detalle/41032-73-73c10a874019-98fb-19df0b8-bda9-71d4
41032-73-b98f12091fc7-ef11-19cbee1-8955-7e58,Departamento en Renta en Ampliación Granada,55000,103,3,2,2,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,10,https://www.lamudi.com.mx/detalle/41032-73-b98f12091fc7-ef11-19cbee1-8955-7e58
41032-73-d711e4af8388-d62c-196b1a0-814a-7f2f,Departamento en Renta en Granada,58000,116,2,2,2,"Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,10,https://www.lamudi.com.mx/detalle/41032-73-d711e4af8388-d62c-196b1a0-814a-7f2f
41032-73-df98b02c08f8-1dcb-19ddeb6-8292-7b5e,Departamento en Renta en Roma Norte,20000,28,1,1,0,"Roma Norte, Cuauhtémoc, Ciudad de México",Cuauhtémoc,10,https://www.lamudi.com.mx/detalle/41032-73-df98b02c08f8-1dcb-19ddeb6-8292-7b5e
41032-73-1babb7c26bb9-49b7-19d758b-8b8e-7055,Departamento en Renta en Roma Norte,30000,75,2,2,0,"Roma Norte, Cuauhtémoc, Ciudad de México",Cuauhtémoc,10,https://www.lamudi.com.mx/detalle/41032-73-1babb7c26bb9-49b7-19d758b-8b8e-7055
41032-73-f6b26065f39a-d950-19e0072-a2f2-745b,Departamento en Renta en Roma Norte,20000,34,0,1,0,"Roma Norte, Cuauhtémoc, Ciudad de México",Cuauhtémoc,10,https://www.lamudi.com.mx/detalle/41032-73-f6b26065f39a-d950-19e0072-a2f2-745b
41032-73-bf03d506c593-3bc7-19d9927-9529-753f,Departamento en Renta en San Lorenzo Tlaltenango,15500,51,2,1,1,"San Lorenzo Tlaltenango, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,10,https://www.lamudi.com.mx/detalle/41032-73-bf03d506c593-3bc7-19d9927-9529-753f
41032-73-85d4b6e05282-97d3-19cb6ba-aef6-7062,Loft en Renta en Jardines del Pedregal,24500,55,1,1,1,"Jardines del Pedregal, Álvaro Obregón, Ciudad de México",Álvaro Obregón,10,https://www.lamudi.com.mx/detalle/41032-73-85d4b6e05282-97d3-19cb6ba-aef6-7062
41032-73-bbcf8b0d3d1f-f698-19b4915-b294-7b08,Departamento en Renta en Olivar de los Padres,37150,210,2,2,2,"Olivar de los Padres, Álvaro Obregón, Ciudad de México",Álvaro Obregón,10,https://www.lamudi.com.mx/detalle/41032-73-bbcf8b0d3d1f-f698-19b4915-b294-7b08
41032-73-fbdc87e164a6-52f6-19dfda1-94ff-731d,Departamento en Renta en Olivar de los Padres,17500,70,2,2,2,"Olivar de los Padres, Álvaro Obregón, Ciudad de México",Álvaro Obregón,10,https://www.lamudi.com.mx/detalle/41032-73-fbdc87e164a6-52f6-19dfda1-94ff-731d
41032-73-9d2b637988a-9889-19cbbc0-aa24-7516,Departamento en Renta en Napoles,36000,135,3,2,0,"Napoles, Benito Juárez, Ciudad de México",Benito Juárez,10,https://www.lamudi.com.mx/detalle/41032-73-9d2b637988a-9889-19cbbc0-aa24-7516
41032-73-25eaad7f6ad3-718e-19cdad7-bc54-7e82,Departamento en Renta en Olivar de los Padres,37000,210,2,2,2,"Olivar de los Padres, Álvaro Obregón, Ciudad de México",Álvaro Obregón,10,https://www.lamudi.com.mx/detalle/41032-73-25eaad7f6ad3-718e-19cdad7-bc54-7e82
41032-73-44a9b4baadcd-a80e-19c9003-96c5-7f1c,Departamento en Renta en Bosques de las Lomas,53000,138,3,3,3,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,10,https://www.lamudi.com.mx/detalle/41032-73-44a9b4baadcd-a80e-19c9003-96c5-7f1c
41032-73-3524f4774ac7-7b4e-19e52c6-b6a2-7853,Departamento en Renta en Bosques de las Lomas,58250,179,3,3,3,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,10,https://www.lamudi.com.mx/detalle/41032-73-3524f4774ac7-7b4e-19e52c6-b6a2-7853
41032-73-e5e5e833ea88-ecfa-19e3fd4-864d-7055,Departamento en Renta en Polanco,85000,168,2,2,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,10,https://www.lamudi.com.mx/detalle/41032-73-e5e5e833ea88-ecfa-19e3fd4-864d-7055
41032-73-c8aee88930c-ca23-19db323-bf32-75f3,Departamento en Renta en Bosques de las Lomas,59000,205,3,4,4,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,10,https://www.lamudi.com.mx/detalle/41032-73-c8aee88930c-ca23-19db323-bf32-75f3
41032-73-6ce56f726b90-6c80-19e52c6-8440-718d,Departamento en Renta en Bosques de las Lomas,43766,138,3,3,3,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,10,https://www.lamudi.com.mx/detalle/41032-73-6ce56f726b90-6c80-19e52c6-8440-718d
41032-73-348e7a4ec1c5-3a69-19de67f-9560-786f,Departamento en Renta en Polanco,88000,150,2,2,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,10,https://www.lamudi.com.mx/detalle/41032-73-348e7a4ec1c5-3a69-19de67f-9560-786f
41032-73-dd6948341d46-f1eb-19d8634-a297-78b8,Departamento en Renta en Condesa,55000,92,2,2,2,"Condesa, Cuauhtémoc, Ciudad de México",Cuauhtémoc,11,https://www.lamudi.com.mx/detalle/41032-73-dd6948341d46-f1eb-19d8634-a297-78b8
41032-73-963a1103573f-eb38-19e18ac-b4bb-70f1,Departamento en Renta en Roma Norte,23000,60,2,2,1,"Roma Norte, Cuauhtémoc, Ciudad de México",Cuauhtémoc,11,https://www.lamudi.com.mx/detalle/41032-73-963a1103573f-eb38-19e18ac-b4bb-70f1
41032-73-36082f67ed88-4185-1958597-bb19-778f,Departamento en Renta en Polanco,5500,160,2,3,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,11,https://www.lamudi.com.mx/detalle/41032-73-36082f67ed88-4185-1958597-bb19-778f
41032-73-d36a2dcb38b1-4a03-1958597-b4da-7ceb,Departamento en Renta en Cuauhtémoc,39000,135,2,2,1,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",Cuauhtémoc,11,https://www.lamudi.com.mx/detalle/41032-73-d36a2dcb38b1-4a03-1958597-b4da-7ceb
41032-73-43cb9eb824c8-f78f-19cd5bd-a472-74b2,Departamento en Renta en El Yaqui,29000,91,2,2,2,"El Yaqui, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,11,https://www.lamudi.com.mx/detalle/41032-73-43cb9eb824c8-f78f-19cd5bd-a472-74b2
41032-73-65ed809f52d5-8455-19bc93a-9f84-71f4,Departamento en Renta en Ciudad Jardín,22000,70,2,1,1,"Ciudad Jardín, Coyoacán, Ciudad de México",Coyoacán,11,https://www.lamudi.com.mx/detalle/41032-73-65ed809f52d5-8455-19bc93a-9f84-71f4
41032-73-98cda6bcfcc5-6dfd-19866e4-ba95-7619,Departamento en Renta en Ex-ejido Santa Ursula Coapa,25000,126,3,2,1,"Ex-ejido Santa Ursula Coapa, Coyoacán, Ciudad de México",Coyoacán,11,https://www.lamudi.com.mx/detalle/41032-73-98cda6bcfcc5-6dfd-19866e4-ba95-7619
41032-73-20dfcf472bc1-fa4a-19e2e92-815d-7329,Departamento en Renta en Juárez,70000,143,2,2,2,"Juárez, Cuauhtémoc, Ciudad de México",Cuauhtémoc,11,https://www.lamudi.com.mx/detalle/41032-73-20dfcf472bc1-fa4a-19e2e92-815d-7329
41032-73-3de485cbc7b-af85-19c593f-9523-74c5,Departamento en Renta en Napoles,45000,170,2,2,2,"Napoles, Benito Juárez, Ciudad de México",Benito Juárez,11,https://www.lamudi.com.mx/detalle/41032-73-3de485cbc7b-af85-19c593f-9523-74c5
41032-73-443f08ebb876-6db4-19da38a-a52e-7538,Estudio en Renta en Barrio Santa Catarina,14800,40,1,1,0,"Barrio Santa Catarina, Coyoacán, Ciudad de México",Coyoacán,11,https://www.lamudi.com.mx/detalle/41032-73-443f08ebb876-6db4-19da38a-a52e-7538
41032-73-806696b055f0-7e0f-19d92f5-8da9-7e9c,Departamento en Renta en Napoles,55000,160,3,3,2,"Napoles, Benito Juárez, Ciudad de México",Benito Juárez,11,https://www.lamudi.com.mx/detalle/41032-73-806696b055f0-7e0f-19d92f5-8da9-7e9c
41032-73-bce53a055458-3ad4-19e4d9f-8151-781a,Departamento en Renta en Bosques de las Lomas,32500,160,2,2,2,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,11,https://www.lamudi.com.mx/detalle/41032-73-bce53a055458-3ad4-19e4d9f-8151-781a
41032-73-5362f35b87e8-c392-19d3735-8c02-7315,Departamento en Renta en Condesa,6000,300,3,2,0,"Condesa, Cuauhtémoc, Ciudad de México",Cuauhtémoc,11,https://www.lamudi.com.mx/detalle/41032-73-5362f35b87e8-c392-19d3735-8c02-7315
41032-73-16d4758fc716-e60e-19e5072-9a8d-7a61,Departamento en Renta en Tabacalera,27000,40,1,1,1,"Tabacalera, Cuauhtémoc, Ciudad de México",Cuauhtémoc,11,https://www.lamudi.com.mx/detalle/41032-73-16d4758fc716-e60e-19e5072-9a8d-7a61
41032-73-61ca419c7829-c0a4-19e088b-9901-7526,Departamento en Renta en Tabacalera,56000,80,2,2,2,"Tabacalera, Cuauhtémoc, Ciudad de México",Cuauhtémoc,11,https://www.lamudi.com.mx/detalle/41032-73-61ca419c7829-c0a4-19e088b-9901-7526
41032-73-5819ac4a64b6-ada-19cafc3-b094-7193,Departamento en Renta en Santa Fe Cuajimalpa,65000,276,3,3,3,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,11,https://www.lamudi.com.mx/detalle/41032-73-5819ac4a64b6-ada-19cafc3-b094-7193
41032-73-86831dd63362-413d-19cdad9-8ed4-778c,Departamento en Renta en Condesa,56000,110,2,2,1,"Condesa, Cuauhtémoc, Ciudad de México",Cuauhtémoc,11,https://www.lamudi.com.mx/detalle/41032-73-86831dd63362-413d-19cdad9-8ed4-778c
41032-73-44861cc1e10e-72c2-19e4121-be0b-7472,Departamento en Renta en Lomas de Chapultepec,100000,320,3,3,3,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,11,https://www.lamudi.com.mx/detalle/41032-73-44861cc1e10e-72c2-19e4121-be0b-7472
41032-73-99f80eeb68e0-b160-19d4e83-9c62-744a,Departamento en Renta en Contadero,14000,50,1,1,1,"Contadero, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,11,https://www.lamudi.com.mx/detalle/41032-73-99f80eeb68e0-b160-19d4e83-9c62-744a
41032-73-39e147f4c490-7285-19cdddd-811c-73e4,Estudio en Renta en Unidad Independencia IMSS,7500,40,1,1,0,"Unidad Independencia IMSS, La Magdalena Contreras, Ciudad de México",La Magdalena Contreras,11,https://www.lamudi.com.mx/detalle/41032-73-39e147f4c490-7285-19cdddd-811c-73e4
41032-73-7b388e1357a6-a1b2-1957173-95cc-7d12,Departamento en Renta en Centro,19630,46,1,1,0,"Centro, Cuauhtémoc, Ciudad de México",Cuauhtémoc,11,https://www.lamudi.com.mx/detalle/41032-73-7b388e1357a6-a1b2-1957173-95cc-7d12
41032-73-78d3b722382d-f5a5-9b6e8d18-adcc-4291,Departamento en Renta en Juárez,27500,38,1,1,0,"Juárez, Cuauhtémoc, Ciudad de México",Cuauhtémoc,11,https://www.lamudi.com.mx/detalle/41032-73-78d3b722382d-f5a5-9b6e8d18-adcc-4291
41032-73-45593014e719-7294-19c120b-9152-71d4,Departamento en Renta en Napoles,35000,135,3,2,0,"Napoles, Benito Juárez, Ciudad de México",Benito Juárez,11,https://www.lamudi.com.mx/detalle/41032-73-45593014e719-7294-19c120b-9152-71d4
41032-73-d0ad232900b8-6508-195148f-b952-7057,Departamento en Renta en Lomas de Sotelo,30611,67,1,2,0,"Lomas de Sotelo, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,11,https://www.lamudi.com.mx/detalle/41032-73-d0ad232900b8-6508-195148f-b952-7057
41032-73-6d8ba3ef570d-7d9a-6db9d4aa-952b-4793,Departamento en Renta en Roma Sur,25000,33,1,1,0,"Roma Sur, Cuauhtémoc, Ciudad de México",Cuauhtémoc,11,https://www.lamudi.com.mx/detalle/41032-73-6d8ba3ef570d-7d9a-6db9d4aa-952b-4793
41032-73-abf0a2d03436-4909-19d7293-bd7f-719f,Departamento en Renta en San Gabriel,37000,105,2,2,2,"San Gabriel, Álvaro Obregón, Ciudad de México",Álvaro Obregón,11,https://www.lamudi.com.mx/detalle/41032-73-abf0a2d03436-4909-19d7293-bd7f-719f
41032-73-c58d21401aa-3624-19bcf1b-88c2-71c4,Departamento en Renta en San Rafael,44882,71,2,2,0,"San Rafael, Cuauhtémoc, Ciudad de México",Cuauhtémoc,11,https://www.lamudi.com.mx/detalle/41032-73-c58d21401aa-3624-19bcf1b-88c2-71c4
41032-73-90bef508f7a7-99bb-961bb67b-bd5c-4d84,Departamento en Renta en Ampliación Granada,24000,33,1,1,0,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,11,https://www.lamudi.com.mx/detalle/41032-73-90bef508f7a7-99bb-961bb67b-bd5c-4d84
41032-73-d32f2a55b532-512d-19d7293-868d-7270,Departamento en Renta en Actipan,45000,112,2,2,2,"Actipan, Benito Juárez, Ciudad de México",Benito Juárez,11,https://www.lamudi.com.mx/detalle/41032-73-d32f2a55b532-512d-19d7293-868d-7270
41032-73-a66e5715e001-eb84-19be618-b224-775d,Departamento en Renta en Roma Norte,38000,108,3,2,1,"Roma Norte, Cuauhtémoc, Ciudad de México",Cuauhtémoc,12,https://www.lamudi.com.mx/detalle/41032-73-a66e5715e001-eb84-19be618-b224-775d
41032-73-f5990c69b939-8b38-19cdd50-8d13-7673,Departamento en Renta en Las Tinajas,24000,56,1,1,1,"Las Tinajas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,12,https://www.lamudi.com.mx/detalle/41032-73-f5990c69b939-8b38-19cdd50-8d13-7673
41032-73-9576dd44d0e6-655b-19c9520-ae0e-7bf8,Departamento en Renta en Bosques de las Lomas,53000,138,3,3,3,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,12,https://www.lamudi.com.mx/detalle/41032-73-9576dd44d0e6-655b-19c9520-ae0e-7bf8
41032-73-45a0677b7f75-bd71-19bcf00-920f-7432,Departamento en Renta en San Rafael,25000,53,1,1,0,"San Rafael, Cuauhtémoc, Ciudad de México",Cuauhtémoc,12,https://www.lamudi.com.mx/detalle/41032-73-45a0677b7f75-bd71-19bcf00-920f-7432
41032-73-e2987ee6af28-7afa-19dc176-8ac2-72b4,Departamento en Renta en Bosques de las Lomas,18500,78,2,2,0,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,12,https://www.lamudi.com.mx/detalle/41032-73-e2987ee6af28-7afa-19dc176-8ac2-72b4
41032-73-776fd3265491-9266-19c2994-ac1c-7527,Departamento en Renta en Narvarte,40000,171,4,2,1,"Narvarte, Benito Juárez, Ciudad de México",Benito Juárez,12,https://www.lamudi.com.mx/detalle/41032-73-776fd3265491-9266-19c2994-ac1c-7527
41032-73-79052c42ab4d-5af3-19c0a31-9b4f-7784,Departamento en Renta en Bosques de las Lomas,21000,120,3,1,2,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,12,https://www.lamudi.com.mx/detalle/41032-73-79052c42ab4d-5af3-19c0a31-9b4f-7784
41032-73-686503994b1c-8dd1-19e2a21-a6bd-77aa,Departamento en Renta en San José Insurgentes,29000,84,2,2,1,"San José Insurgentes, Benito Juárez, Ciudad de México",Benito Juárez,12,https://www.lamudi.com.mx/detalle/41032-73-686503994b1c-8dd1-19e2a21-a6bd-77aa
41032-73-ea48ad7a937c-2152-19e1fe3-af93-7d73,Departamento en Renta en Granada,70000,122,3,2,2,"Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,12,https://www.lamudi.com.mx/detalle/41032-73-ea48ad7a937c-2152-19e1fe3-af93-7d73
