SKU,Titulo,Renta_MXN,Area_m2,Recamaras,Banos,Estacionamientos,Ubicacion,Alcaldia,Pagina_Origen,URL
41032-73-30567108ae40-35d1-1977c21-961d-7bfd,Departamento en Renta en El Mirador,16000,80,2,1,1,"El Mirador, Coyoacán, Ciudad de México",Coyoacán,2,https://www.lamudi.com.mx/detalle/41032-73-30567108ae40-35d1-1977c21-961d-7bfd
41032-73-8af4e519863d-400c-19e45d2-b9f9-7d24,Condominio Horizontal en Renta en Lomas de Bezares,130000,680,4,4,0,"Lomas de Bezares, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,2,https://www.lamudi.com.mx/detalle/41032-73-8af4e519863d-400c-19e45d2-b9f9-7d24
41032-73-5e5172c8ff98-33d8-19e45d2-b90c-70c3,Departamento en Renta en Granada,5900,180,3,3,0,"Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,2,https://www.lamudi.com.mx/detalle/41032-73-5e5172c8ff98-33d8-19e45d2-b90c-70c3
41032-73-aa20988c8ba6-78cb-19e4afe-9601-71d0,Departamento en Renta en Granada,35000,111,3,2,0,"Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,2,https://www.lamudi.com.mx/detalle/41032-73-aa20988c8ba6-78cb-19e4afe-9601-71d0
41032-73-fb9c4d2836a2-1557-19e45d2-9eee-7507,Departamento en Renta en Ampliación Granada,39000,84,2,2,0,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,2,https://www.lamudi.com.mx/detalle/41032-73-fb9c4d2836a2-1557-19e45d2-9eee-7507
41032-73-e23846824ee9-672-19e45d1-b979-715c,Departamento en Renta en Polanco,99000,210,3,3,0,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,2,https://www.lamudi.com.mx/detalle/41032-73-e23846824ee9-672-19e45d1-b979-715c
41032-73-689e44a825b7-d8f2-19e1233-c02b-71fa,Departamento en Renta en Cuauhtémoc,36000,77,2,2,1,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",Cuauhtémoc,3,https://www.lamudi.com.mx/detalle/41032-73-689e44a825b7-d8f2-19e1233-c02b-71fa
41032-73-b34e224e9efd-9b6-19df3fc-a1df-7b9a,Departamento en Renta en Florida,38500,130,2,2,2,"Florida, Álvaro Obregón, Ciudad de México",Álvaro Obregón,3,https://www.lamudi.com.mx/detalle/41032-73-b34e224e9efd-9b6-19df3fc-a1df-7b9a
41032-73-13ebdc3f509a-e78c-19d754f-a05e-72b5,Departamento en Renta en Santa Fe,21500,60,1,1,1,"Santa Fe, Álvaro Obregón, Ciudad de México",Álvaro Obregón,3,https://www.lamudi.com.mx/detalle/41032-73-13ebdc3f509a-e78c-19d754f-a05e-72b5
41032-73-71aaf3222e12-a999-19aea96-bc84-7b12,Departamento en Renta en Santa Fe,37000,100,2,2,2,"Santa Fe, Álvaro Obregón, Ciudad de México",Álvaro Obregón,3,https://www.lamudi.com.mx/detalle/41032-73-71aaf3222e12-a999-19aea96-bc84-7b12
41032-73-74e51cdeac4a-d316-19e0de4-97ba-7650,Departamento en Renta en Contadero,46000,123,2,2,2,"Contadero, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,3,https://www.lamudi.com.mx/detalle/41032-73-74e51cdeac4a-d316-19e0de4-97ba-7650
41032-73-c2e543005b1d-d36-19e4b18-922d-75fd,Departamento en Renta en Santa Fe Cuajimalpa,55000,132,2,2,3,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,3,https://www.lamudi.com.mx/detalle/41032-73-c2e543005b1d-d36-19e4b18-922d-75fd
41032-73-1b209b36d6a2-15d6-19ddeb6-afac-7417,Departamento en Renta en Condesa,21000,40,1,1,1,"Condesa, Cuauhtémoc, Ciudad de México",Cuauhtémoc,3,https://www.lamudi.com.mx/detalle/41032-73-1b209b36d6a2-15d6-19ddeb6-afac-7417
41032-73-eff6b5f2b519-4cf5-19e2967-8492-7710,Departamento en Renta en Ampliación Granada,39000,84,2,2,2,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,3,https://www.lamudi.com.mx/detalle/41032-73-eff6b5f2b519-4cf5-19e2967-8492-7710
41032-73-6d05969d9027-d640-19cf461-b324-76d2,Departamento en Renta en Lomas de Chapultepec,125000,380,3,3,2,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,3,https://www.lamudi.com.mx/detalle/41032-73-6d05969d9027-d640-19cf461-b324-76d2
41032-73-4fb608a34f22-5b65-19e2967-b2b8-7c11,Departamento en Renta en Polanco,99000,210,3,3,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,3,https://www.lamudi.com.mx/detalle/41032-73-4fb608a34f22-5b65-19e2967-b2b8-7c11
41032-73-164df7844df6-6ace-19e2967-aaef-7b44,Departamento en Renta en Actipan,35000,170,3,2,1,"Actipan, Benito Juárez, Ciudad de México",Benito Juárez,3,https://www.lamudi.com.mx/detalle/41032-73-164df7844df6-6ace-19e2967-aaef-7b44
41032-73-9228ba01d565-1251-19d375e-accc-7cbd,Departamento en Renta en Santa Fe,74000,250,3,3,2,"Santa Fe, Álvaro Obregón, Ciudad de México",Álvaro Obregón,3,https://www.lamudi.com.mx/detalle/41032-73-9228ba01d565-1251-19d375e-accc-7cbd
41032-73-b4f536919a93-5438-19e2967-bb06-74ca,Departamento en Renta en Granada,5900,180,3,3,3,"Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,3,https://www.lamudi.com.mx/detalle/41032-73-b4f536919a93-5438-19e2967-bb06-74ca
41032-73-81c5b8e3f556-7a33-19d89fc-89ba-7f24,Departamento en Renta en Lomas de Chapultepec,100000,320,3,3,3,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,3,https://www.lamudi.com.mx/detalle/41032-73-81c5b8e3f556-7a33-19d89fc-89ba-7f24
41032-73-54db58274fb4-62e3-19e2967-b3f5-7923,Departamento en Renta en Ampliación Granada,45000,70,1,1,1,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,3,https://www.lamudi.com.mx/detalle/41032-73-54db58274fb4-62e3-19e2967-b3f5-7923
41032-73-92983a12e742-2b91-19c0f4c-a754-7cde,Departamento en Renta en Polanco,6000,182,3,4,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,3,https://www.lamudi.com.mx/detalle/41032-73-92983a12e742-2b91-19c0f4c-a754-7cde
41032-73-cbe7f7898fe-6a92-19a4b47-b589-73a3,Departamento en Renta en Ampliación Alpes,32000,80,2,2,2,"Ampliación Alpes, Álvaro Obregón, Ciudad de México",Álvaro Obregón,3,https://www.lamudi.com.mx/detalle/41032-73-cbe7f7898fe-6a92-19a4b47-b589-73a3
41032-73-f213e92f07c0-9569-19dccac-8f40-7392,Departamento en Renta en Ampliación Granada,36000,80,2,1,2,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,3,https://www.lamudi.com.mx/detalle/41032-73-f213e92f07c0-9569-19dccac-8f40-7392
41032-73-73193b7f7804-3111-19e245a-9db4-7480,Departamento en Renta en Santa Cruz Atoyac,38000,114,3,2,2,"Santa Cruz Atoyac, Benito Juárez, Ciudad de México",Benito Juárez,3,https://www.lamudi.com.mx/detalle/41032-73-73193b7f7804-3111-19e245a-9db4-7480
41032-73-8da33a0ac8aa-ce0e-19d46fd-bc85-7eb1,Departamento en Renta en Guerrero,15500,75,2,2,0,"Guerrero, Cuauhtémoc, Ciudad de México",Cuauhtémoc,3,https://www.lamudi.com.mx/detalle/41032-73-8da33a0ac8aa-ce0e-19d46fd-bc85-7eb1
41032-73-c67197b90b4-6b53-19e1f42-be70-739e,Departamento en Renta en Ciudad Jardín,25000,71,2,2,2,"Ciudad Jardín, Coyoacán, Ciudad de México",Coyoacán,3,https://www.lamudi.com.mx/detalle/41032-73-c67197b90b4-6b53-19e1f42-be70-739e
41032-73-3c5a01a45cbe-de0c-19cb942-adcb-7378,Departamento en Renta en Ampliación Granada,55000,103,3,2,2,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,3,https://www.lamudi.com.mx/detalle/41032-73-3c5a01a45cbe-de0c-19cb942-adcb-7378
41032-73-b45e691219e5-d9cf-19e1a15-a76d-7110,Departamento en Renta en Ampliación Granada,39000,71,1,1,1,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,3,https://www.lamudi.com.mx/detalle/41032-73-b45e691219e5-d9cf-19e1a15-a76d-7110
41032-73-765fc0fb8dfe-9e99-19c4e6d-b56c-72df,Condominio Horizontal en Renta en Guadalupe Inn,40000,107,2,2,0,"Guadalupe Inn, Álvaro Obregón, Ciudad de México",Álvaro Obregón,3,https://www.lamudi.com.mx/detalle/41032-73-765fc0fb8dfe-9e99-19c4e6d-b56c-72df
41032-73-d621c9c65a39-55db-19cd573-a3be-731c,Departamento en Renta en La Peñita del Pueblo Tetelpan,52000,300,3,4,3,"La Peñita del Pueblo Tetelpan, Álvaro Obregón, Ciudad de México",Álvaro Obregón,3,https://www.lamudi.com.mx/detalle/41032-73-d621c9c65a39-55db-19cd573-a3be-731c
41032-73-bdad313db1e7-5704-19de9b6-83d1-74ad,Departamento en Renta en Roma Norte,30000,100,2,2,1,"Roma Norte, Cuauhtémoc, Ciudad de México",Cuauhtémoc,3,https://www.lamudi.com.mx/detalle/41032-73-bdad313db1e7-5704-19de9b6-83d1-74ad
41032-73-1c4aca72a1d8-b417-19e229c-c008-7425,Departamento en Renta en Lomas de Chapultepec,95000,290,3,3,2,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,3,https://www.lamudi.com.mx/detalle/41032-73-1c4aca72a1d8-b417-19e229c-c008-7425
41032-73-e69ca234fd-ca1-19c5445-86c8-70cf,Departamento en Renta en Bosques de las Lomas,120000,365,3,3,4,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,3,https://www.lamudi.com.mx/detalle/41032-73-e69ca234fd-ca1-19c5445-86c8-70cf
41032-73-f92a21aa90e6-2b6a-badcc9e3-91ec-3c17,Departamento en Renta en Bosque de las Lomas,85000,380,3,3,0,"Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,3,https://www.lamudi.com.mx/detalle/41032-73-f92a21aa90e6-2b6a-badcc9e3-91ec-3c17
41032-73-9e7eef0a3a31-dc5b-19e2d97-9310-7446,Departamento en Renta en Ampliación Granada,62000,160,3,3,2,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,3,https://www.lamudi.com.mx/detalle/41032-73-9e7eef0a3a31-dc5b-19e2d97-9310-7446
41032-73-af6b98840e72-51ef-19ae21a-93f0-79a8,Departamento en Renta en Bosques de las Lomas,130000,260,3,3,3,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,4,https://www.lamudi.com.mx/detalle/41032-73-af6b98840e72-51ef-19ae21a-93f0-79a8
41032-73-3c88acfc485c-ac64-19dd1f8-a241-7cfa,Departamento en Renta en Polanco,65000,240,3,2,1,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,4,https://www.lamudi.com.mx/detalle/41032-73-3c88acfc485c-ac64-19dd1f8-a241-7cfa
41032-73-57ac492121aa-183c-19cbf70-9591-72f9,Departamento en Renta en Cuauhtémoc,45000,130,2,2,1,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",Cuauhtémoc,4,https://www.lamudi.com.mx/detalle/41032-73-57ac492121aa-183c-19cbf70-9591-72f9
41032-73-42a94163d214-b7bb-19cbf77-9435-75d4,Departamento en Renta en Cuauhtémoc,49000,135,1,1,1,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",Cuauhtémoc,4,https://www.lamudi.com.mx/detalle/41032-73-42a94163d214-b7bb-19cbf77-9435-75d4
41032-73-3184da823671-ae6f-19c215c-8ce5-72f7,Departamento en Renta en Ampliación Granada,80000,280,2,2,3,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,4,https://www.lamudi.com.mx/detalle/41032-73-3184da823671-ae6f-19c215c-8ce5-72f7
41032-73-96a4bf4c7015-9fd9-19d41ba-b29d-7741,Departamento en Renta en Las Aguilas 3er Parque,34600,106,3,2,2,"Las Aguilas 3er Parque, Álvaro Obregón, Ciudad de México",Álvaro Obregón,4,https://www.lamudi.com.mx/detalle/41032-73-96a4bf4c7015-9fd9-19d41ba-b29d-7741
41032-73-6eecb4dd4b33-c566-19cfefa-a84f-7caa,Departamento en Renta en Del Valle,29500,61,1,1,1,"Del Valle, Benito Juárez, Ciudad de México",Benito Juárez,4,https://www.lamudi.com.mx/detalle/41032-73-6eecb4dd4b33-c566-19cfefa-a84f-7caa
41032-73-b6dc6a618e9c-3877-19d7ae1-b2a0-7a24,Departamento en Renta en Roma Sur,70000,196,3,3,1,"Roma Sur, Cuauhtémoc, Ciudad de México",Cuauhtémoc,4,https://www.lamudi.com.mx/detalle/41032-73-b6dc6a618e9c-3877-19d7ae1-b2a0-7a24
41032-73-718486462ef8-41bb-19c73e3-950a-7164,Departamento en Renta en Polanco,110000,190,3,3,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,4,https://www.lamudi.com.mx/detalle/41032-73-718486462ef8-41bb-19c73e3-950a-7164
41032-73-bc735b5f4d0-799e-19c73a1-825d-7823,Departamento en Renta en Polanco,105000,188,3,3,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,4,https://www.lamudi.com.mx/detalle/41032-73-bc735b5f4d0-799e-19c73a1-825d-7823
41032-73-db95bab8dce5-aa09-19a3cd7-9c1c-7158,Departamento en Renta en Polanco,100000,257,2,2,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,4,https://www.lamudi.com.mx/detalle/41032-73-db95bab8dce5-aa09-19a3cd7-9c1c-7158
41032-73-9551427dc9ee-b36a-19c8dad-aa7f-7368,Departamento en Renta en Jardines del Pedregal,58000,153,2,2,2,"Jardines del Pedregal, Álvaro Obregón, Ciudad de México",Álvaro Obregón,4,https://www.lamudi.com.mx/detalle/41032-73-9551427dc9ee-b36a-19c8dad-aa7f-7368
41032-73-bb234d23803f-f726-19b912a-98c9-7b96,Departamento en Renta en Hipódromo,45000,170,2,3,2,"Hipódromo, Cuauhtémoc, Ciudad de México",Cuauhtémoc,4,https://www.lamudi.com.mx/detalle/41032-73-bb234d23803f-f726-19b912a-98c9-7b96
41032-73-85ecaac5cc26-36a5-197ca6e-b31b-7781,Departamento en Renta en Granada,5350000,94,2,2,1,"Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,4,https://www.lamudi.com.mx/detalle/41032-73-85ecaac5cc26-36a5-197ca6e-b31b-7781
41032-73-9f94c46b809b-b0db-1952596-8891-7aee,Departamento en Renta en Polanco,45000,150,2,2,1,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,4,https://www.lamudi.com.mx/detalle/41032-73-9f94c46b809b-b0db-1952596-8891-7aee
41032-73-d022d2baf85a-ffb2-19a3d0d-bb66-73f8,Departamento en Renta en Polanco,80000,200,2,2,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,4,https://www.lamudi.com.mx/detalle/41032-73-d022d2baf85a-ffb2-19a3d0d-bb66-73f8
41032-73-d23268e3afad-2e52-19b7750-85c1-7be0,Departamento en Renta en Polanco,45000,100,2,2,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,4,https://www.lamudi.com.mx/detalle/41032-73-d23268e3afad-2e52-19b7750-85c1-7be0
41032-73-43732a4001cb-6d87-19a5b99-8886-7828,Departamento en Renta en Centro,17500,50,1,1,0,"Centro, Cuauhtémoc, Ciudad de México",Cuauhtémoc,4,https://www.lamudi.com.mx/detalle/41032-73-43732a4001cb-6d87-19a5b99-8886-7828
41032-73-12185ff2603a-b4ac-19c2fc3-8c8b-7db1,Loft en Renta en Centro,17500,50,1,1,0,"Centro, Cuauhtémoc, Ciudad de México",Cuauhtémoc,4,https://www.lamudi.com.mx/detalle/41032-73-12185ff2603a-b4ac-19c2fc3-8c8b-7db1
41032-73-b270d2fd5052-3a4e-19d93c0-b0bb-7144,Departamento en Renta en El Yaqui,19900,55,1,1,1,"El Yaqui, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,4,https://www.lamudi.com.mx/detalle/41032-73-b270d2fd5052-3a4e-19d93c0-b0bb-7144
41032-73-61afd368117f-1f93-19e24cc-81a8-7121,Departamento en Renta en Anahuac I Sección,37000,97,2,2,1,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,4,https://www.lamudi.com.mx/detalle/41032-73-61afd368117f-1f93-19e24cc-81a8-7121
41032-73-a66989c4ba10-4e50-1993aad-9984-7197,Departamento en Renta en Cuajimalpa,24500,90,2,2,2,"Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,4,https://www.lamudi.com.mx/detalle/41032-73-a66989c4ba10-4e50-1993aad-9984-7197
41032-73-e4b7ee90e44d-53c5-19de05d-a4af-7090,Departamento en Renta en El Yaqui,24000,48,1,1,0,"El Yaqui, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,4,https://www.lamudi.com.mx/detalle/41032-73-e4b7ee90e44d-53c5-19de05d-a4af-7090
41032-73-75da926d8365-179c-19de033-b4e7-7217,Departamento en Renta en Santa Fe,33000,112,2,2,0,"Santa Fe, Álvaro Obregón, Ciudad de México",Álvaro Obregón,4,https://www.lamudi.com.mx/detalle/41032-73-75da926d8365-179c-19de033-b4e7-7217
41032-73-f3969c885aed-5dc9-19de018-a5f7-73a5,Departamento en Renta en Lomas de Chapultepec,87000,584,3,3,0,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,4,https://www.lamudi.com.mx/detalle/41032-73-f3969c885aed-5dc9-19de018-a5f7-73a5
41032-73-38ad8ae77435-782a-19c44ee-ae9d-7dd8,Departamento en Renta en Ampliación el Yaqui,45500,123,3,3,2,"Ampliación el Yaqui, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,4,https://www.lamudi.com.mx/detalle/41032-73-38ad8ae77435-782a-19c44ee-ae9d-7dd8
41032-73-5fa233b6cdb8-e38b-19b9ae1-93cb-7611,Departamento en Renta en Juárez,32000,48,1,1,1,"Juárez, Cuauhtémoc, Ciudad de México",Cuauhtémoc,4,https://www.lamudi.com.mx/detalle/41032-73-5fa233b6cdb8-e38b-19b9ae1-93cb-7611
41032-73-4eb767793237-490e-50cec7c3-a21d-431d,Departamento en Renta en Centro,21000,70,2,2,1,"Centro, Cuauhtémoc, Ciudad de México",Cuauhtémoc,4,https://www.lamudi.com.mx/detalle/41032-73-4eb767793237-490e-50cec7c3-a21d-431d
41032-73-c0a4db2e9c48-2b9e-19d2029-a256-7d05,Departamento en Renta en Condesa,40000,56,1,1,1,"Condesa, Cuauhtémoc, Ciudad de México",Cuauhtémoc,4,https://www.lamudi.com.mx/detalle/41032-73-c0a4db2e9c48-2b9e-19d2029-a256-7d05
41032-73-435f2959eef5-6248-19e21b9-92ac-7d53,Departamento en Renta en Santa Fe Cuajimalpa,45000,155,2,2,2,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,4,https://www.lamudi.com.mx/detalle/41032-73-435f2959eef5-6248-19e21b9-92ac-7d53
41032-73-bdf04834378d-1e8e-197f1fa-a921-7235,Departamento en Renta en Santa Fe Cuajimalpa,26500,56,1,1,1,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,5,https://www.lamudi.com.mx/detalle/41032-73-bdf04834378d-1e8e-197f1fa-a921-7235
41032-73-2134d99914a3-a514-19cdadd-b5aa-74a4,Departamento en Renta en Ampliación Granada,49500,120,2,3,1,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,5,https://www.lamudi.com.mx/detalle/41032-73-2134d99914a3-a514-19cdadd-b5aa-74a4
41032-73-9dbe6baa39f2-edbe-197362f-a5fe-79c9,Departamento en Renta en Bosques de las Lomas,29000,57,1,1,1,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,5,https://www.lamudi.com.mx/detalle/41032-73-9dbe6baa39f2-edbe-197362f-a5fe-79c9
41032-73-66769b5b5bf3-dc02-1986368-b6cb-7c25,Departamento en Renta en San Gabriel,25000,49,1,1,1,"San Gabriel, Álvaro Obregón, Ciudad de México",Álvaro Obregón,5,https://www.lamudi.com.mx/detalle/41032-73-66769b5b5bf3-dc02-1986368-b6cb-7c25
41032-73-74bf9cfbe9d5-7d38-19dc26e-9bd5-79ee,Departamento en Renta en Santa Fe Cuajimalpa,58000,120,2,2,2,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,5,https://www.lamudi.com.mx/detalle/41032-73-74bf9cfbe9d5-7d38-19dc26e-9bd5-79ee
41032-73-998406f9dad-a4e3-195ac28-bab1-7592,Departamento en Renta en Reforma Social,7440000,155,2,2,2,"Reforma Social, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,5,https://www.lamudi.com.mx/detalle/41032-73-998406f9dad-a4e3-195ac28-bab1-7592
41032-73-332237adef04-2ce4-19d7c25-be5d-7678,Departamento en Renta en Lomas de Bezares,73000,380,3,3,4,"Lomas de Bezares, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,5,https://www.lamudi.com.mx/detalle/41032-73-332237adef04-2ce4-19d7c25-be5d-7678
41032-73-5800b82c046c-d67b-19dadde-9915-736c,Departamento en Renta en Lomas de Bezares,90000,296,2,2,4,"Lomas de Bezares, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,5,https://www.lamudi.com.mx/detalle/41032-73-5800b82c046c-d67b-19dadde-9915-736c
41032-73-66fce81927ec-5fbe-19e1034-8068-7455,Departamento en Renta en Anahuac I Sección,24500,0,1,1,1,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,5,https://www.lamudi.com.mx/detalle/41032-73-66fce81927ec-5fbe-19e1034-8068-7455
41032-73-23ac6079c0e1-9dcb-19e41d6-9716-73a1,Departamento en Renta en Polanco,65000,0,2,2,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,5,https://www.lamudi.com.mx/detalle/41032-73-23ac6079c0e1-9dcb-19e41d6-9716-73a1
41032-73-f98c117ae77-4119-19db8de-8819-7a23,Departamento en Renta en Cuauhtémoc,30000,85,2,2,1,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",Cuauhtémoc,5,https://www.lamudi.com.mx/detalle/41032-73-f98c117ae77-4119-19db8de-8819-7a23
41032-73-8bd83407a2cb-74fe-19dc642-978b-7271,Departamento en Renta en Juárez,45000,67,1,1,1,"Juárez, Cuauhtémoc, Ciudad de México",Cuauhtémoc,5,https://www.lamudi.com.mx/detalle/41032-73-8bd83407a2cb-74fe-19dc642-978b-7271
41032-73-8100aa43214e-d399-19da679-a39c-7655,Departamento en Renta en San Gabriel,48500,140,3,3,0,"San Gabriel, Álvaro Obregón, Ciudad de México",Álvaro Obregón,5,https://www.lamudi.com.mx/detalle/41032-73-8100aa43214e-d399-19da679-a39c-7655
41032-73-aa6500be8ad2-fe33-19d7b6e-9561-7c91,Departamento en Renta en Centro,19781,36,0,1,0,"Centro, Cuauhtémoc, Ciudad de México",Cuauhtémoc,5,https://www.lamudi.com.mx/detalle/41032-73-aa6500be8ad2-fe33-19d7b6e-9561-7c91
41032-73-fb9abb6279a4-c7c2-19c48f1-907a-7585,Departamento en Renta en Polanco,66500,110,2,2,1,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,5,https://www.lamudi.com.mx/detalle/41032-73-fb9abb6279a4-c7c2-19c48f1-907a-7585
41032-73-d2adad2a4e00-34fc-19d7c59-9a8e-7216,Departamento en Renta en Lomas de Sotelo,30700,68,2,2,0,"Lomas de Sotelo, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,5,https://www.lamudi.com.mx/detalle/41032-73-d2adad2a4e00-34fc-19d7c59-9a8e-7216
41032-73-149a22e832be-301a-19d1123-b813-78de,Departamento en Renta en Santa Fe,16000,50,1,1,0,"Santa Fe, Álvaro Obregón, Ciudad de México",Álvaro Obregón,5,https://www.lamudi.com.mx/detalle/41032-73-149a22e832be-301a-19d1123-b813-78de
41032-73-26a910c74a95-9785-19cfc87-8f6d-7083,Departamento en Renta en Santa Fe Cuajimalpa,58000,156,3,3,0,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,5,https://www.lamudi.com.mx/detalle/41032-73-26a910c74a95-9785-19cfc87-8f6d-7083
41032-73-c43d012be82-9f9f-19d7b8e-b6eb-73d8,Departamento en Renta en Polanco,115000,347,3,3,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,5,https://www.lamudi.com.mx/detalle/41032-73-c43d012be82-9f9f-19d7b8e-b6eb-73d8
41032-73-9613034e6a36-2cd4-19d7b58-afae-7ec9,Departamento en Renta en Polanco,75000,150,2,3,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,5,https://www.lamudi.com.mx/detalle/41032-73-9613034e6a36-2cd4-19d7b58-afae-7ec9
41032-73-52081c186be7-e4c9-19b7f6e-9d41-7de4,Departamento en Renta en Lomas de Guadalupe,55000,140,3,3,0,"Lomas de Guadalupe, Álvaro Obregón, Ciudad de México",Álvaro Obregón,5,https://www.lamudi.com.mx/detalle/41032-73-52081c186be7-e4c9-19b7f6e-9d41-7de4
41032-73-2e68e406e7d0-3036-19e3468-9fb6-7c54,Departamento en Renta en Cuevitas,24500,0,2,2,2,"Cuevitas, Álvaro Obregón, Ciudad de México",Álvaro Obregón,5,https://www.lamudi.com.mx/detalle/41032-73-2e68e406e7d0-3036-19e3468-9fb6-7c54
41032-73-c6339f7f3820-8ccc-19d7b76-9463-793b,Departamento en Renta en Lomas de Sotelo,20579,67,1,1,0,"Lomas de Sotelo, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,5,https://www.lamudi.com.mx/detalle/41032-73-c6339f7f3820-8ccc-19d7b76-9463-793b
41032-73-16efd63b649-af19-19d7b24-b39f-7725,Departamento en Renta en Bosques de las Lomas,32336,61,1,1,1,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,5,https://www.lamudi.com.mx/detalle/41032-73-16efd63b649-af19-19d7b24-b39f-7725
41032-73-4e20013d3eac-90f1-19e23d0-8684-7f95,Departamento en Renta en San Pedro de los Pinos,23500,80,2,2,3,"San Pedro de los Pinos, Benito Juárez, Ciudad de México",Benito Juárez,5,https://www.lamudi.com.mx/detalle/41032-73-4e20013d3eac-90f1-19e23d0-8684-7f95
41032-73-527cdeba4b26-5973-19d7bd6-9420-77f2,Departamento en Renta en Periodista,20800,48,1,1,0,"Periodista, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,5,https://www.lamudi.com.mx/detalle/41032-73-527cdeba4b26-5973-19d7bd6-9420-77f2
41032-73-7672c3dbc4d3-aa6c-19d7b11-a140-79a7,Departamento en Renta en Centro,19781,36,0,1,0,"Centro, Cuauhtémoc, Ciudad de México",Cuauhtémoc,5,https://www.lamudi.com.mx/detalle/41032-73-7672c3dbc4d3-aa6c-19d7b11-a140-79a7
