entidad,nom_mun,nom_loc,longitud,latitud,pobtot,p18ym_pb,vph_inter,vph_pc,vph_autom,vph_telef,vph_lavad,vph_snbien,graproes,pea,prom_ocup,pder_ss,nom_mun_norm,pct_internet,pct_educ_sup
9,Milpa Alta,Tepetenco,-99.03722222222223,19.204166666666666,180,35.0,6.0,10.0,23.0,11.0,27.0,0.0,8.39,74.0,4.09,42.0,MILPA ALTA,3.3333333333333335,19.444444444444446
9,Milpa Alta,San Isidro Cuatepec,-99.00777777777778,19.218888888888888,670,110.0,5.0,18.0,37.0,4.0,84.0,6.0,8.06,280.0,3.92,430.0,MILPA ALTA,0.7462686567164178,16.417910447761194
9,Milpa Alta,Xaluis (Ixtahuaca),-99.05499999999999,19.184166666666666,153,33.0,3.0,5.0,21.0,12.0,24.0,0.0,8.85,56.0,4.03,102.0,MILPA ALTA,1.9607843137254901,21.568627450980394
9,Milpa Alta,Tlacaxatl (Barrio Xochitepec),-98.99444444444444,19.20722222222222,219,31.0,6.0,12.0,19.0,13.0,31.0,3.0,8.11,76.0,4.38,133.0,MILPA ALTA,2.73972602739726,14.15525114155251
9,Milpa Alta,Tlachachalipac,-99.05333333333333,19.1825,62,11.0,1.0,1.0,3.0,1.0,6.0,0.0,7.31,22.0,4.77,29.0,MILPA ALTA,1.6129032258064515,17.741935483870968
9,Milpa Alta,Camino Real a Tlaltenami,-99.06222222222222,19.178611111111113,69,13.0,0.0,1.0,3.0,2.0,7.0,1.0,8.37,21.0,4.06,38.0,MILPA ALTA,0.0,18.84057971014493
9,Milpa Alta,Mecalco,-99.01972222222223,19.18,157,31.0,3.0,7.0,19.0,14.0,17.0,0.0,7.75,65.0,3.83,38.0,MILPA ALTA,1.910828025477707,19.745222929936308
9,Milpa Alta,Zacatonco,-99.01583333333333,19.180555555555557,61,21.0,4.0,4.0,8.0,11.0,10.0,0.0,9.57,28.0,5.08,20.0,MILPA ALTA,6.557377049180328,34.42622950819672
9,Milpa Alta,Carretera a Santa Ana,-99.01444444444445,19.18277777777778,104,19.0,2.0,3.0,5.0,5.0,6.0,2.0,6.11,49.0,4.16,51.0,MILPA ALTA,1.9230769230769231,18.269230769230766
9,Milpa Alta,Xali,-99.03138888888888,19.169444444444444,39,11.0,2.0,3.0,7.0,8.0,6.0,0.0,9.16,15.0,3.9,18.0,MILPA ALTA,5.128205128205128,28.205128205128204
9,Milpa Alta,Zacaxontlicpa,-99.10472222222222,19.195555555555554,48,13.0,2.0,3.0,5.0,9.0,12.0,0.0,9.69,21.0,3.69,25.0,MILPA ALTA,4.166666666666666,27.083333333333332
9,Milpa Alta,Santa Catarina (Piedra Blanca),-99.07916666666667,19.211388888888887,143,49.0,12.0,11.0,19.0,24.0,23.0,0.0,10.74,49.0,3.85,88.0,MILPA ALTA,8.391608391608392,34.26573426573427
9,Milpa Alta,Paraje Cuauhtetec,-99.08111111111111,19.19388888888889,188,35.0,2.0,2.0,6.0,17.0,19.0,0.0,8.0,76.0,4.7,128.0,MILPA ALTA,1.0638297872340425,18.617021276595743
9,Milpa Alta,Hueytlalpan,-99.08027777777778,19.192222222222224,91,17.0,1.0,5.0,4.0,7.0,15.0,1.0,8.02,31.0,3.79,71.0,MILPA ALTA,1.098901098901099,18.681318681318682
9,Milpa Alta,Tlatilpampa,-99.05777777777777,19.21722222222222,15,3.0,0.0,0.0,1.0,0.0,0.0,1.0,7.08,4.0,5.0,9.0,MILPA ALTA,0.0,20.0
9,Milpa Alta,Tetzmititla,-99.05666666666666,19.20722222222222,27,6.0,0.0,0.0,1.0,0.0,2.0,0.0,8.18,12.0,4.5,8.0,MILPA ALTA,0.0,22.22222222222222
9,Milpa Alta,Tlaxiomulco,-99.03861111111111,19.191388888888888,113,13.0,0.0,1.0,10.0,0.0,9.0,1.0,6.67,42.0,5.38,59.0,MILPA ALTA,0.0,11.504424778761061
9,Milpa Alta,Tepachac,-99.035,19.189722222222223,15,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.43,4.0,4.0,3.0,MILPA ALTA,0.0,6.666666666666667
9,Milpa Alta,Chichauhtonco,-99.035,19.18638888888889,10,1.0,0.0,0.0,1.0,1.0,2.0,0.0,4.67,5.0,3.33,0.0,MILPA ALTA,0.0,10.0
9,Milpa Alta,Tecoloxtitla,-99.01138888888889,19.18111111111111,159,40.0,6.0,10.0,16.0,17.0,19.0,1.0,8.82,80.0,3.88,56.0,MILPA ALTA,3.7735849056603774,25.157232704402517
9,Milpa Alta,Tapalaco (Amacapultitla),-99.00333333333333,19.17027777777778,13,1.0,0.0,0.0,3.0,2.0,0.0,0.0,7.63,7.0,3.33,2.0,MILPA ALTA,0.0,7.6923076923076925
9,Milpa Alta,Teacalco,-99.06166666666667,19.198888888888888,38,7.0,0.0,1.0,3.0,1.0,5.0,0.0,8.18,21.0,4.22,24.0,MILPA ALTA,0.0,18.421052631578945
9,Milpa Alta,Iztlalco,-99.06138888888889,19.21527777777778,9,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,3.0,8.0,MILPA ALTA,0.0,11.11111111111111
9,Milpa Alta,Conzontlicpa,-99.06305555555555,19.21361111111111,144,17.0,4.0,6.0,11.0,9.0,26.0,0.0,8.01,50.0,4.65,101.0,MILPA ALTA,2.7777777777777777,11.805555555555555
9,Milpa Alta,Huepaltepec,-99.07444444444444,19.211666666666666,54,9.0,0.0,2.0,8.0,7.0,5.0,1.0,7.59,21.0,3.18,36.0,MILPA ALTA,0.0,16.666666666666664
9,Milpa Alta,Mecatlán (Rancho el Refugio),-99.08388888888888,19.209166666666665,42,7.0,0.0,4.0,6.0,3.0,5.0,0.0,8.71,16.0,5.25,25.0,MILPA ALTA,0.0,16.666666666666664
9,Milpa Alta,Tecupilco (Kilómetro 17.5),-99.04944444444445,19.217777777777776,81,29.0,2.0,8.0,7.0,10.0,15.0,0.0,10.7,30.0,4.5,53.0,MILPA ALTA,2.4691358024691357,35.80246913580247
9,Milpa Alta,Xaxalpa,-99.04861111111111,19.217777777777776,93,27.0,3.0,6.0,7.0,7.0,11.0,0.0,10.1,36.0,4.23,65.0,MILPA ALTA,3.225806451612903,29.03225806451613
9,Milpa Alta,Xaltepetitla,-99.04305555555555,19.21722222222222,29,2.0,0.0,1.0,3.0,1.0,3.0,1.0,7.81,14.0,2.9,17.0,MILPA ALTA,0.0,6.896551724137931
9,Milpa Alta,Tetecolok,-99.05222222222221,19.213055555555556,62,4.0,0.0,5.0,7.0,0.0,9.0,0.0,7.21,22.0,3.65,45.0,MILPA ALTA,0.0,6.451612903225806
9,Milpa Alta,Tlaxicoapa (Mulotla),-99.05388888888889,19.20777777777778,55,8.0,0.0,1.0,3.0,3.0,4.0,0.0,7.95,24.0,5.0,17.0,MILPA ALTA,0.0,14.545454545454545
9,Milpa Alta,Santa Rosa,-99.00333333333333,19.223611111111108,130,10.0,1.0,4.0,10.0,0.0,14.0,0.0,7.33,47.0,4.19,80.0,MILPA ALTA,0.7692307692307693,7.6923076923076925
9,Milpa Alta,Olla de Piedra,-99.00305555555556,19.223888888888887,36,4.0,1.0,2.0,4.0,4.0,4.0,0.0,8.39,12.0,4.0,27.0,MILPA ALTA,2.7777777777777777,11.11111111111111
9,Milpa Alta,El Zapote (Techultepec),-99.0038888888889,19.215833333333332,331,74.0,9.0,11.0,28.0,21.0,39.0,0.0,8.92,137.0,4.53,234.0,MILPA ALTA,2.719033232628399,22.356495468277945
9,Milpa Alta,Maxulco (Barrio Cruztitla),-99.00277777777778,19.209444444444443,310,81.0,18.0,21.0,35.0,30.0,54.0,0.0,9.3,121.0,4.25,237.0,MILPA ALTA,5.806451612903226,26.129032258064516
9,Milpa Alta,El Pirul,-99.00916666666667,19.2075,29,7.0,0.0,1.0,4.0,1.0,4.0,0.0,7.9,14.0,4.83,17.0,MILPA ALTA,0.0,24.137931034482758
9,Milpa Alta,Prolongación Avenida México Norte,-99.02388888888889,19.203055555555554,57,13.0,1.0,1.0,8.0,3.0,4.0,0.0,8.7,28.0,4.75,26.0,MILPA ALTA,1.7543859649122806,22.807017543859647
9,Milpa Alta,Zacuaztitla,-98.98277777777778,19.203333333333333,189,25.0,0.0,3.0,9.0,0.0,22.0,1.0,7.47,87.0,4.74,95.0,MILPA ALTA,0.0,13.227513227513226
9,Milpa Alta,Rancho Paraíso Escondido,-98.98722222222223,19.204166666666666,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MILPA ALTA,0.0,0.0
9,Milpa Alta,Omaxal,-99.09388888888888,19.183888888888887,160,18.0,3.0,4.0,5.0,15.0,21.0,0.0,7.4,69.0,3.9,94.0,MILPA ALTA,1.875,11.25
9,Milpa Alta,Mimiradorco,-99.09444444444443,19.181944444444447,17,2.0,0.0,0.0,1.0,0.0,2.0,0.0,7.23,7.0,3.4,9.0,MILPA ALTA,0.0,11.76470588235294
9,Milpa Alta,Ahuatitla,-99.08166666666666,19.184166666666666,52,16.0,1.0,2.0,5.0,4.0,9.0,0.0,9.8,25.0,4.0,17.0,MILPA ALTA,1.9230769230769231,30.76923076923077
9,Milpa Alta,Texacazintla (Xacalixpa),-99.0786111111111,19.177222222222223,96,12.0,0.0,2.0,8.0,1.0,9.0,2.0,7.51,36.0,3.84,52.0,MILPA ALTA,0.0,12.5
9,Milpa Alta,Chichilecas,-99.06777777777778,19.176111111111112,142,24.0,0.0,3.0,11.0,12.0,21.0,0.0,8.44,59.0,4.06,87.0,MILPA ALTA,0.0,16.901408450704224
9,Milpa Alta,Camino a la Granja,-99.06333333333333,19.196944444444444,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MILPA ALTA,0.0,0.0
9,Milpa Alta,Calle Capulines,-99.05916666666667,19.196944444444444,9,2.0,0.0,1.0,2.0,0.0,2.0,0.0,8.88,5.0,2.25,2.0,MILPA ALTA,0.0,22.22222222222222
9,Milpa Alta,Rancho los Capulines,-99.05777777777777,19.19388888888889,50,12.0,0.0,3.0,6.0,1.0,8.0,0.0,8.39,18.0,4.55,13.0,MILPA ALTA,0.0,24.0
9,Milpa Alta,Temoayan,-99.05694444444444,19.195833333333333,34,7.0,2.0,3.0,4.0,2.0,5.0,0.0,9.63,15.0,4.86,8.0,MILPA ALTA,5.88235294117647,20.588235294117645
9,Milpa Alta,Prolongación Xolotl,-99.05583333333333,19.191944444444445,68,7.0,0.0,2.0,6.0,1.0,3.0,1.0,8.02,24.0,4.86,22.0,MILPA ALTA,0.0,10.294117647058822
9,Milpa Alta,Tequimilpa,-99.05416666666666,19.193055555555556,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MILPA ALTA,0.0,0.0
9,Milpa Alta,Meliaxco,-99.03305555555555,19.18888888888889,33,6.0,0.0,1.0,1.0,0.0,2.0,0.0,6.68,14.0,5.5,19.0,MILPA ALTA,0.0,18.181818181818183
9,Milpa Alta,Las Cruces Parte Alta (Tehuepanco),-99.04222222222222,19.17388888888889,188,25.0,0.0,3.0,20.0,19.0,22.0,0.0,7.58,76.0,4.02,90.0,MILPA ALTA,0.0,13.297872340425531
9,Milpa Alta,Cuapalipa,-99.03388888888888,19.170555555555556,32,2.0,0.0,1.0,2.0,2.0,2.0,1.0,6.4,14.0,4.57,24.0,MILPA ALTA,0.0,6.25
9,Milpa Alta,Camino Tigustitla,-99.03777777777778,19.169444444444444,50,2.0,0.0,1.0,6.0,5.0,7.0,1.0,7.68,19.0,3.57,26.0,MILPA ALTA,0.0,4.0
9,Milpa Alta,Zacaticli,-99.0363888888889,19.166944444444447,45,3.0,0.0,0.0,3.0,1.0,1.0,0.0,6.67,20.0,3.46,28.0,MILPA ALTA,0.0,6.666666666666667
9,Milpa Alta,Tenopantitla,-99.03055555555555,19.16777777777778,27,3.0,0.0,0.0,3.0,2.0,2.0,1.0,7.89,13.0,3.86,5.0,MILPA ALTA,0.0,11.11111111111111
9,Milpa Alta,Ocoteloloco (Tlaxcantitla),-99.01861111111111,19.17138888888889,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MILPA ALTA,0.0,0.0
9,Milpa Alta,Tecpallo,-98.99,19.196666666666665,117,13.0,2.0,2.0,9.0,2.0,6.0,0.0,7.55,37.0,3.92,62.0,MILPA ALTA,1.7094017094017095,11.11111111111111
9,Milpa Alta,Nuch Huaca (Techinantitle),-98.98777777777778,19.174444444444447,72,8.0,0.0,2.0,7.0,1.0,7.0,0.0,8.02,31.0,4.0,48.0,MILPA ALTA,0.0,11.11111111111111
9,Milpa Alta,Cuacuahotlipa,-98.98694444444445,19.16777777777778,174,17.0,1.0,3.0,11.0,7.0,19.0,4.0,7.3,60.0,3.87,128.0,MILPA ALTA,0.5747126436781609,9.770114942528735
9,Milpa Alta,Tlalcospa (Nacatulatlaco),-98.99083333333333,19.16611111111111,30,7.0,2.0,2.0,2.0,3.0,5.0,0.0,8.84,11.0,4.29,14.0,MILPA ALTA,6.666666666666667,23.333333333333332
9,Milpa Alta,Teshutla,-98.98861111111111,19.16472222222222,14,1.0,0.0,0.0,0.0,1.0,1.0,0.0,9.4,3.0,4.0,4.0,MILPA ALTA,0.0,7.142857142857142
9,Milpa Alta,Citlalcuac (Rancho el Paraíso Perdido),-99.09527777777777,19.200555555555553,87,15.0,0.0,1.0,1.0,3.0,11.0,0.0,8.49,30.0,4.35,36.0,MILPA ALTA,0.0,17.24137931034483
9,Milpa Alta,Prolongación Niños Héroes,-99.08722222222222,19.199166666666667,264,41.0,6.0,10.0,25.0,30.0,37.0,2.0,7.99,109.0,3.9,158.0,MILPA ALTA,2.272727272727273,15.530303030303031
9,Milpa Alta,Paraje Huicalco,-99.06027777777777,19.209722222222222,67,18.0,0.0,3.0,5.0,1.0,13.0,0.0,9.55,22.0,4.19,48.0,MILPA ALTA,0.0,26.865671641791046
9,Milpa Alta,Los Aguilar,-99.07666666666667,19.205277777777777,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MILPA ALTA,0.0,0.0
9,Milpa Alta,Tetexaloca,-99.05972222222222,19.18777777777778,90,10.0,1.0,4.0,7.0,3.0,11.0,0.0,7.21,30.0,4.29,38.0,MILPA ALTA,1.1111111111111112,11.11111111111111
9,Milpa Alta,Prolongación Justo Sierra,-99.06305555555555,19.200555555555553,24,4.0,0.0,0.0,0.0,1.0,2.0,0.0,8.8,10.0,4.8,16.0,MILPA ALTA,0.0,16.666666666666664
9,Milpa Alta,Acatlaco,-99.06194444444444,19.18027777777778,41,6.0,0.0,1.0,3.0,2.0,4.0,0.0,8.76,15.0,5.13,26.0,MILPA ALTA,0.0,14.634146341463413
9,Milpa Alta,Xalmoyo,-99.09833333333333,19.185833333333335,65,6.0,0.0,1.0,0.0,5.0,7.0,0.0,8.11,23.0,3.88,25.0,MILPA ALTA,0.0,9.230769230769232
9,Milpa Alta,Paraje Oluca,-99.10083333333333,19.191111111111113,445,73.0,14.0,19.0,30.0,38.0,43.0,3.0,7.65,171.0,4.01,165.0,MILPA ALTA,3.146067415730337,16.40449438202247
9,Milpa Alta,Ninguno,-99.0586111111111,19.2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MILPA ALTA,0.0,0.0
9,Milpa Alta,La Joya,-99.0825,19.200277777777778,59,9.0,0.0,4.0,6.0,0.0,6.0,0.0,8.09,29.0,4.21,40.0,MILPA ALTA,0.0,15.254237288135593
9,Milpa Alta,Camino Viejo a Santa Cruz,-99.0675,19.211111111111112,64,11.0,3.0,5.0,8.0,4.0,6.0,0.0,9.0,33.0,3.56,50.0,MILPA ALTA,4.6875,17.1875
9,Milpa Alta,Paraje la Cruz,-99.04083333333332,19.186944444444446,66,5.0,0.0,0.0,9.0,0.0,6.0,1.0,7.05,30.0,3.67,35.0,MILPA ALTA,0.0,7.575757575757576
9,Milpa Alta,Mixquiahuac,-99.0786111111111,19.205277777777777,11,7.0,3.0,4.0,4.0,4.0,3.0,0.0,15.0,7.0,2.75,10.0,MILPA ALTA,27.27272727272727,63.63636363636363
9,Milpa Alta,Zacamoli,-99.08333333333333,19.205,27,7.0,0.0,0.0,5.0,4.0,4.0,0.0,9.72,10.0,3.38,27.0,MILPA ALTA,0.0,25.925925925925924
9,Milpa Alta,Panuca (Kilómetro 27.5),-98.99305555555556,19.16361111111111,23,3.0,0.0,0.0,2.0,0.0,1.0,1.0,6.71,11.0,2.88,1.0,MILPA ALTA,0.0,13.043478260869565
9,Milpa Alta,Tlaltepec,-99.00611111111111,19.184722222222224,131,14.0,4.0,4.0,9.0,6.0,11.0,2.0,6.52,49.0,3.91,75.0,MILPA ALTA,3.0534351145038165,10.687022900763358
9,Milpa Alta,Las Palmas (Chimeo),-99.01222222222222,19.22,125,12.0,0.0,0.0,9.0,0.0,16.0,1.0,7.38,49.0,4.63,55.0,MILPA ALTA,0.0,9.6
9,Milpa Alta,AA Milpa Alta,-99.01388888888889,19.20583333333333,38,7.0,1.0,1.0,3.0,1.0,1.0,1.0,7.96,17.0,4.22,22.0,MILPA ALTA,2.631578947368421,18.421052631578945
9,Milpa Alta,El Cerrito,-98.98972222222223,19.211666666666666,79,12.0,1.0,3.0,3.0,5.0,12.0,0.0,8.57,26.0,4.16,53.0,MILPA ALTA,1.2658227848101267,15.18987341772152
9,Milpa Alta,San Miguelito (Tecoxomayehuactitla),-99.00555555555556,19.16611111111111,40,4.0,0.0,0.0,4.0,1.0,0.0,0.0,7.13,20.0,3.64,21.0,MILPA ALTA,0.0,10.0
9,Milpa Alta,Texomulco,-99.04444444444444,19.218888888888888,49,3.0,0.0,0.0,2.0,1.0,2.0,1.0,6.37,21.0,4.9,33.0,MILPA ALTA,0.0,6.122448979591836
9,Milpa Alta,Prolongación Benito Juárez,-98.99833333333333,19.16361111111111,15,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.75,4.0,4.0,5.0,MILPA ALTA,0.0,0.0
9,Milpa Alta,Tlalcocomoya,-99.0436111111111,19.170555555555556,45,1.0,0.0,0.0,5.0,1.0,5.0,0.0,6.59,22.0,4.5,22.0,MILPA ALTA,0.0,2.2222222222222223
9,Milpa Alta,Zozotlac,-99.04444444444444,19.170833333333334,52,5.0,0.0,0.0,9.0,2.0,6.0,2.0,7.45,21.0,3.5,16.0,MILPA ALTA,0.0,9.615384615384617
9,Milpa Alta,Atoctenco (Tlalaxco),-99.04722222222222,19.21861111111111,347,84.0,5.0,15.0,36.0,36.0,40.0,1.0,9.26,135.0,4.13,196.0,MILPA ALTA,1.440922190201729,24.207492795389047
9,Milpa Alta,Cerrada Buenavista,-99.03361111111111,19.193055555555556,29,3.0,0.0,1.0,1.0,2.0,3.0,0.0,7.32,16.0,4.83,14.0,MILPA ALTA,0.0,10.344827586206897
9,Milpa Alta,Ninguno,-99.05722222222222,19.21,14,3.0,1.0,1.0,3.0,1.0,3.0,0.0,9.17,6.0,2.8,9.0,MILPA ALTA,7.142857142857142,21.428571428571427
9,Milpa Alta,Rancho Zihuantemohuayan,-99.05638888888889,19.21388888888889,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MILPA ALTA,0.0,0.0
9,Milpa Alta,Carretera a San Bartolo,-99.07583333333334,19.209166666666665,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MILPA ALTA,0.0,0.0
9,Milpa Alta,Tlatzala,-99.05361111111111,19.209722222222222,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MILPA ALTA,0.0,0.0
9,Milpa Alta,Tetzompa,-99.01361111111112,19.204722222222223,56,2.0,1.0,2.0,5.0,3.0,3.0,0.0,7.42,20.0,4.0,31.0,MILPA ALTA,1.7857142857142856,3.571428571428571
9,Milpa Alta,Prolongación Mina,-99.08944444444444,19.200277777777778,131,14.0,0.0,2.0,5.0,4.0,18.0,0.0,6.9,59.0,4.74,32.0,MILPA ALTA,0.0,10.687022900763358
9,Milpa Alta,Tlacopanco,-99.07,19.1925,87,16.0,0.0,1.0,5.0,0.0,10.0,0.0,8.5,31.0,4.5,50.0,MILPA ALTA,0.0,18.39080459770115
9,Milpa Alta,Pitucaltitla,-99.07222222222222,19.193333333333335,111,15.0,1.0,1.0,4.0,2.0,14.0,0.0,7.59,43.0,4.63,73.0,MILPA ALTA,0.9009009009009009,13.513513513513514
9,Milpa Alta,Prolongación Veracruz Sur,-99.01972222222223,19.177500000000002,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MILPA ALTA,0.0,0.0
9,Milpa Alta,Joyas Parte Alta,-98.99166666666667,19.20777777777778,305,39.0,1.0,6.0,22.0,5.0,39.0,2.0,7.64,105.0,4.18,146.0,MILPA ALTA,0.32786885245901637,12.786885245901638
9,Milpa Alta,Camino de la Amistad,-99.08,19.208333333333332,29,9.0,0.0,0.0,3.0,5.0,5.0,0.0,11.83,13.0,4.83,16.0,MILPA ALTA,0.0,31.03448275862069
9,Milpa Alta,Ninguno,-99.0675,19.170833333333334,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MILPA ALTA,0.0,0.0
9,Milpa Alta,Prolongación Juan Escutia,-99.0825,19.1975,19,2.0,0.0,0.0,2.0,2.0,4.0,0.0,8.09,10.0,4.75,9.0,MILPA ALTA,0.0,10.526315789473683
9,Milpa Alta,San Antonio Cuilotepec,-99.09138888888889,19.184166666666666,243,28.0,2.0,4.0,20.0,2.0,29.0,1.0,7.19,107.0,4.12,86.0,MILPA ALTA,0.823045267489712,11.522633744855968
9,Milpa Alta,Tenochcalco,-98.98777777777778,19.155277777777776,17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,10.0,3.4,6.0,MILPA ALTA,0.0,11.76470588235294
9,Milpa Alta,San Nicolás Tetelco,-98.97055555555556,19.21,3490,799.0,111.0,177.0,281.0,447.0,564.0,7.0,9.04,1327.0,4.15,1745.0,MILPA ALTA,3.1805157593123212,22.893982808022923
9,Milpa Alta,El Tejocote,-98.96972222222223,19.202222222222222,62,5.0,0.0,0.0,4.0,8.0,8.0,0.0,7.22,23.0,4.13,39.0,MILPA ALTA,0.0,8.064516129032258
9,Milpa Alta,Ejidos Tecoxpa,-98.97611111111111,19.20611111111111,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.4,3.0,2.33,0.0,MILPA ALTA,0.0,0.0
9,Milpa Alta,Ninguno,-98.98027777777779,19.209444444444443,176,17.0,6.0,7.0,12.0,15.0,19.0,1.0,7.62,59.0,4.55,97.0,MILPA ALTA,3.4090909090909087,9.659090909090908
9,Milpa Alta,Avenida el Cerro,-98.97222222222223,19.20583333333333,115,6.0,0.0,1.0,3.0,6.0,7.0,0.0,6.76,50.0,4.11,46.0,MILPA ALTA,0.0,5.217391304347826
9,Milpa Alta,Corrantitla,-99.02027777777778,19.203055555555554,147,14.0,0.0,2.0,4.0,1.0,11.0,2.0,6.98,65.0,4.59,71.0,MILPA ALTA,0.0,9.523809523809524
9,Milpa Alta,Tepanoco,-99.01861111111111,19.204444444444444,19,3.0,0.0,0.0,1.0,0.0,3.0,0.0,8.15,8.0,6.33,9.0,MILPA ALTA,0.0,15.789473684210526
9,Milpa Alta,Ninguno,-99.0275,19.2025,26,2.0,0.0,0.0,0.0,0.0,4.0,0.0,6.29,13.0,3.25,17.0,MILPA ALTA,0.0,7.6923076923076925
9,Milpa Alta,Ninguno,-99.03027777777778,19.206666666666667,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MILPA ALTA,0.0,0.0
9,Milpa Alta,Zacatipla,-99.02888888888889,19.20611111111111,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MILPA ALTA,0.0,0.0
9,Milpa Alta,Paraje Santa Rosa Xalco,-99.03055555555555,19.205277777777777,26,9.0,2.0,2.0,5.0,3.0,2.0,0.0,8.96,14.0,3.71,3.0,MILPA ALTA,7.6923076923076925,34.61538461538461
9,Milpa Alta,Ninguno,-99.03277777777778,19.202777777777776,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MILPA ALTA,0.0,0.0
9,Milpa Alta,Villa Hermosa,-99.03583333333333,19.1975,49,11.0,1.0,2.0,4.0,5.0,8.0,0.0,8.91,17.0,3.77,32.0,MILPA ALTA,2.0408163265306123,22.448979591836736
9,Milpa Alta,Ninguno,-99.03222222222222,19.192777777777778,30,8.0,0.0,0.0,2.0,2.0,2.0,0.0,9.7,11.0,3.75,21.0,MILPA ALTA,0.0,26.666666666666668
9,Milpa Alta,Ninguno,-99.00777777777778,19.2025,81,15.0,5.0,5.0,13.0,10.0,11.0,0.0,8.22,31.0,4.05,32.0,MILPA ALTA,6.172839506172839,18.51851851851852
9,Milpa Alta,Barrio Nochtitla,-99.04444444444444,19.205277777777777,442,69.0,1.0,10.0,34.0,35.0,49.0,1.0,7.85,189.0,4.33,287.0,MILPA ALTA,0.22624434389140274,15.610859728506787
9,Milpa Alta,Paraje Tehuizco,-99.0425,19.211944444444445,241,23.0,0.0,2.0,9.0,1.0,25.0,0.0,7.27,115.0,4.02,153.0,MILPA ALTA,0.0,9.54356846473029
9,Milpa Alta,Achayatipac,-99.04638888888888,19.210277777777776,161,22.0,1.0,3.0,14.0,0.0,9.0,1.0,7.96,82.0,3.93,96.0,MILPA ALTA,0.6211180124223602,13.664596273291925
9,Milpa Alta,Ninguno,-99.04027777777777,19.205,90,11.0,4.0,3.0,10.0,9.0,19.0,0.0,6.57,36.0,3.46,5.0,MILPA ALTA,4.444444444444445,12.222222222222221
9,Milpa Alta,Ninguno,-99.03527777777778,19.171666666666667,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MILPA ALTA,0.0,0.0
9,Milpa Alta,Ermita del Calvario,-99.03777777777778,19.17638888888889,37,6.0,1.0,2.0,3.0,4.0,4.0,0.0,8.44,16.0,4.25,17.0,MILPA ALTA,2.7027027027027026,16.216216216216218
9,Milpa Alta,La Virgen,-99.05083333333333,19.211111111111112,50,3.0,1.0,1.0,1.0,1.0,6.0,0.0,6.74,23.0,4.17,36.0,MILPA ALTA,2.0,6.0
9,Milpa Alta,Natlahuacaloca,-99.04972222222221,19.20861111111111,58,15.0,0.0,3.0,8.0,8.0,8.0,0.0,9.23,24.0,4.23,34.0,MILPA ALTA,0.0,25.862068965517242
9,Milpa Alta,Huixtotlazintla,-99.05277777777778,19.204722222222223,116,17.0,2.0,5.0,6.0,8.0,16.0,0.0,7.27,45.0,4.14,74.0,MILPA ALTA,1.7241379310344827,14.655172413793101
9,Milpa Alta,Ninguno,-99.05277777777778,19.194166666666668,79,13.0,0.0,2.0,7.0,8.0,6.0,0.0,7.37,26.0,5.0,48.0,MILPA ALTA,0.0,16.455696202531644
9,Milpa Alta,Ninguno,-99.05111111111111,19.190277777777776,61,9.0,0.0,1.0,1.0,3.0,4.0,0.0,7.15,24.0,4.07,34.0,MILPA ALTA,0.0,14.754098360655737
9,Milpa Alta,Ninguno,-99.0461111111111,19.19638888888889,14,4.0,1.0,0.0,3.0,0.0,2.0,0.0,8.33,9.0,3.5,8.0,MILPA ALTA,7.142857142857142,28.57142857142857
9,Milpa Alta,Ninguno,-99.01833333333333,19.18277777777778,62,13.0,2.0,2.0,5.0,3.0,7.0,0.0,7.95,24.0,4.13,16.0,MILPA ALTA,3.225806451612903,20.967741935483872
9,Milpa Alta,Ninguno,-99.01666666666667,19.183888888888887,83,13.0,2.0,3.0,7.0,4.0,8.0,1.0,7.48,39.0,3.95,29.0,MILPA ALTA,2.4096385542168677,15.66265060240964
