entidad,nom_mun,nom_loc,longitud,latitud,pobtot,p18ym_pb,vph_inter,vph_pc,vph_autom,vph_telef,vph_lavad,vph_snbien,graproes,pea,prom_ocup,pder_ss,pct_internet,pct_educ_sup
9,Tlalpan,José María Morelos,-99.22131944444445,19.210170833333333,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Tlalalpuente,-99.22073388888889,19.205656666666666,21,5.0,3.0,3.0,4.0,4.0,4.0,1.0,10.81,11.0,2.63,12.0,14.285714285714285,23.809523809523807
9,Tlalpan,Ocotla Chico,-99.16912583333334,19.210852222222222,943,217.0,43.0,51.0,72.0,5.0,164.0,2.0,8.61,466.0,3.96,643.0,4.559915164369035,23.01166489925769
9,Tlalpan,Paraje Atonco,-99.22696361111112,19.213286944444445,31,5.0,1.0,2.0,2.0,0.0,5.0,0.0,8.27,15.0,5.17,16.0,3.225806451612903,16.129032258064516
9,Tlalpan,La Herradura,-99.195795,19.234715555555557,793,168.0,101.0,51.0,61.0,69.0,127.0,0.0,8.5,430.0,4.13,265.0,12.736443883984869,21.185372005044137
9,Tlalpan,Carretera al Ajusco,-99.18852111111111,19.235196666666667,49,10.0,4.0,3.0,5.0,3.0,7.0,0.0,8.46,32.0,3.27,8.0,8.16326530612245,20.408163265306122
9,Tlalpan,Chahualixcantitla,-99.16711694444444,19.182975555555558,16,3.0,3.0,4.0,1.0,0.0,4.0,0.0,9.0,9.0,2.29,15.0,18.75,18.75
9,Tlalpan,Lomas de San José,-99.16454111111112,19.172900833333333,69,9.0,2.0,1.0,5.0,0.0,6.0,0.0,8.31,35.0,4.06,23.0,2.898550724637681,13.043478260869565
9,Tlalpan,Colonia San Juan,-99.21233722222223,19.207101944444442,219,56.0,43.0,22.0,22.0,33.0,42.0,0.0,9.28,111.0,4.06,158.0,19.63470319634703,25.570776255707763
9,Tlalpan,Colonia Aguayoto,-99.21661111111112,19.205734166666666,325,90.0,46.0,33.0,47.0,47.0,75.0,0.0,8.92,198.0,3.42,187.0,14.153846153846153,27.692307692307693
9,Tlalpan,Los Encinos,-99.13044888888888,19.197653055555556,96,25.0,5.0,4.0,8.0,5.0,17.0,0.0,8.9,50.0,3.69,71.0,5.208333333333334,26.041666666666668
9,Tlalpan,Kilómetro 32.1,-99.16462138888889,19.1881975,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Lienzo Charro Pepe Castro,-99.20306972222222,19.195734444444444,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Camino a la Venta,-99.19416833333334,19.219903055555555,51,9.0,5.0,6.0,6.0,4.0,10.0,0.0,8.69,23.0,5.1,31.0,9.803921568627452,17.647058823529413
9,Tlalpan,La Monera,-99.18908611111111,19.237378333333336,15,4.0,2.0,2.0,2.0,0.0,3.0,0.0,10.0,9.0,3.0,6.0,13.333333333333334,26.666666666666668
9,Tlalpan,Huiquilahua,-99.18374138888889,19.197580833333333,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,El Tianguillo,-99.25209472222222,19.227484444444443,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,1.67,1.0,0.0,0.0
9,Tlalpan,Popotenco,-99.16257055555556,19.1872525,20,5.0,1.0,2.0,3.0,1.0,4.0,0.0,8.94,14.0,3.33,11.0,5.0,25.0
9,Tlalpan,Planta Abasolo,-99.19392388888889,19.233736944444445,93,24.0,11.0,6.0,8.0,9.0,14.0,0.0,9.6,49.0,3.88,42.0,11.827956989247312,25.806451612903224
9,Tlalpan,Cuauhtenco,-99.15009361111112,19.218601944444444,10,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.89,6.0,3.33,0.0,0.0,10.0
9,Tlalpan,Tepozán [Parque Ecoturístico],-99.24044416666666,19.256984166666665,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Ejidos de San Andrés Totoltepec,-99.2291475,19.253741666666667,384,85.0,13.0,24.0,53.0,4.0,53.0,8.0,8.47,198.0,3.57,369.0,3.3854166666666665,22.135416666666664
9,Tlalpan,Área de los Venados (La SIREFA),-99.19993500000001,19.246820833333334,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Prolongación Acueducto,-99.20499194444444,19.199100833333333,20,6.0,3.0,2.0,5.0,2.0,3.0,0.0,7.12,13.0,3.33,8.0,15.0,30.0
9,Tlalpan,Rancho el Tordi...yo,-99.23760111111112,19.205979166666665,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Rancho Yamel,-99.22495388888889,19.218441944444443,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,El Oyamel,-99.24206694444445,19.230366666666665,7,4.0,1.0,1.0,3.0,0.0,0.0,0.0,10.86,4.0,2.33,6.0,14.285714285714285,57.14285714285714
9,Tlalpan,Rancho Tres Hermanos,-99.226345,19.189733611111112,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Las Cruces,-99.22950777777778,19.195730277777777,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Rancho Matamoros,-99.23231611111112,19.19872,10,4.0,1.0,2.0,3.0,1.0,3.0,0.0,10.78,6.0,3.33,5.0,10.0,40.0
9,Tlalpan,Rancho Valentina,-99.23288527777778,19.199794444444446,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Tepehuaxotla (Prolongación Pirámide),-99.20810305555555,19.208145,156,42.0,9.0,14.0,16.0,2.0,27.0,1.0,8.69,82.0,4.0,76.0,5.769230769230769,26.923076923076923
9,Tlalpan,Las Calaveras (Doña Cristy),-99.20240666666668,19.20919111111111,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Los Tlapancos,-99.19180333333334,19.204519722222223,108,8.0,18.0,3.0,14.0,3.0,8.0,0.0,7.29,69.0,3.48,107.0,16.666666666666664,7.4074074074074066
9,Tlalpan,Carretera al Ajusco II,-99.1920625,19.232232777777774,128,24.0,10.0,4.0,11.0,9.0,14.0,0.0,8.78,55.0,4.57,40.0,7.8125,18.75
9,Tlalpan,Camino Antiguo a Cuernavaca,-99.15302083333334,19.180829444444445,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Acazacatongo,-99.20923583333334,19.203331666666667,86,37.0,14.0,6.0,15.0,13.0,23.0,0.0,10.0,62.0,3.23,68.0,16.27906976744186,43.02325581395349
9,Tlalpan,Acueducto 1ra. Sección,-99.2129025,19.206117777777777,35,14.0,10.0,9.0,9.0,6.0,12.0,0.0,9.97,23.0,2.33,20.0,28.57142857142857,40.0
9,Tlalpan,El Campo,-99.19665222222223,19.24329611111111,8,1.0,1.0,1.0,2.0,0.0,1.0,0.0,6.5,7.0,2.67,1.0,12.5,12.5
9,Tlalpan,Cuatzontle,-99.19877111111111,19.24145111111111,34,2.0,7.0,0.0,1.0,0.0,3.0,0.0,7.15,20.0,4.86,11.0,20.588235294117645,5.88235294117647
9,Tlalpan,El Arcoiris,-99.21334,19.20853,190,66.0,35.0,24.0,20.0,31.0,38.0,0.0,9.78,99.0,3.88,109.0,18.421052631578945,34.73684210526316
9,Tlalpan,Tixtapaltongo (Loma de Ahuayoto),-99.21224361111112,19.201879166666664,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.8,5.0,2.0,3.0,0.0,16.666666666666664
9,Tlalpan,Rancho Ahuayoto,-99.21472750000001,19.205219444444445,10,5.0,3.0,2.0,2.0,2.0,3.0,0.0,12.57,4.0,3.33,10.0,30.0,50.0
9,Tlalpan,Oyametonco,-99.22204361111112,19.202191944444444,12,3.0,1.0,1.0,1.0,1.0,2.0,0.0,9.09,7.0,3.0,7.0,8.333333333333332,25.0
9,Tlalpan,Cansacaballos,-99.22470805555555,19.202215555555554,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Bellavista,-99.23490611111112,19.19611861111111,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Ojo de Agua,-99.23965166666667,19.198443055555554,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Tepelancoxtla,-99.18081083333334,19.190294722222223,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,San Agustín,-99.20315027777778,19.20543,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Ispancolohuia,-99.167465,19.18445722222222,43,9.0,3.0,4.0,7.0,0.0,9.0,0.0,7.88,27.0,3.58,27.0,6.976744186046512,20.930232558139537
9,Tlalpan,Paraje Tlalmenelolpa,-99.17072861111112,19.192045,89,19.0,9.0,7.0,6.0,7.0,17.0,0.0,7.83,53.0,3.42,48.0,10.112359550561797,21.34831460674157
9,Tlalpan,Teteocotla,-99.16091,19.18080138888889,234,44.0,18.0,18.0,31.0,7.0,32.0,4.0,7.98,120.0,3.6,128.0,7.6923076923076925,18.803418803418804
9,Tlalpan,Paraje el Tezontle Acopiaxco,-99.16716111111111,19.124855555555555,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Rancho Viejo,-99.24444583333333,19.259696944444446,43,3.0,0.0,0.0,1.0,0.0,2.0,0.0,5.85,21.0,5.38,38.0,0.0,6.976744186046512
9,Tlalpan,Paraje el Negro,-99.24547555555556,19.26610888888889,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Ololica (Loloigque),-99.17125416666667,19.216738333333332,126,15.0,10.0,3.0,11.0,3.0,15.0,1.0,7.8,54.0,4.5,64.0,7.936507936507936,11.904761904761903
9,Tlalpan,Tepacheras (Kilómetro 31),-99.16674583333334,19.195586944444443,89,25.0,7.0,7.0,14.0,6.0,17.0,0.0,9.56,56.0,3.3,64.0,7.865168539325842,28.08988764044944
9,Tlalpan,La Loma,-99.14220166666668,19.162355277777777,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,La Reja,-99.14270805555556,19.17079888888889,50,3.0,0.0,1.0,9.0,0.0,3.0,1.0,5.89,26.0,3.33,25.0,0.0,6.0
9,Tlalpan,Popocotla,-99.15842194444446,19.184109166666666,43,8.0,1.0,2.0,4.0,0.0,2.0,0.0,7.94,29.0,4.3,34.0,2.3255813953488373,18.6046511627907
9,Tlalpan,Colonia Cuauhtenco (Kilómetro 27),-99.14753611111112,19.21780638888889,43,11.0,4.0,3.0,4.0,0.0,9.0,0.0,7.54,20.0,4.3,32.0,9.30232558139535,25.581395348837212
9,Tlalpan,Kilómetro 28 Sur,-99.15179166666667,19.21244972222222,311,75.0,32.0,18.0,31.0,39.0,53.0,1.0,8.98,155.0,3.7,158.0,10.289389067524116,24.115755627009648
9,Tlalpan,Paraje Buenavista,-99.14542194444445,19.210810555555554,160,17.0,9.0,2.0,15.0,1.0,21.0,1.0,8.16,81.0,4.44,84.0,5.625,10.625
9,Tlalpan,Los Encinos [Rancho],-99.14354611111112,19.216003333333333,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Tezontitla,-99.14962694444445,19.209307499999998,853,309.0,134.0,93.0,96.0,121.0,161.0,0.0,9.9,418.0,3.95,533.0,15.70926143024619,36.22508792497069
9,Tlalpan,Rancho Teo,-99.22725138888889,19.192782222222224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Piedra Suelta,-99.23123722222222,19.223960277777778,241,52.0,20.0,11.0,23.0,5.0,35.0,4.0,8.38,125.0,3.44,121.0,8.29875518672199,21.57676348547718
9,Tlalpan,El Retiro,-99.2237275,19.18922,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Las Castañas,-99.22080694444445,19.193564722222224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,San Carlos,-99.22700472222222,19.197078333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Rancho Chato,-99.22762527777778,19.196740000000002,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,El Capricho,-99.233475,19.190641111111113,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,El Sillar,-99.216695,19.186411111111113,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Rancho Nevado,-99.2335,19.20086111111111,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,La Soledad,-99.22496027777778,19.204476944444444,10,9.0,2.0,1.0,1.0,2.0,3.0,0.0,13.4,9.0,3.33,6.0,20.0,90.0
9,Tlalpan,El Arco Amarillo,-99.18630555555556,19.187274444444444,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,El Guardita,-99.19762027777779,19.206243333333333,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,El Capricho,-99.16966166666667,19.17621527777778,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Tlayelpa,-99.15175583333334,19.189550833333335,106,22.0,11.0,7.0,14.0,10.0,20.0,0.0,8.7,50.0,4.24,67.0,10.377358490566039,20.754716981132077
9,Tlalpan,Autriquie,-99.20735361111112,19.202219166666666,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Cebadillas,-99.16604805555556,19.199345833333332,54,11.0,2.0,1.0,5.0,1.0,9.0,0.0,9.53,23.0,4.91,30.0,3.7037037037037033,20.37037037037037
9,Tlalpan,Rancho Mac,-99.23667555555555,19.197405,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,El Salitrillo,-99.14645972222223,19.176813333333335,40,2.0,1.0,0.0,1.0,0.0,5.0,0.0,6.73,25.0,4.44,28.0,2.5,5.0
9,Tlalpan,El Encanto,-99.22087805555556,19.186706666666666,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Xoxoctongo,-99.21130027777778,19.208805833333333,41,11.0,6.0,4.0,4.0,1.0,5.0,0.0,8.27,23.0,3.73,25.0,14.634146341463413,26.82926829268293
9,Tlalpan,La Huerta,-99.16856944444444,19.13091361111111,24,2.0,0.0,0.0,2.0,0.0,5.0,1.0,6.81,12.0,3.0,10.0,0.0,8.333333333333332
9,Tlalpan,El Líder,-99.22504027777778,19.222706666666664,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Pedregal del Xitle,-99.21937944444444,19.239820277777778,35,6.0,2.0,2.0,3.0,1.0,7.0,0.0,8.96,18.0,3.18,32.0,5.714285714285714,17.142857142857142
9,Tlalpan,Santa Ana,-99.16553888888889,19.217432499999997,69,15.0,4.0,2.0,10.0,0.0,12.0,0.0,8.6,43.0,3.45,13.0,5.797101449275362,21.73913043478261
9,Tlalpan,Tlapexco,-99.227695,19.21386111111111,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,El Resumidero,-99.23896111111111,19.263705833333333,172,38.0,46.0,7.0,22.0,2.0,10.0,1.0,8.12,115.0,2.53,125.0,26.744186046511626,22.093023255813954
9,Tlalpan,Zamora,-99.22984166666667,19.217366944444443,10,2.0,2.0,1.0,3.0,2.0,1.0,0.0,7.38,5.0,3.33,7.0,20.0,20.0
9,Tlalpan,Acanceh,-99.21415305555556,19.203329999999998,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Majadatonco,-99.20340444444444,19.195118055555557,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Rancho Tequila,-99.23429222222222,19.19359,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,La Loma,-99.22688805555556,19.21509611111111,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,La Manga Lagunitas,-99.256085,19.174556944444447,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Xililimoco,-99.16979527777778,19.205992777777777,141,19.0,7.0,6.0,7.0,0.0,12.0,1.0,7.99,75.0,3.53,82.0,4.964539007092199,13.47517730496454
9,Tlalpan,Tierra Blanca,-99.2325738888889,19.17762916666667,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Tlalpan,Ejido de San Miguel Xicalco,-99.19238972222223,19.22725472222222,19,0.0,0.0,0.0,2.0,0.0,3.0,0.0,4.92,10.0,2.71,2.0,0.0,0.0
9,Tlalpan,La Joyita,-99.13290722222222,19.194125,111,20.0,4.0,7.0,4.0,1.0,12.0,2.0,8.38,60.0,3.58,88.0,3.6036036036036037,18.01801801801802
9,Tlalpan,Ayopa,-99.13476777777778,19.197333055555557,91,11.0,3.0,4.0,1.0,4.0,7.0,4.0,7.12,39.0,3.96,52.0,3.296703296703297,12.087912087912088
9,Xochimilco,Xochimilco,-99.10491333333333,19.263461944444444,429481,185428.0,76691.0,57771.0,49400.0,73558.0,87216.0,433.0,10.89,228723.0,3.74,296822.0,17.85666886311618,43.17490180007963
9,Xochimilco,Tepemimilco,-99.12393444444444,19.226095833333332,156,24.0,23.0,18.0,19.0,22.0,30.0,2.0,8.85,80.0,3.63,100.0,14.743589743589745,15.384615384615385
9,Xochimilco,Ixotitla,-99.056995,19.23721666666667,204,41.0,13.0,7.0,12.0,12.0,21.0,0.0,8.56,115.0,3.58,157.0,6.372549019607843,20.098039215686274
9,Xochimilco,Paraje Lila (El Ladrillo),-99.07812722222222,19.262317777777778,30,5.0,1.0,2.0,2.0,1.0,4.0,0.0,8.3,15.0,3.75,23.0,3.3333333333333335,16.666666666666664
9,Xochimilco,Paraje Texhuilo,-99.08905277777777,19.266452222222224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Xochimilco,Zacapa,-99.05690638888889,19.258400555555557,10,6.0,3.0,3.0,0.0,1.0,1.0,0.0,12.1,6.0,3.33,0.0,30.0,60.0
9,Xochimilco,Barrio San Antonio (Cruz Monte),-99.03410222222222,19.245071944444444,279,58.0,39.0,12.0,19.0,10.0,41.0,1.0,8.59,134.0,4.29,192.0,13.978494623655912,20.78853046594982
9,Xochimilco,Ampliación Chalmita,-99.04954055555555,19.234090555555557,613,118.0,27.0,23.0,50.0,25.0,73.0,1.0,8.2,331.0,3.86,345.0,4.404567699836868,19.249592169657422
9,Xochimilco,El Mirador (Tetexaloca),-99.14867361111112,19.220210833333333,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Xochimilco,Tepexomulco,-99.1313175,19.23141111111111,555,186.0,60.0,55.0,56.0,50.0,91.0,1.0,10.02,302.0,4.3,359.0,10.81081081081081,33.513513513513516
9,Xochimilco,Tlachiultepec de Ahuayucan (Las Malvinas),-99.10216861111111,19.204349166666667,270,59.0,37.0,22.0,11.0,35.0,44.0,0.0,8.81,156.0,3.97,141.0,13.703703703703704,21.85185185185185
9,Xochimilco,Tepetitla (Tlacoxpan),-99.14221333333334,19.235305833333335,102,28.0,7.0,7.0,12.0,6.0,17.0,0.0,9.99,58.0,4.43,45.0,6.862745098039216,27.450980392156865
9,Xochimilco,Tlacualleli (El Calvario),-99.07793333333333,19.242270277777777,91,20.0,5.0,7.0,4.0,8.0,15.0,0.0,9.0,49.0,3.64,68.0,5.4945054945054945,21.978021978021978
9,Xochimilco,Tlaltepetla (Tehuistitla),-99.11534222222221,19.22451611111111,148,39.0,13.0,8.0,11.0,10.0,26.0,0.0,9.23,82.0,3.79,107.0,8.783783783783784,26.351351351351347
9,Xochimilco,Tlalatlaco,-99.14376277777778,19.225380833333332,105,17.0,6.0,4.0,10.0,0.0,14.0,0.0,8.13,50.0,4.04,41.0,5.714285714285714,16.19047619047619
9,Xochimilco,Tlatzala (Cuayuca),-99.07737972222222,19.23616,207,29.0,21.0,9.0,10.0,20.0,16.0,0.0,7.6,112.0,4.5,125.0,10.144927536231885,14.009661835748794
9,Xochimilco,Isla de las Muñecas,-99.08809277777777,19.27287638888889,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Xochimilco,Tepuente,-99.15212444444445,19.2283725,48,12.0,5.0,7.0,8.0,5.0,8.0,0.0,9.14,27.0,3.2,17.0,10.416666666666668,25.0
9,Xochimilco,Tipipili,-99.08452666666666,19.233863333333336,709,114.0,56.0,25.0,47.0,20.0,85.0,4.0,7.84,373.0,3.64,408.0,7.898448519040903,16.07898448519041
9,Xochimilco,Tochuca (San Salvador),-99.10256722222222,19.202343055555556,370,148.0,68.0,49.0,50.0,69.0,76.0,0.0,10.08,220.0,3.7,246.0,18.37837837837838,40.0
9,Xochimilco,Pepelaxtla,-99.11253722222222,19.21727,343,115.0,44.0,29.0,32.0,42.0,56.0,1.0,9.76,186.0,4.08,173.0,12.82798833819242,33.52769679300292
9,Xochimilco,Tecacalango,-99.10709722222222,19.217870833333333,207,67.0,24.0,22.0,27.0,30.0,30.0,0.0,9.95,116.0,4.14,163.0,11.594202898550725,32.367149758454104
9,Xochimilco,Tzompole,-99.11770833333333,19.20405138888889,39,9.0,2.0,2.0,2.0,1.0,4.0,0.0,8.43,19.0,3.9,28.0,5.128205128205128,23.076923076923077
9,Xochimilco,Cacalco (Tepextenco),-99.12472916666665,19.19448,18,0.0,1.0,0.0,1.0,0.0,3.0,0.0,8.0,11.0,4.5,10.0,5.555555555555555,0.0
9,Xochimilco,Texalco (Joyas de Texalco),-99.10036249999999,19.20669361111111,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Xochimilco,Apatlaco,-99.08655916666666,19.264671944444444,95,10.0,4.0,3.0,5.0,3.0,10.0,0.0,7.45,65.0,3.65,60.0,4.2105263157894735,10.526315789473683
9,Xochimilco,Paraje de la Ciénega,-99.08138833333334,19.27959222222222,47,6.0,2.0,2.0,4.0,0.0,6.0,0.0,6.47,25.0,3.62,16.0,4.25531914893617,12.76595744680851
9,Xochimilco,Kilómetro 26,-99.14082027777778,19.223561944444445,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Xochimilco,Tlapizatil (Puente de Urrutia),-99.07285666666667,19.261986944444445,176,35.0,7.0,7.0,3.0,0.0,22.0,1.0,8.49,96.0,3.52,114.0,3.977272727272727,19.886363636363637
9,Xochimilco,Tepexomulco las Rocas,-99.13606611111112,19.228535833333332,53,13.0,5.0,4.0,6.0,1.0,4.0,0.0,9.54,31.0,3.53,18.0,9.433962264150944,24.528301886792452
9,Xochimilco,Ocotitla Tepachuxiac,-99.14170805555557,19.228087777777777,271,55.0,9.0,12.0,21.0,0.0,38.0,0.0,8.09,161.0,4.23,113.0,3.3210332103321036,20.29520295202952
9,Xochimilco,Tecuyo,-99.14057916666667,19.219349166666664,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Xochimilco,Hualpalcaltepec,-99.13966500000001,19.21619888888889,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Xochimilco,Atotle,-99.10949416666666,19.21848361111111,330,136.0,53.0,36.0,37.0,50.0,62.0,1.0,10.29,179.0,3.75,227.0,16.060606060606062,41.21212121212121
9,Xochimilco,Los Tejocotes,-99.11847555555555,19.20282333333333,31,6.0,6.0,4.0,2.0,2.0,5.0,0.0,9.19,20.0,3.88,18.0,19.35483870967742,19.35483870967742
9,Xochimilco,Tepepatlaxtle,-99.11119,19.202371666666664,162,35.0,23.0,10.0,17.0,25.0,22.0,0.0,8.54,92.0,3.95,97.0,14.19753086419753,21.604938271604937
9,Xochimilco,Tixculco,-99.05455555555555,19.222514166666667,42,6.0,1.0,1.0,4.0,0.0,1.0,0.0,6.97,26.0,2.47,22.0,2.380952380952381,14.285714285714285
9,Xochimilco,Tecoexcontitla,-99.08512416666666,19.21388861111111,263,97.0,43.0,30.0,38.0,44.0,54.0,1.0,10.11,148.0,3.46,252.0,16.34980988593156,36.88212927756654
9,Xochimilco,El Potrero (Bosques de la Paz),-99.09060277777778,19.211145833333333,38,5.0,3.0,2.0,2.0,2.0,4.0,0.0,8.38,23.0,3.45,20.0,7.894736842105263,13.157894736842104
9,Xochimilco,Paraje Tepanyecac,-99.05155555555555,19.222114444444443,58,16.0,4.0,5.0,13.0,0.0,8.0,0.0,8.76,30.0,3.63,29.0,6.896551724137931,27.586206896551722
9,Xochimilco,Tepepula,-99.12574722222222,19.228048055555554,48,13.0,4.0,3.0,1.0,3.0,8.0,0.0,8.81,27.0,4.0,21.0,8.333333333333332,27.083333333333332
9,Xochimilco,La Angostura,-99.07550666666667,19.262068888888887,21,3.0,0.0,1.0,2.0,0.0,3.0,0.0,7.88,13.0,3.0,14.0,0.0,14.285714285714285
9,Xochimilco,Sihuatlixpa,-99.11158444444443,19.198985,25,13.0,5.0,4.0,5.0,6.0,5.0,0.0,10.71,15.0,3.13,12.0,20.0,52.0
9,Xochimilco,Cuatixi,-99.07568166666667,19.226860833333333,53,11.0,2.0,4.0,7.0,2.0,8.0,0.0,8.12,31.0,3.12,37.0,3.7735849056603774,20.754716981132077
9,Xochimilco,Paraje Zacapa,-99.08941972222222,19.217471944444444,865,192.0,79.0,36.0,70.0,26.0,108.0,2.0,8.29,482.0,3.67,427.0,9.132947976878611,22.196531791907514
9,Xochimilco,Santa Catarina (Piedra Blanca),-99.07990583333333,19.214275555555556,54,20.0,9.0,7.0,11.0,9.0,10.0,0.0,10.05,28.0,4.15,47.0,16.666666666666664,37.03703703703704
